No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,8918,ランド,東S,11,+1,+10.00,256160300,12.5,1.84,ー,2817763300
2,4564,オンコセラピ,東G,24,0,0.00,157406900,ー,4.45,ー,3777765600
3,1360,日経ベア２,東Ｅ,89.5,-2.7,-2.93,155671350,ー,ー,ー,13932585825
4,9432,ＮＴＴ,東P,151.2,-0.3,-0.20,152114900,12.8,1.29,3.51,22999772880
5,8729,ソニーＦＧ,東P,132.5,0,0.00,148676000,17.8,1.34,2.87,19699570000
6,9984,ＳＢＧ,東P,"5,844",-119,-2.00,99651700,ー,2.13,0.19,582364534800
7,6740,Ｊディスプレ,東P,91,-10,-9.90,57519300,ー,-12,ー,5234256300
8,9434,ＳＢ,東P,218.0,-2.2,-1.00,56871300,19.5,4.30,3.94,12397943400
9,5803,フジクラ,東P,"6,347",+310,+5.14,52739100,70.1,20.7,0.56,334735067700
10,4597,ソレイジア,東G,33,-2,-5.71,42840000,ー,5.14,ー,1413720000
11,9501,東電ＨＤ,東P,580.5,-4.2,-0.72,37490400,ー,0.34,ー,21763177200
12,1306,野村東証指数,東Ｅ,395.9,+2.2,+0.56,35268650,ー,ー,ー,13962858535
13,5016,ＪＸ金属,東P,"4,860",+235,+5.08,30572400,48.4,6.78,0.56,148581864000
14,5401,日本製鉄,東P,569.0,-4.1,-0.72,29570100,ー,0.56,4.22,16825386900
15,8306,三菱ＵＦＪ,東P,"2,788.0",+32.5,+1.18,29320200,15.0,1.47,2.65,81744717600
16,6723,ルネサス,東P,"3,124.0",-17.0,-0.54,27511900,ー,2.23,ー,85947175600
17,3350,メタプラ,東S,349,+10,+2.95,27265100,ー,0.97,ー,9515519900
18,4506,住友ファーマ,東P,"1,935.0",-126.0,-6.11,25873200,8.51,3.00,ー,50064642000
19,285A,キオクシア,東P,"35,470",+890,+2.57,23623700,40.0,19.8,ー,837932639000
20,7201,日産自,東P,351.0,-1.9,-0.54,22934400,ー,0.25,ー,8049974400
21,7013,ＩＨＩ,東P,"2,901.0",-94.0,-3.14,21920300,24.6,5.46,0.69,63590790300
22,8604,野村,東P,"1,230.5",-81.5,-6.21,21603700,ー,0.96,ー,26583352850
23,1579,日経ブル２,東Ｅ,656.3,+18.7,+2.93,19523790,ー,ー,ー,12813463377
24,7203,トヨタ,東P,"3,067.0",0,0.00,19390900,11.2,1.03,3.10,59471890300
25,6857,アドテスト,東P,"31,500","+2,060",+7.00,18594000,49.1,28.7,ー,585711000000
26,1459,楽天Ｗベア,東Ｅ,147,-5,-3.29,18392547,ー,ー,ー,2703704409
27,6501,日立,東P,"5,356",+127,+2.43,18121800,28.4,3.67,ー,97060360800
28,7011,三菱重,東P,"4,689",-49,-1.03,18063900,60.6,5.94,0.51,84701627100
29,6954,ファナック,東P,"7,256","+1,000",+15.98,17662700,36.6,3.63,ー,128160551200
30,4568,第一三共,東P,"2,602.5",+103.5,+4.14,16617200,16.4,2.77,3.00,43246263000
31,6758,ソニーＧ,東P,"3,188.0",-20.0,-0.62,14536900,16.7,2.31,0.78,46343637200
32,3103,ユニチカ,東S,"2,482",-83,-3.24,14220200,7.15,3.15,ー,35294536400
33,7267,ホンダ,東P,"1,292.5",-4.0,-0.31,14123700,ー,0.40,5.42,18254882250
34,6762,ＴＤＫ,東P,"2,718.0",+28.5,+1.06,14080800,27.2,2.46,1.25,38271614400
35,6085,アーキテクツ,東G,540,+24,+4.65,14044400,"1,636",-278,ー,7583976000
