No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,9432,ＮＴＴ,東P,157.2,+0.9,+0.58,210772400,13.3,1.35,3.37,33133421279
2,8918,ランド,東S,9,0,0.00,182413000,36.0,1.60,ー,1641717000
3,1360,日経ベア２,東Ｅ,128.7,+3.0,+2.39,182285260,ー,ー,ー,23460112961
4,9434,ＳＢ,東P,211.1,-1.8,-0.85,115874500,18.9,4.16,4.07,24461106950
5,4564,オンコセラピ,東G,21,0,0.00,93544600,ー,3.90,ー,1964436600
6,8729,ソニーＦＧ,東P,143.2,0,0.00,70239800,19.2,1.45,2.65,10058339360
7,9501,東電ＨＤ,東P,638.9,+4.4,+0.69,68725200,ー,0.37,ー,43908530280
8,5803,フジクラ,東P,"4,090",-415,-9.21,58825600,45.1,13.4,0.88,240596704000
9,1579,日経ブル２,東Ｅ,472.9,-15.2,-3.11,55104970,ー,ー,ー,26059140313
10,285A,キオクシア,東P,"19,080",-940,-4.70,49580300,21.5,10.6,ー,945992124000
11,9984,ＳＢＧ,東P,"3,555.0",-137.0,-3.71,47857500,ー,1.30,0.31,170133412500
12,4597,ソレイジア,東G,31,-2,-6.06,43209400,ー,4.83,ー,1339491400
13,8306,三菱ＵＦＪ,東P,"2,600.0",-21.0,-0.80,42510300,14.0,1.37,2.85,110526780000
14,3315,日本コークス,東P,115,-9,-7.26,41986600,ー,0.91,ー,4828459000
15,6740,Ｊディスプレ,東P,72,-9,-11.11,41210800,ー,-9.1,ー,2967177600
16,5016,ＪＸ金属,東P,"3,312.0",-272.0,-7.59,38269200,33.0,4.62,0.82,126747590400
17,7532,パンパシＨＤ,東P,968.2,-23.7,-2.39,29687500,27.0,4.41,0.88,28743437500
18,5401,日本製鉄,東P,575.9,+1.2,+0.21,28777500,ー,0.57,4.17,16572962250
19,8136,サンリオ,東P,979.2,-1.2,-0.12,27467300,22.8,8.62,1.35,26895980160
20,7203,トヨタ,東P,"3,162.0",-62.0,-1.92,26872400,11.5,1.06,3.00,84970528800
21,7011,三菱重,東P,"4,223",-195,-4.41,26364000,54.6,5.35,0.57,111335172000
22,7201,日産自,東P,333.0,-2.6,-0.77,25803300,ー,0.24,ー,8592498900
23,1306,野村東証指数,東Ｅ,371.4,-5.0,-1.33,25178030,ー,ー,ー,9351120342
24,7267,ホンダ,東P,"1,257.5",-13.0,-1.02,23578800,ー,0.39,5.57,29650341000
25,6952,カシオ,東P,"1,401.0",-37.0,-2.57,23547400,18.5,1.36,ー,32989907400
26,6857,アドテスト,東P,"20,330",-595,-2.84,22371500,44.9,21.9,ー,454812595000
27,4689,ラインヤフー,東P,382.7,+7.1,+1.89,22234200,ー,0.88,1.91,8509028340
28,6758,ソニーＧ,東P,"3,209.0",+21.0,+0.66,20900800,16.8,2.32,0.78,67070667200
29,4005,住友化,東P,499.5,-12.3,-2.40,18106200,15.0,0.80,2.70,9044046900
30,7012,川重,東P,"2,897.0",-20.0,-0.69,17504300,26.9,3.00,1.15,50709957100
31,5801,古河電,東P,"28,785","-2,165",-7.00,17267800,37.5,5.36,0.56,497053623000
32,7211,三菱自,東P,307.2,-0.8,-0.26,17231900,41.1,0.46,3.26,5293639680
33,8058,三菱商,東P,"5,317",-352,-6.21,17203300,27.8,2.14,2.07,91469946100
34,3350,メタプラ,東S,294,-6,-2.00,17176900,ー,0.75,ー,5050008600
35,5020,ＥＮＥＯＳ,東P,"1,410.5",-26.0,-1.81,17172900,28.1,1.19,2.41,24222375450
