No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,8918,ランド,東S,9,-1,-10.00,196701600,36.0,1.60,ー,1770314400
2,4564,オンコセラピ,東G,24,+2,+9.09,194375600,ー,4.45,ー,4665014400
3,6740,Ｊディスプレ,東P,92,-1,-1.08,148211400,ー,-12,ー,13635448800
4,9432,ＮＴＴ,東P,157.8,+0.8,+0.51,115776600,13.3,1.35,3.36,18269547480
5,1360,日経ベア２,東Ｅ,117.9,-3.2,-2.64,95164900,ー,ー,ー,11219941710
6,9434,ＳＢ,東P,218.8,+3.4,+1.58,61735800,19.6,4.31,3.93,13507793040
7,9501,東電ＨＤ,東P,646.0,-2.3,-0.35,53909200,ー,0.38,ー,34825343200
8,5803,フジクラ,東P,"4,616",+323,+7.52,51978000,51.0,15.1,0.78,239930448000
9,8729,ソニーＦＧ,東P,147.8,+1.1,+0.75,38955900,19.8,1.49,2.57,5757682020
10,4597,ソレイジア,東G,34,-3,-8.11,37931700,ー,5.30,ー,1289677800
11,9984,ＳＢＧ,東P,"3,609.0",+5.0,+0.14,32539500,ー,1.32,0.30,117435055500
12,285A,キオクシア,東P,"21,850",+755,+3.58,28862600,24.7,12.2,ー,630647810000
13,543A,ＡＲＣＨＩＯ,東P,519,+54,+11.61,24584300,17.9,6.22,ー,12759251700
14,8306,三菱ＵＦＪ,東P,"2,761.5",+1.5,+0.05,22632900,14.8,1.46,2.68,62500753350
15,5016,ＪＸ金属,東P,"3,652.0",+124.0,+3.51,21729100,36.4,5.10,0.74,79354673200
16,7201,日産自,東P,355.3,+9.5,+2.75,19186500,ー,0.25,ー,6816963450
17,7011,三菱重,東P,"4,803",+92,+1.95,17897500,62.1,6.08,0.50,85961692500
18,1306,野村東証指数,東Ｅ,386.6,+3.6,+0.94,16726160,ー,ー,ー,6466333456
19,5401,日本製鉄,東P,585.0,+1.0,+0.17,15472400,ー,0.57,4.10,9051354000
20,8136,サンリオ,東P,992.4,+2.4,+0.24,14435200,23.1,8.74,1.33,14325492480
21,3315,日本コークス,東P,116,0,0.00,14318000,ー,0.91,ー,1660888000
22,7211,三菱自,東P,313.0,+7.5,+2.45,13980600,41.9,0.47,3.19,4375927800
23,6762,ＴＤＫ,東P,"2,011.5",+66.0,+3.39,13470000,20.1,1.82,1.69,27094905000
24,7267,ホンダ,東P,"1,269.0",-4.0,-0.31,13387200,ー,0.40,5.52,16988356800
25,1579,日経ブル２,東Ｅ,508.2,+13.2,+2.67,13233140,ー,ー,ー,6725081748
26,1605,ＩＮＰＥＸ,東P,"4,675",+108,+2.36,12217700,16.5,1.14,2.31,57117747500
27,5801,古河電,東P,"35,800","+3,380",+10.43,12149200,46.6,6.67,0.45,434941360000
28,7203,トヨタ,東P,"3,255.0",-7.0,-0.21,11056900,11.9,1.09,2.92,35990209500
29,1459,楽天Ｗベア,東Ｅ,193,-6,-3.02,10720988,ー,ー,ー,2069150684
30,1356,ＴＰＸベア２,東Ｅ,138.7,-2.6,-1.84,10374170,ー,ー,ー,1438897379
31,7012,川重,東P,"3,161.0",+33.0,+1.05,10126600,29.4,3.27,1.05,32010182600
32,6993,大黒屋,東S,128,+4,+3.23,9851300,ー,16.8,ー,1260966400
33,7269,スズキ,東P,"1,832.5",-28.0,-1.50,9691700,9.07,1.07,2.51,17760040250
34,3350,メタプラ,東S,298,-4,-1.32,9598400,ー,0.83,ー,2860323200
35,4689,ラインヤフー,東P,393.2,+2.0,+0.51,9383200,ー,0.91,1.86,3689474240
36,7013,ＩＨＩ,東P,"3,400.0",+20.0,+0.59,9182100,28.8,6.39,0.59,31219140000
37,4884,クリングル,東G,511,-3,-0.58,9167400,ー,3.16,ー,4684541400
38,6981,村田製,東P,"3,789.0",+311.0,+8.94,9021300,31.4,2.64,1.58,34181705700
39,9843,ニトリＨＤ,東P,"2,379.0",-128.5,-5.12,8309100,14.3,1.38,1.29,19767348900
40,7375,リファバスＧ,東G,"1,530",-88,-5.44,8197000,17.1,16.9,ー,12541410000
41,8001,伊藤忠,東P,"2,042.0",+3.5,+0.17,8182700,15.9,2.26,2.06,16709073400
