No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,9432,ＮＴＴ,東P,156.3,-2.7,-1.70,235755200,13.2,1.34,3.39,36848537760
2,1360,日経ベア２,東Ｅ,125.7,+5.5,+4.58,210349670,ー,ー,ー,26440953519
3,8918,ランド,東S,9,-1,-10.00,183947400,36.0,1.60,ー,1655526600
4,3315,日本コークス,東P,124,-4,-3.13,103826300,ー,0.98,ー,12874461200
5,9434,ＳＢ,東P,212.9,-5.6,-2.56,100754500,19.1,4.20,4.04,21450633050
6,7267,ホンダ,東P,"1,270.5",-69.5,-5.19,85290900,ー,0.40,5.51,108362088450
7,8729,ソニーＦＧ,東P,143.2,-6.2,-4.15,84937100,19.2,1.45,2.65,12162992719
8,9984,ＳＢＧ,東P,"3,692",-254,-6.44,65675000,ー,1.35,0.30,242472100000
9,6740,Ｊディスプレ,東P,81,+4,+5.19,62239900,ー,-10,ー,5041431900
10,4564,オンコセラピ,東G,21,-1,-4.55,60973400,ー,3.90,ー,1280441400
11,9501,東電ＨＤ,東P,634.5,-0.7,-0.11,57846800,ー,0.37,ー,36703794600
12,8306,三菱ＵＦＪ,東P,"2,621.0",-94.0,-3.46,48044300,14.1,1.38,2.82,125924110300
13,4597,ソレイジア,東G,33,0,0.00,44039500,ー,5.14,ー,1453303500
14,5803,フジクラ,東P,"4,505",-100,-2.17,43818400,49.7,14.7,0.80,197401892000
15,5401,日本製鉄,東P,574.7,-22.4,-3.75,39730500,ー,0.56,4.18,22833118350
16,7201,日産自,東P,335.6,-13.1,-3.76,36367400,ー,0.24,ー,12204899440
17,1579,日経ブル２,東Ｅ,488.1,-21.0,-4.12,34840870,ー,ー,ー,17005828647
18,7203,トヨタ,東P,"3,224.0",-184.0,-5.40,30941700,11.8,1.08,2.95,99756040800
19,285A,キオクシア,東P,"20,020",-250,-1.23,30911800,22.6,11.2,ー,618854236000
20,7011,三菱重,東P,"4,418",-159,-3.47,27883300,57.1,5.60,0.54,123188419400
21,8136,サンリオ,東P,980.4,-80.2,-7.56,24779600,22.9,8.63,1.35,24293919840
22,5016,ＪＸ金属,東P,"3,584.0",-93.0,-2.53,24353600,35.7,5.00,0.75,87283302400
23,6758,ソニーＧ,東P,"3,188.0",-21.0,-0.65,23168100,16.7,2.31,0.78,73859902800
24,7211,三菱自,東P,308.0,-26.4,-7.89,22595400,41.2,0.46,3.25,6959383200
25,3350,メタプラ,東S,300,-4,-1.32,22265400,ー,0.76,ー,6679620000
26,8001,伊藤忠,東P,"1,995.0",-67.5,-3.27,21290900,15.5,2.21,2.11,42475345500
27,4689,ラインヤフー,東P,375.6,-9.6,-2.49,21243700,ー,0.87,1.94,7979133720
28,1475,ｉＳＴＰＸ,東Ｅ,366.2,-7.0,-1.88,20380200,ー,ー,ー,7463229240
29,1459,楽天Ｗベア,東Ｅ,207,+9,+4.55,20345060,ー,ー,ー,4211427420
30,1605,ＩＮＰＥＸ,東P,"4,892",-8,-0.16,20046600,17.2,1.20,2.21,98067967200
31,4005,住友化,東P,511.8,-11.9,-2.27,18736700,15.4,0.82,2.64,9589443060
32,8316,三井住友ＦＧ,東P,"5,053",-193,-3.68,18512600,12.9,1.23,3.11,93544167800
33,6501,日立,東P,"4,533",-183,-3.88,18209400,26.9,3.22,ー,82543210200
34,8058,三菱商,東P,"5,669",-93,-1.61,17194400,29.6,2.28,1.94,97475053600
35,6993,大黒屋,東S,144,+9,+6.67,15545900,ー,19.0,ー,2238609600
36,8031,三井物,東P,"6,289",-251,-3.84,15370000,21.7,2.12,1.83,96661930000
37,1356,ＴＰＸベア２,東Ｅ,148.9,+5.0,+3.47,14860620,ー,ー,ー,2212746318
38,5020,ＥＮＥＯＳ,東P,"1,436.5",+2.0,+0.14,14625700,28.6,1.21,2.37,21009818050
39,4755,楽天グループ,東P,722.9,-22.1,-2.97,14407800,ー,1.58,ー,10415398620
40,6723,ルネサス,東P,"2,244.5",-110.0,-4.67,14274300,ー,1.67,ー,32038666350
41,8604,野村,東P,"1,203.0",-52.0,-4.14,14024000,ー,0.96,ー,16870872000
42,7013,ＩＨＩ,東P,"3,308.0",-192.0,-5.49,13829500,28.1,6.22,0.60,45747986000
43,2181,パーソルＨＤ,東P,227.1,-6.0,-2.57,13104300,12.4,2.44,4.84,2975986530
44,6857,アドテスト,東P,"20,925","-1,145",-5.19,12880400,46.2,22.5,ー,269522370000
45,6762,ＴＤＫ,東P,"2,000.0",-110.5,-5.24,12783300,20.0,1.81,1.70,25566600000
46,6702,富士通,東P,"3,121.0",-145.0,-4.44,12350900,12.7,2.71,1.60,38547158900
47,9433,ＫＤＤＩ,東P,"2,709.0",-14.0,-0.51,12322700,13.8,2.08,2.95,33382194300
48,5856,ＬＩＥＨ,東S,25,+3,+13.64,12166300,ー,1.10,ー,304157500
49,6366,千代建,東S,906,-11,-1.20,12031000,2.93,-4.3,ー,10900086000
50,8750,第一生命ＨＤ,東P,"1,406.0",-41.5,-2.87,12018900,12.4,1.24,3.70,16898573400
51,7733,オリンパス,東P,"1,490.0",-40.0,-2.61,12014500,30.1,2.12,2.01,17901605000
52,7532,パンパシＨＤ,東P,991.9,+8.9,+0.91,11880600,27.7,4.52,0.86,11784367140
53,7012,川重,東P,"2,917.0",-122.0,-4.01,11787300,27.1,3.02,1.14,34383554100
54,4063,信越化,東P,"6,217",+77,+1.25,11289900,24.6,2.67,1.71,70189308300
55,8801,三井不,東P,"1,651.0",-50.0,-2.94,10991600,16.6,1.40,2.06,18147131600
56,6752,パナＨＤ,東P,"2,600.0",-67.5,-2.53,10835700,25.3,1.21,1.54,28172820000
57,6613,ＱＤレーザ,東G,"1,295",+124,+10.59,10056300,ー,10.8,ー,13022908500
58,1357,日経Ｄインバ,東Ｅ,"5,126",+235,+4.80,9879536,ー,ー,ー,50642501536
59,8766,東京海上,東P,"7,268",-243,-3.24,9675400,13.4,2.56,2.90,70320807200
60,8411,みずほＦＧ,東P,"6,135",-244,-3.83,9532400,13.2,1.34,2.36,58481274000
61,4188,三菱ケミＧ,東P,905.5,-36.7,-3.90,9373600,26.2,0.66,3.53,8487794800
62,8308,りそなＨＤ,東P,"1,739.0",-83.0,-4.56,9333400,15.7,1.43,1.67,16230782600
63,5801,古河電,東P,"30,950",+60,+0.19,9232600,40.3,5.76,0.52,285748970000
64,3436,ＳＵＭＣＯ,東P,"1,782.0",-68.5,-3.70,8973200,ー,1.08,ー,15990242400
65,4568,第一三共,東P,"2,816.5",-113.5,-3.87,8812900,17.8,3.00,2.77,24821532850
66,2502,アサヒ,東P,"1,578.0",+3.0,+0.19,8698800,13.8,0.82,3.30,13726706400
67,6981,村田製,東P,"3,534",-211,-5.63,8669100,29.2,2.46,1.70,30636599400
68,6902,デンソー,東P,"1,891.0",-62.5,-3.20,8531100,12.1,0.96,3.38,16132310100
69,1514,住石ＨＤ,東S,"1,078",+69,+6.84,8529100,40.3,2.32,1.39,9194369800
70,5802,住友電,東P,"9,000",-480,-5.06,8492500,21.9,2.82,1.31,76432500000
71,7182,ゆうちょ銀,東P,"2,501.5",-137.5,-5.21,8372900,17.8,0.95,2.80,20944809350
72,6197,ソラスト,東P,"1,115",+1,+0.09,8262400,24.9,4.27,0.99,9212576000
73,7974,任天堂,東P,"8,899",-316,-3.43,8175000,29.3,3.45,2.03,72749325000
74,8601,大和,東P,"1,495.0",-82.0,-5.20,8031200,ー,1.21,2.94,12006644000
75,8113,ユニチャーム,東P,935.0,-10.0,-1.06,7993500,18.7,2.04,2.35,7473922500
76,1306,野村東証指数,東Ｅ,376.4,-6.3,-1.65,7975490,ー,ー,ー,3001974436
77,523A,セイワＨＤ,東G,"1,423",-97,-6.38,7938300,26.7,17.3,ー,11296200900
78,4506,住友ファーマ,東P,"2,107.0",-57.5,-2.66,7892000,8.21,2.90,ー,16628444000
79,4543,テルモ,東P,"2,104.0",-27.5,-1.29,7888600,22.8,2.04,1.43,16597614400
80,8410,セブン銀,東P,267.7,-10.1,-3.64,7863400,28.4,1.14,4.11,2105032180
81,6701,ＮＥＣ,東P,"3,789",-201,-5.04,7789900,ー,2.43,0.84,29515931100
82,9831,ヤマダＨＤ,東P,526.4,-20.7,-3.78,7624100,12.8,0.55,3.23,4013326240
83,6503,三菱電,東P,"5,042",-293,-5.49,7621400,28.7,2.48,1.09,38427098800
84,6526,ソシオネクス,東P,"1,907.5",-129.5,-6.36,7581800,49.9,2.59,2.62,14462283500
85,8795,Ｔ＆Ｄ,東P,"3,880",-137,-3.41,7553000,15.8,1.15,3.35,29305640000
86,9107,川崎汽,東P,"2,656.0",-114.5,-4.13,7528500,14.6,0.96,4.52,19995696000
87,2146,ＵＴ,東P,194,-9,-4.43,7513100,18.2,4.38,5.59,1457541400
88,3382,セブン＆アイ,東P,"2,136.0",+9.5,+0.45,7407200,18.3,1.41,2.34,15821779200
89,7269,スズキ,東P,"1,865.0",-68.0,-3.52,7380100,9.23,1.09,2.47,13763886500
90,1568,ＴＰＸブル,東Ｅ,766.8,-31.0,-3.89,7362200,ー,ー,ー,5645334960
91,3407,旭化成,東P,"1,506.5",-63.0,-4.01,7302800,14.1,1.02,2.66,11001668200
92,4503,アステラス,東P,"2,558.5",-51.0,-1.95,7189900,18.3,2.60,3.05,18395359150
93,7261,マツダ,東P,"1,041.0",-82.0,-7.30,7181000,32.8,0.36,5.28,7475421000
94,8267,イオン,東P,"1,905.5",-10.0,-0.52,7171900,81.1,4.57,0.72,13666055450
95,7272,ヤマハ発,東P,"1,118.5",-21.0,-1.84,6972200,10.9,0.96,4.47,7798405700
96,3402,東レ,東P,"1,094.5",-20.5,-1.84,6965100,19.4,0.90,1.83,7623301950
97,1963,日揮ＨＤ,東P,"2,246.5",+51.5,+2.35,6952600,18.1,1.27,1.78,15619015900
98,3697,ＳＨＩＦＴ,東P,614.8,-15.1,-2.40,6621300,ー,3.71,ー,4070775239
99,4594,ブライトパス,東G,75,-3,-3.85,6575400,ー,9.31,ー,493155000
100,6971,京セラ,東P,"2,392.5",-41.5,-1.71,6502100,26.3,0.94,2.09,15556274250
101,6594,ニデック,東P,"1,976",-104,-5.00,6492100,ー,1.29,ー,12828389600
102,4502,武田,東P,"5,713",-127,-2.17,6439900,58.6,1.18,3.50,36791148700
103,8002,丸紅,東P,"5,763",+12,+0.21,6126300,17.5,2.28,1.87,35305866900
104,6098,リクルート,東P,"6,316",-203,-3.11,6078400,18.3,5.64,0.40,38391174400
105,6954,ファナック,東P,"5,486",-242,-4.22,6067900,32.4,2.85,ー,33288499400
106,2914,ＪＴ,東P,"6,056",+78,+1.30,6053200,18.9,2.63,4.00,36658179200
107,6301,コマツ,東P,"6,000",-465,-7.19,6018200,16.9,1.61,3.17,36109200000
108,6988,日東電,東P,"3,045.0",-101.0,-3.21,5957600,15.1,1.86,1.97,18140892000
109,3656,ＫＬａｂ,東P,320,-4,-1.23,5868500,ー,2.45,ー,1877920000
110,6324,ハーモニック,東P,"3,790",-275,-6.77,5838500,276,4.63,0.53,22127915000
111,4661,ＯＬＣ,東P,"2,637.5",-76.0,-2.80,5791200,38.1,4.02,0.53,15274290000
112,1366,ｉＦ日経Ｗベ,東Ｅ,128,+5,+4.07,5783062,ー,ー,ー,740231936
113,9022,ＪＲ東海,東P,"4,082",-139,-3.29,5753100,7.77,0.78,0.78,23484154200
114,8593,三菱ＨＣキャ,東P,"1,406.5",-41.0,-2.83,5679200,12.6,1.05,3.20,7987794800
115,5019,出光興産,東P,"1,557.5",+4.0,+0.26,5656900,25.4,1.08,2.31,8810621750
116,7794,ＥＤＰ,東G,"1,326",+12,+0.91,5588600,ー,13.5,ー,7410483600
117,4612,日本ペＨＤ,東P,990.0,-3.6,-0.36,5504400,11.6,1.27,1.72,5449356000
118,6326,クボタ,東P,"2,462.0",-121.0,-4.68,5497500,13.3,1.07,2.11,13534845000
119,3861,王子ＨＤ,東P,838.3,-32.9,-3.78,5476900,14.9,0.71,4.29,4591285270
120,314A,ｉＳゴールド,東Ｅ,343.0,+5.2,+1.54,5332360,ー,ー,ー,1828999480
121,4062,イビデン,東P,"7,776",-493,-5.96,5276700,58.7,4.00,0.32,41031619200
122,186A,アストロＨＤ,東G,913,-76,-7.68,5264500,ー,11.9,ー,4806488500
123,7453,良品計画,東P,"3,312.0",-128.0,-3.72,5179300,33.2,4.79,0.85,17153841600
124,9104,商船三井,東P,"6,763",-259,-3.69,5120000,11.6,0.86,2.96,34626560000
125,8331,千葉銀,東P,"2,004.5",-78.0,-3.75,4963100,15.5,1.13,2.59,9948533950
126,6178,日本郵政,東P,"1,789.5",-66.5,-3.58,4933500,15.7,0.53,2.79,8828498250
127,8697,日本取引所,東P,"1,811.5",-88.0,-4.63,4896700,23.7,5.81,3.37,8870372050
128,8725,ＭＳ＆ＡＤ,東P,"4,021",-187,-4.44,4884300,9.89,1.26,3.85,19639770300
129,4901,富士フイルム,東P,"2,927.5",-84.5,-2.81,4853100,13.3,0.95,2.39,14207450250
130,5411,ＪＦＥ,東P,"1,819.0",-73.0,-3.86,4843200,15.4,0.45,4.40,8809780800
131,8473,ＳＢＩ,東P,"2,866.0",-117.0,-3.92,4837200,ー,1.07,3.31,13863415200
132,5108,ブリヂストン,東P,"3,272.0",-54.0,-1.62,4836400,12.3,1.14,3.82,15824700800
133,7936,アシックス,東P,"4,128",-178,-4.13,4799900,26.6,10.8,0.92,19813987200
134,6361,荏原,東P,"4,253",-212,-4.75,4761700,22.4,3.82,1.55,20251510100
135,6920,レーザーテク,東P,"35,300",+330,+0.94,4743400,43.9,14.0,0.93,167442020000
136,9101,郵船,東P,"5,721",-175,-2.97,4709800,11.1,0.81,3.93,26944765800
137,1570,日経レバ,東Ｅ,"45,000","-2,200",-4.66,4677366,ー,ー,ー,210481470000
138,3103,ユニチカ,東P,"1,215",+26,+2.19,4652000,3.50,1.54,ー,5652180000
139,1662,石油資源,東P,"2,694",+30,+1.13,4625100,15.3,1.22,1.48,12460019400
140,9843,ニトリＨＤ,東P,"2,543.0",-97.0,-3.67,4612200,15.3,1.48,1.21,11728824600
