No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,9432,ＮＴＴ,東P,148.4,-1.8,-1.20,407264700,12.3,1.24,3.64,60438081480
2,8918,ランド,東S,11,+1,+10.00,217689000,12.5,1.84,ー,2394579000
3,4564,オンコセラピ,東G,21,-3,-12.50,175929200,ー,3.89,ー,3694513200
4,1360,日経ベア２,東Ｅ,83.3,+0.7,+0.85,112960480,ー,ー,ー,9409607984
5,9984,ＳＢＧ,東P,"5,743",-388,-6.33,83351500,ー,2.09,0.19,478687664500
6,9434,ＳＢ,東P,221.8,+1.4,+0.64,74500200,19.2,4.02,3.97,16524144360
7,8729,ソニーＦＧ,東P,139.7,-0.5,-0.36,58468400,18.8,1.41,2.72,8168035479
8,6758,ソニーＧ,東P,"3,372.0",+258.0,+8.29,57094400,17.2,2.45,1.04,192522316800
9,4597,ソレイジア,東G,32,0,0.00,56416300,ー,4.98,ー,1805321600
10,9501,東電ＨＤ,東P,651.1,+18.3,+2.89,53169400,ー,0.44,ー,34618596340
11,5016,ＪＸ金属,東P,"5,720",+304,+5.61,47812700,46.5,7.29,0.35,273488644000
12,5401,日本製鉄,東P,561.1,-9.8,-1.72,47352200,ー,0.55,4.28,26569319420
13,4689,ラインヤフー,東P,448.8,+8.8,+2.00,46457600,ー,1.03,2.45,20850170880
14,7203,トヨタ,東P,"2,870.0",-43.0,-1.48,43038000,12.5,0.94,3.48,123519060000
15,7013,ＩＨＩ,東P,"2,870.0",-189.0,-6.18,42420100,18.4,4.66,0.80,121745687000
16,5803,フジクラ,東P,"6,832",+250,+3.80,40738700,75.4,22.3,0.52,278326798400
17,285A,キオクシア,東P,"45,940","+1,450",+3.26,38790300,51.9,25.6,ー,1782026382000
18,8136,サンリオ,東P,900.0,+24.3,+2.77,38636900,21.0,7.92,1.47,34773210000
19,7211,三菱自,東P,329.0,+22.3,+7.27,37918400,17.6,0.48,3.04,12475153600
20,7974,任天堂,東P,"7,020",-647,-8.44,35863500,26.1,2.74,2.31,251761770000
21,3350,メタプラ,東S,347,+3,+0.87,34650600,ー,0.96,ー,12023758200
22,6740,Ｊディスプレ,東P,81,-1,-1.22,31333900,ー,-10,ー,2538045900
23,8306,三菱ＵＦＪ,東P,"2,856.5",+50.0,+1.78,29713600,15.4,1.51,2.59,84876898400
24,3436,ＳＵＭＣＯ,東P,"3,613.0",+35.0,+0.98,24780600,ー,2.18,ー,89532307800
25,7201,日産自,東P,350.2,+4.5,+1.30,23660000,ー,0.25,ー,8285732000
26,7011,三菱重,東P,"4,384",-126,-2.79,23392400,56.7,5.55,0.55,102552281600
27,4088,エアウォータ,東P,"1,965.0",+26.5,+1.37,21611100,ー,1.01,3.82,42465811500
28,7267,ホンダ,東P,"1,251.0",-18.0,-1.42,19386500,ー,0.39,5.60,24252511500
29,3810,ＣＳＨＤ,東S,371,+80,+27.49,19092400,ー,4.40,ー,7083280400
30,6723,ルネサス,東P,"3,500.0",-30.0,-0.85,18399000,ー,2.50,ー,64396500000
31,6526,ソシオネクス,東P,"2,380.0",+176.0,+7.99,16067100,41.7,3.14,2.10,38239698000
32,8001,伊藤忠,東P,"1,983.0",-27.0,-1.34,15915000,14.6,2.10,2.22,31559445000
33,6501,日立,東P,"4,887",-51,-1.03,15801200,25.8,3.34,ー,77220464400
34,8113,ユニチャーム,東P,915.2,-29.8,-3.15,15347100,18.2,2.01,2.40,14045665920
35,6981,村田製,東P,"5,960",+110,+1.88,14052700,37.0,3.99,1.17,83754092000
36,1459,楽天Ｗベア,東Ｅ,136,0,0.00,13604298,ー,ー,ー,1850184528
37,2802,味の素,東P,"5,499",+469,+9.32,12969600,43.8,6.83,0.91,71319830400
38,7012,川重,東P,"3,170.0",-96.0,-2.94,12923800,29.4,3.28,1.05,40968446000
39,186A,アストロＨＤ,東G,"1,779",+209,+13.31,12917900,ー,23.2,ー,22980944100
40,1579,日経ブル２,東Ｅ,695.6,-4.9,-0.70,12769540,ー,ー,ー,8882492024
41,8316,三井住友ＦＧ,東P,"5,661",+115,+2.07,12531400,14.4,1.38,2.77,70940255400
42,6613,ＱＤレーザ,東G,"1,688",-165,-8.90,12306600,ー,14.1,ー,20773540800
43,5411,ＪＦＥ,東P,"1,685.5",-79.5,-4.50,11984800,7.15,0.41,4.75,20200380400
44,2914,ＪＴ,東P,"6,164",+395,+6.85,11863100,19.2,2.68,3.93,73124148400
45,1366,ｉＦ日経Ｗベ,東Ｅ,85,+1,+1.19,11706081,ー,ー,ー,995016885
46,4568,第一三共,東P,"2,649.0",+53.0,+2.04,11532500,18.5,2.90,3.78,30549592500
47,6752,パナＨＤ,東P,"3,334.0",+16.0,+0.48,11236300,32.4,1.55,1.20,37461824200
48,4755,楽天グループ,東P,761.8,+13.9,+1.86,10926500,ー,1.67,ー,8323807699
49,6326,クボタ,東P,"2,839.0",+25.0,+0.89,10910600,15.4,1.20,1.83,30975193400
50,6762,ＴＤＫ,東P,"2,936.0",+12.5,+0.43,10494200,24.8,2.55,1.36,30810971200
51,3905,データセク,東G,"2,360",+271,+12.97,10237600,25.0,4.70,ー,24160736000
52,8058,三菱商,東P,"5,252",+3,+0.06,9987800,17.5,2.04,2.38,52455925600
53,4506,住友ファーマ,東P,"1,709.5",+96.5,+5.98,9822600,7.52,2.65,ー,16791734700
54,1893,五洋建,東P,"2,066.0",+236.0,+12.90,9816600,16.1,2.85,2.52,20281095600
55,7162,アストマクス,東S,417,-41,-8.95,9485400,2.80,1.07,1.92,3955411800
56,5406,神戸鋼,東P,"2,012.0",+75.0,+3.87,9319400,7.96,0.63,3.98,18750632800
57,1306,野村東証指数,東Ｅ,407.1,+1.2,+0.30,9307430,ー,ー,ー,3789054753
58,8411,みずほＦＧ,東P,"6,890",+119,+1.76,9143400,14.9,1.50,2.10,62998026000
59,8604,野村,東P,"1,228.5",0,0.00,9077100,ー,0.96,ー,11151217350
