No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,8918,ランド,東S,11,+1,+10.00,197977300,12.5,1.84,ー,2177750300
2,9432,ＮＴＴ,東P,152.3,-1.2,-0.78,144632100,12.9,1.30,3.48,22027468830
3,4564,オンコセラピ,東G,27,-4,-12.90,114098000,ー,5.01,ー,3080646000
4,6740,Ｊディスプレ,東P,104,-16,-13.33,101220300,ー,-13,ー,10526911200
5,9984,ＳＢＧ,東P,"5,181",+407,+8.53,96285800,ー,1.89,0.21,498856729800
6,1360,日経ベア２,東Ｅ,93.2,-1.9,-2.00,77210960,ー,ー,ー,7196061472
7,4597,ソレイジア,東G,39,-2,-4.88,64534500,ー,6.07,ー,2516845500
8,9434,ＳＢ,東P,222.0,-1.0,-0.45,60016300,19.9,4.38,3.87,13323618600
9,8729,ソニーＦＧ,東P,145.7,-1.2,-0.82,54452100,19.6,1.47,2.61,7933670969
10,5803,フジクラ,東P,"5,889",+360,+6.51,49306000,65.0,19.2,0.61,290363034000
11,9501,東電ＨＤ,東P,603.2,-8.3,-1.36,48826900,ー,0.35,ー,29452386080
12,3936,ＧＷ,東G,198,-1,-0.50,38993300,134,9.57,ー,7720673400
13,4506,住友ファーマ,東P,"1,994.0",-79.0,-3.81,31866800,7.77,2.74,ー,63542399200
14,8306,三菱ＵＦＪ,東P,"2,830.5",-40.0,-1.39,30217100,15.2,1.50,2.61,85529501550
15,5016,ＪＸ金属,東P,"4,820",+3,+0.06,27290500,48.0,6.73,0.56,131540210000
16,4651,サニックスＨ,東S,280,+42,+17.65,26623800,16.4,1.36,0.71,7454664000
17,285A,キオクシア,東P,"32,740","+2,230",+7.31,25308700,37.0,18.3,ー,828606838000
18,8136,サンリオ,東P,"1,051.5",+6.0,+0.57,23895700,24.5,9.26,1.26,25126328550
19,6613,ＱＤレーザ,東G,"1,609",+24,+1.51,23584500,ー,13.5,ー,37947460500
20,7011,三菱重,東P,"4,522",+16,+0.36,21954100,58.4,5.73,0.53,99276440200
21,3350,メタプラ,東S,339,+6,+1.80,20595300,ー,0.94,ー,6981806700
22,7203,トヨタ,東P,"3,280.0",-110.0,-3.24,19345300,12.0,1.10,2.90,63452584000
23,7201,日産自,東P,370.0,-9.4,-2.48,18893600,ー,0.26,ー,6990632000
24,7012,川重,東P,"3,138.0",+8.0,+0.26,18256200,29.1,3.25,1.06,57287955600
25,3656,ＫＬａｂ,東P,309,-21,-6.36,17493100,ー,2.40,ー,5405367900
26,5401,日本製鉄,東P,593.2,-6.6,-1.10,17409500,ー,0.58,4.05,10327315400
27,3697,ＳＨＩＦＴ,東P,676.7,-45.7,-6.33,17325000,ー,4.53,ー,11723827500
28,4689,ラインヤフー,東P,431.8,+2.8,+0.65,16847200,ー,1.00,1.69,7274620960
29,1306,野村東証指数,東Ｅ,399.5,-1.1,-0.27,16652130,ー,ー,ー,6652525935
30,6723,ルネサス,東P,"3,079.0",+106.5,+3.58,16565000,ー,2.29,ー,51003635000
31,7013,ＩＨＩ,東P,"3,087.0",-66.0,-2.09,15800100,26.2,5.81,0.65,48774908700
32,7267,ホンダ,東P,"1,342.0",+1.0,+0.07,15629400,ー,0.42,5.22,20974654800
33,1579,日経ブル２,東Ｅ,630.4,+11.1,+1.79,15032810,ー,ー,ー,9476683424
34,6758,ソニーＧ,東P,"3,346.0",-38.0,-1.12,13295300,17.5,2.42,0.75,44486073800
35,7211,三菱自,東P,327.7,-7.8,-2.32,11637400,43.9,0.49,3.05,3813575980
36,3436,ＳＵＭＣＯ,東P,"2,226.0",+116.0,+5.50,11271900,ー,1.35,ー,25091249400
37,3823,ＷＨＤＣ,東S,54,-2,-3.57,11201100,ー,5.22,ー,604859400
38,6762,ＴＤＫ,東P,"2,576.0",+34.0,+1.34,10460000,25.7,2.34,1.32,26944960000
39,8105,ＢＴＣＪＰＮ,東S,175,+16,+10.06,10212300,ー,4.17,ー,1787152500
40,6702,富士通,東P,"3,883",+130,+3.46,9519700,15.9,3.37,1.29,36964995100
41,8316,三井住友ＦＧ,東P,"5,471",-104,-1.87,9134200,13.9,1.33,2.87,49973208200
42,186A,アストロＨＤ,東G,"1,452",-2,-0.14,9052500,ー,18.9,ー,13144230000
43,6752,パナＨＤ,東P,"3,019.0",+36.5,+1.22,9019000,29.4,1.40,1.32,27228361000
44,4755,楽天グループ,東P,808.8,-10.5,-1.28,8918700,ー,1.77,ー,7213444560
45,6501,日立,東P,"5,189",+36,+0.70,8784900,30.7,3.67,ー,45584846100
46,6701,ＮＥＣ,東P,"4,431",+104,+2.40,8708100,ー,2.84,0.72,38585591100
47,4063,信越化,東P,"6,733",-40,-0.59,8190200,26.6,2.89,1.57,55144616600
48,4062,イビデン,東P,"10,560",+985,+10.29,8109100,79.7,5.44,0.24,85632096000
49,8001,伊藤忠,東P,"1,963.5",-12.0,-0.61,8049900,15.3,2.17,2.14,15805978650
50,1605,ＩＮＰＥＸ,東P,"3,830",-13,-0.34,7801500,13.5,0.94,2.82,29879745000
51,6981,村田製,東P,"4,810",+72,+1.52,7758000,39.8,3.35,1.25,37315980000
52,7419,ノジマ,東P,"1,280",+159,+14.18,7722700,9.22,1.58,1.22,9885056000
53,7182,ゆうちょ銀,東P,"2,600.0",-110.0,-4.06,7654600,18.5,0.99,2.69,19901960000
54,8267,イオン,東P,"1,683.0",-32.5,-1.89,7576200,63.8,3.82,0.89,12750744600
55,3444,菊池製作,東S,"1,355",-94,-6.49,7563900,103,3.05,0.74,10249084500
56,8411,みずほＦＧ,東P,"6,647",-128,-1.89,7503700,14.3,1.45,2.18,49877093900
57,5856,ＬＩＥＨ,東S,29,-1,-3.33,7486500,ー,1.27,ー,217108500
58,8058,三菱商,東P,"4,844",-66,-1.34,7277300,25.3,1.95,2.27,35251241200
59,1459,楽天Ｗベア,東Ｅ,153,-3,-1.92,7174192,ー,ー,ー,1097651376
60,5020,ＥＮＥＯＳ,東P,"1,325.5",-12.0,-0.90,7127700,26.4,1.12,2.57,9447766350
61,6366,千代建,東S,"1,091",-20,-1.80,7011400,3.53,-5.2,ー,7649437400
62,4005,住友化,東P,515.3,-6.1,-1.17,6931600,15.5,0.83,2.62,3571853479
63,268A,リガクＨＤ,東P,"2,766",+500,+22.07,6899900,50.1,7.08,0.69,19085123400
64,6775,ＴＢグループ,東S,165,+36,+27.91,6897400,ー,5.00,ー,1138071000
65,8604,野村,東P,"1,334.5",-6.5,-0.48,6874500,ー,1.06,ー,9174020250
66,1357,日経Ｄインバ,東Ｅ,"3,800",-67,-1.73,6866987,ー,ー,ー,26094550600
67,543A,ＡＲＣＨＩＯ,東P,369,-16,-4.16,6802500,12.7,4.42,ー,2510122500
68,9610,ウィルソンＷ,東S,196,+50,+34.25,6784400,ー,2.74,ー,1329742400
69,8308,りそなＨＤ,東P,"1,913.5",-40.0,-2.05,6738400,17.2,1.58,1.52,12893928400
70,6522,アスタリスク,東G,"1,336",+300,+28.96,6645200,165,6.28,ー,8877987200
71,8801,三井不,東P,"1,749.0",-4.0,-0.23,6538700,17.6,1.49,1.94,11436186300
72,6857,アドテスト,東P,"27,200",+100,+0.37,6400300,60.1,29.3,ー,174088160000
73,8750,第一ライフ,東P,"1,444.5",-14.5,-0.99,6099000,12.8,1.28,3.60,8810005500
74,8766,東京海上,東P,"7,159",-16,-0.22,6031100,13.5,2.59,2.95,43176644900
75,5802,住友電,東P,"10,300",+324,+3.25,5864600,25.1,3.23,1.15,60405380000
76,4188,三菱ケミＧ,東P,969.3,+7.2,+0.75,5791800,28.0,0.71,3.30,5613991740
77,4833,Ｄｅｆコン,東G,71,+5,+7.58,5784700,ー,1.76,ー,410713700
78,6098,リクルート,東P,"7,853",+228,+2.99,5620900,22.8,7.02,0.32,44140927700
79,2181,パーソルＨＤ,東P,240.7,+0.8,+0.33,5589600,13.1,2.58,4.57,1345416720
80,4568,第一三共,東P,"2,915.0",-85.0,-2.83,5436700,18.4,3.10,2.68,15847980500
81,6503,三菱電,東P,"6,028",-60,-0.99,5315200,34.3,2.96,0.91,32040025600
82,7261,マツダ,東P,"1,082.0",-22.5,-2.04,5314600,34.1,0.38,5.08,5750397200
83,6954,ファナック,東P,"6,478",-25,-0.38,5311400,38.3,3.37,ー,34407249200
84,8113,ユニチャーム,東P,972.0,-5.3,-0.54,5289700,19.3,2.10,2.26,5141588400
85,6506,安川電,東P,"5,495",+75,+1.38,5182700,30.3,2.95,1.31,28478936500
86,6902,デンソー,東P,"1,944.0",-18.5,-0.94,5127700,12.5,0.99,3.29,9968248800
87,6433,ヒーハイスト,東S,"1,838",-320,-14.83,5097700,ー,4.55,ー,9369572600
88,5411,ＪＦＥ,東P,"1,748.0",-23.5,-1.33,5046900,14.8,0.44,4.58,8821981200
89,9433,ＫＤＤＩ,東P,"2,633.5",+7.0,+0.27,5005500,14.4,2.03,3.04,13181984250
90,5019,出光興産,東P,"1,411.5",-33.0,-2.28,4973500,23.0,0.98,2.55,7020095250
91,7269,スズキ,東P,"1,868.5",-25.5,-1.35,4950600,9.24,1.09,2.46,9250196100
92,6779,日電波,東P,"2,032",+73,+3.73,4926400,27.5,1.51,1.48,10010444800
93,6594,ニデック,東P,"2,377",-31,-1.29,4862600,ー,1.55,ー,11558400200
94,2413,エムスリー,東P,"1,520.5",-65.0,-4.10,4839800,22.6,2.43,ー,7358915900
95,7532,パンパシＨＤ,東P,942.0,-17.3,-1.80,4821700,26.3,4.29,0.90,4542041400
96,5801,古河電,東P,"44,260","+1,190",+2.76,4770700,57.7,8.24,0.36,211151182000
97,7974,任天堂,東P,"8,429",-78,-0.92,4739700,27.8,3.27,2.15,39950931300
98,3382,セブン＆アイ,東P,"2,005.0",-16.0,-0.79,4682200,17.2,1.28,2.99,9387811000
99,3777,環境フレンド,東G,61,+1,+1.67,4662900,ー,5.05,ー,284436900
100,6178,日本郵政,東P,"1,821.0",-45.5,-2.44,4614300,16.0,0.54,2.75,8402640300
101,3038,神戸物産,東P,"2,901.0",-209.0,-6.72,4608700,21.8,4.10,1.10,13369838700
102,8572,アコム,東S,517.3,+34.4,+7.12,4591900,10.2,1.17,4.25,2375389870
103,5341,アサヒエイト,東S,378,+80,+26.85,4565600,ー,2.69,ー,1725796800
104,2502,アサヒ,東P,"1,625.0",-18.0,-1.10,4514400,14.2,0.85,3.20,7335900000
105,7777,３ＤＭ,東G,574,-13,-2.21,4456900,72.0,15.6,ー,2558260600
106,3778,さくらネット,東P,"3,960",+255,+6.88,4408500,"1,218",5.40,0.13,17457660000
107,6472,ＮＴＮ,東P,362.4,+5.5,+1.54,4403700,ー,0.78,3.04,1595900880
108,6971,京セラ,東P,"2,738.5",-15.5,-0.56,4364000,30.1,1.08,1.83,11950814000
109,3635,コーテクＨＤ,東P,"1,727.5",-16.5,-0.95,4344400,13.9,2.24,2.49,7504951000
110,8031,三井物,東P,"5,780",-56,-0.96,4334400,20.0,1.94,1.99,25052832000
111,7272,ヤマハ発,東P,"1,140.5",-17.0,-1.47,4332000,11.1,0.98,4.38,4940646000
112,9503,関西電,東P,"2,445.0",-19.0,-0.77,4257200,7.57,0.81,3.07,10408854000
113,5721,Ｓクリプトエ,東S,99,-2,-1.98,4192300,ー,3.18,ー,415037700
114,5074,テスＨＤ,東P,714,+65,+10.02,4125800,42.0,1.07,0.81,2945821200
115,1366,ｉＦ日経Ｗベ,東Ｅ,96,-2,-2.04,4120677,ー,ー,ー,395584992
116,8410,セブン銀,東P,268.9,-2.7,-0.99,4042300,28.6,1.15,4.09,1086974470
117,6976,太陽誘電,東P,"6,072",-150,-2.41,4025200,58.4,2.24,1.48,24441014400
118,6920,レーザーテク,東P,"44,520","+2,400",+5.70,3987500,55.4,17.7,0.74,177523500000
119,1356,ＴＰＸベア２,東Ｅ,129.1,+0.5,+0.39,3937070,ー,ー,ー,508275737
120,3861,王子ＨＤ,東P,837.1,-4.3,-0.51,3921200,14.7,0.70,4.30,3282436520
121,8331,千葉銀,東P,"2,080.5",-87.0,-4.01,3898400,16.1,1.17,2.50,8110621200
122,8593,三菱ＨＣキャ,東P,"1,432.0",-18.0,-1.24,3886000,12.9,1.07,3.14,5564752000
123,6526,ソシオネクス,東P,"1,874.0",+31.5,+1.71,3870900,49.0,2.55,2.67,7254066600
124,6326,クボタ,東P,"2,641.0",+26.0,+0.99,3852200,14.3,1.14,1.97,10173660200
125,3070,ジェリビンズ,東G,115,-6,-4.96,3833300,56.7,1.96,ー,440829500
126,4503,アステラス,東P,"2,525.0",-45.0,-1.75,3783900,18.1,2.57,3.09,9554347500
127,9697,カプコン,東P,"3,545",-201,-5.37,3780800,29.1,5.93,1.13,13402936000
128,4901,富士フイルム,東P,"3,103.0",-77.0,-2.42,3717800,14.1,1.01,2.26,11536333400
129,9005,東急,東P,"1,767.0",-26.0,-1.45,3693500,12.0,1.15,1.70,6526414500
130,4543,テルモ,東P,"2,144.5",-61.0,-2.77,3689200,23.3,2.08,1.40,7911489400
131,4563,アンジェス,東G,55,-2,-3.51,3686100,ー,7.30,ー,202735500
132,547A,ムニノバＨＤ,東P,470,+19,+4.21,3685900,8.25,0.96,2.55,1732373000
133,6525,コクサイエレ,東P,"6,889",+151,+2.24,3595200,57.7,7.56,0.52,24767332800
134,9843,ニトリＨＤ,東P,"2,443.0",-85.0,-3.36,3584200,14.7,1.42,1.26,8756200600
135,1662,石油資源,東P,"2,131",-37,-1.71,3568200,12.1,0.97,1.88,7603834200
136,2802,味の素,東P,"4,721",+114,+2.47,3564700,34.8,6.09,1.02,16828948700
137,9502,中部電,東P,"2,684.0",-96.0,-3.45,3560000,11.0,0.67,2.61,9555040000
138,3103,ユニチカ,東S,"3,045",-700,-18.69,3514600,8.78,3.86,ー,10701957000
139,6629,Ｔホライゾン,東S,"1,085",-122,-10.11,3513300,13.3,1.43,1.84,3811930500
140,9602,東宝,東P,"1,456.5",-11.0,-0.75,3482700,29.6,2.35,1.51,5072552550
141,7270,ＳＵＢＡＲＵ,東P,"2,570.5",+1.5,+0.06,3468200,14.7,0.67,4.47,8915008100
142,3402,東レ,東P,"1,145.0",-2.0,-0.17,3464100,20.3,0.95,1.75,3966394500
143,7733,オリンパス,東P,"1,565.5",-13.0,-0.82,3459500,31.6,2.23,1.92,5415847250
144,402A,アクセルＨＤ,東G,704,-25,-3.43,3453700,ー,6.23,ー,2431404800
145,9973,ＫＯＺＯＨＤ,東S,27,0,0.00,3422800,150,21.4,ー,92415600
146,8601,大和,東P,"1,523.0",-0.5,-0.03,3396500,ー,1.23,2.89,5172869500
147,7751,キヤノン,東P,"4,484",-6,-0.13,3393300,11.4,1.12,3.57,15215557200
148,4502,武田,東P,"5,488",-87,-1.56,3375600,56.3,1.13,3.64,18525292800
149,4307,野村総研,東P,"4,988",+23,+0.46,3355300,27.5,5.70,1.48,16736236400
150,7779,サイバダイン,東G,323,-7,-2.12,3345800,ー,1.08,ー,1080693400
151,5108,ブリヂストン,東P,"3,429.0",+9.0,+0.26,3335300,12.7,1.18,3.65,11436743700
152,9107,川崎汽,東P,"2,556.5",-1.5,-0.06,3334100,14.1,0.93,4.69,8523626650
153,4596,窪田製薬ＨＤ,東G,98,-5,-4.85,3325700,ー,7.48,ー,325918600
154,2146,ＵＴ,東P,189,-3,-1.56,3319700,17.6,4.25,5.74,627423300
155,4204,積水化,東P,"2,520.0",-37.0,-1.45,3319600,14.1,1.23,3.17,8365392000
156,1570,日経レバ,東Ｅ,"58,390","+1,020",+1.78,3306574,ー,ー,ー,193070855860
157,9020,ＪＲ東日本,東P,"3,544.0",+27.0,+0.77,3282400,16.9,1.33,1.98,11632825600
158,3092,ＺＯＺＯ,東P,"1,071.5",-2.0,-0.19,3280300,19.8,9.91,3.64,3514841450
159,6869,シスメックス,東P,"1,420.5",-17.0,-1.18,3245800,21.5,1.76,2.68,4610658900
160,9831,ヤマダＨＤ,東P,533.0,-1.7,-0.32,3245300,25.3,0.56,3.19,1729744900
161,8035,東エレク,東P,"45,780","+1,530",+3.46,3182100,37.9,10.5,1.31,145676538000
162,2776,新都ＨＤ,東S,125,+3,+2.46,3168600,33.2,2.03,ー,396075000
163,7794,ＥＤＰ,東G,"1,536",-48,-3.03,3163100,ー,15.7,ー,4858521600
164,1911,住友林,東P,"1,441.0",-20.5,-1.40,3140700,9.27,0.88,3.47,4525748700
165,314A,ｉＳゴールド,東Ｅ,359.9,-0.7,-0.19,3128620,ー,ー,ー,1125990338
166,8524,北洋銀,東P,979,-31,-3.07,3073300,15.1,0.92,2.66,3008760700
167,6963,ローム,東P,"3,744",-67,-1.76,3043900,145,1.56,1.34,11396361600
168,3315,日本コークス,東P,107,-1,-0.93,3042000,ー,0.84,ー,325494000
169,8002,丸紅,東P,"6,001",+116,+1.97,2998900,18.2,2.38,1.79,17996398900
170,8303,ＳＢＩ新生銀,東P,"1,658.0",-16.5,-0.99,2986500,14.7,1.24,2.05,4951617000
171,3407,旭化成,東P,"1,558.5",-0.5,-0.03,2982900,14.6,1.05,2.57,4648849650
172,9201,ＪＡＬ,東P,"2,548.0",-28.5,-1.11,2981300,8.90,0.90,3.77,7596352400
173,5698,エンビプロ,東S,"1,056",+100,+10.46,2978400,16.7,1.74,2.08,3145190400
174,6330,東洋エンジ,東P,"2,551",-61,-2.34,2951600,ー,2.97,ー,7529531600
175,6993,大黒屋,東S,120,-2,-1.64,2924000,ー,15.8,ー,350880000
176,4684,オービック,東P,"4,142",-125,-2.93,2867800,21.9,3.48,2.27,11878427600
177,4661,ＯＬＣ,東P,"2,613.0",-30.5,-1.15,2835000,37.8,3.98,0.54,7407855000
178,4004,レゾナック,東P,"13,330",+830,+6.64,2825800,31.3,3.45,0.49,37667914000
179,7220,武蔵精密,東P,"3,805",+445,+13.24,2791300,249,2.10,1.05,10620896500
180,6323,ローツェ,東P,"3,700.0",+76.0,+2.10,2777600,23.1,4.93,0.54,10277120000
181,8585,オリコ,東P,"1,063",+58,+5.77,2768100,15.2,0.76,3.76,2942490300
182,7453,良品計画,東P,"3,785",-71,-1.84,2766300,32.4,5.33,0.85,10470445500
183,7186,横浜ＦＧ,東P,"1,467.0",-24.0,-1.61,2752800,15.8,1.17,2.59,4038357600
184,6988,日東電,東P,"3,352.0",-18.0,-0.53,2711300,16.6,2.05,1.79,9088277600
185,8725,ＭＳ＆ＡＤ,東P,"4,014",-12,-0.30,2710200,9.87,1.26,3.86,10878742800
186,1963,日揮ＨＤ,東P,"2,378.0",-72.0,-2.94,2709400,19.2,1.34,1.68,6442953200
187,3664,ＷＩＺＥ,東G,39,+1,+2.63,2698100,ー,2.48,ー,105225900
188,4751,サイバー,東P,"1,314.5",-43.5,-3.20,2693500,24.2,3.65,1.45,3540605750
189,1615,野村東証銀行,東Ｅ,616.8,-11.6,-1.85,2682370,ー,ー,ー,1654485815
190,2503,キリンＨＤ,東P,"2,579.0",+5.5,+0.21,2678000,13.3,1.62,2.95,6906562000
191,7003,三井Ｅ＆Ｓ,東P,"5,711",+88,+1.57,2667400,18.6,2.82,0.88,15233521400
192,7936,アシックス,東P,"4,538",-71,-1.54,2647400,29.3,11.9,0.84,12013901200
193,9009,京成,東P,"1,179.0",-19.0,-1.59,2627300,13.4,1.02,1.53,3097586700
194,4422,ＶＮＸ,東G,"1,298",-27,-2.04,2627000,ー,14.4,ー,3409846000
195,4612,日本ペＨＤ,東P,991.2,-10.3,-1.03,2593400,11.6,1.27,1.72,2570578080
196,6301,コマツ,東P,"6,991",-9,-0.13,2572800,19.7,1.88,2.72,17986444800
