日付,順位,銘柄名,コード,市場,株価,前日差,騰落率,出来高,PER,PBR,配当利回り
20260522,251,カネカ,4118,東P,"5,439",+206,+3.94%,"1,976",10.4倍,0.66倍,3.86%
20260522,252,三井ハイテク,6966,東P,732,+29,+4.13%,"1,952",19.1倍,1.18倍,2.60%
20260522,253,レノバ,9519,東P,"1,305",+43,+3.41%,"1,951",34.7倍,0.96倍,ー%
20260522,254,ｉＦ日経Ｗベ,1366,東Ｅ,87,-5,-5.43%,"1,939",ー倍,ー倍,ー%
20260522,255,都市ファンド,8953,東Ｒ,"113,200",+400,+0.35%,"1,929",18.1倍,1.25倍,5.27%
20260522,256,湖北工業,6524,東S,"6,280",-30,-0.48%,"1,927",46.0倍,6.85倍,0.64%
20260522,257,楽天Ｗベア,1459,東Ｅ,139,-9,-6.08%,"1,925",ー倍,ー倍,ー%
20260522,258,スルガ銀,8358,東P,"2,381",+42,+1.80%,"1,923",12.7倍,1.26倍,2.52%
20260522,259,クラフティア,1959,東P,"8,765",+45,+0.52%,"1,898",15.3倍,1.78倍,2.51%
20260522,260,エニーカラー,5032,東P,"2,772",-51,-1.81%,"1,898",11.7倍,5.76倍,2.71%
20260522,261,ＷＳＣＯＰＥ,6619,東P,324,+25,+8.36%,"1,897",ー倍,0.48倍,ー%
20260522,262,大垣共立,8361,東P,"7,700",+310,+4.19%,"1,884",15.4倍,0.87倍,1.95%
20260522,263,上場日経２倍,1358,東Ｅ,"119,200","+6,200",+5.49%,"1,881",ー倍,ー倍,ー%
20260522,264,ＩＮＶ,8963,東Ｒ,"60,500",+800,+1.34%,"1,855",16.1倍,1.30倍,6.26%
20260522,265,サンドラッグ,9989,東P,"3,716",-5,-0.13%,"1,848",13.5倍,1.52倍,3.55%
20260522,266,平和不リート,8966,東Ｒ,"139,500",0,0.00%,"1,846",15.5倍,1.31倍,5.72%
20260522,267,Ｌドリンク,2585,東P,"1,466",-45,-2.98%,"1,834",18.1倍,4.62倍,1.02%
20260522,268,地盤ＨＤ,6072,東S,"1,176",-24,-2.00%,"1,830",ー倍,18.4倍,ー%
20260522,269,サイボウズ,4776,東P,"2,495",+43,+1.75%,"1,824",15.5倍,6.58倍,2.00%
20260522,270,ＵＡＣＪ,5741,東P,"3,105",+75,+2.48%,"1,798",20.1倍,1.62倍,1.87%
20260522,271,キユーピー,2809,東P,"4,169",+27,+0.65%,"1,798",22.3倍,1.76倍,1.56%
20260522,272,ニフコ,7988,東P,"4,118",+70,+1.73%,"1,774",11.3倍,1.29倍,2.72%
20260522,273,三機工,1961,東P,"2,181",-86,-3.79%,"1,761",13.2倍,2.75倍,2.98%
20260522,274,東洋炭素,5310,東P,"7,060",+690,+10.83%,"1,758",29.6倍,1.55倍,2.05%
20260522,275,メガチップス,6875,東P,"11,310",+280,+2.54%,"1,757",5.07倍,0.91倍,2.30%
20260522,276,ＯＫＩ,6703,東P,"2,969",+79,+2.73%,"1,750",14.3倍,1.43倍,2.19%
20260522,277,ダイダン,1980,東P,"2,417",+1,+0.04%,"1,748",11.5倍,2.40倍,3.52%
20260522,278,ＫＤＸ不動産,8972,東Ｒ,"159,300","+1,800",+1.14%,"1,732",20.5倍,1.02倍,5.23%
20260522,279,野村ナスＨ無,1545,東Ｅ,"47,130",+640,+1.38%,"1,710",ー倍,ー倍,ー%
20260522,280,岡本硝子,7746,東S,929,-60,-6.07%,"1,709",360倍,10.3倍,ー%
20260522,281,西日本ＦＨ,7189,東P,"4,222",+69,+1.66%,"1,693",12.3倍,0.95倍,3.32%
20260522,282,筑波銀,8338,東P,645,+26,+4.20%,"1,684",8.03倍,0.75倍,0.78%
20260522,283,トリケミカル,4369,東P,"3,335",+80,+2.46%,"1,622",23.6倍,3.00倍,1.05%
20260522,284,テラプローブ,6627,東S,"10,850",+390,+3.73%,"1,615",ー倍,2.43倍,ー%
20260522,285,イノテック,9880,東P,"4,305",+205,+5.00%,"1,614",10.8倍,1.99倍,3.02%
20260522,286,東京計器,7721,東P,"6,170",+60,+0.98%,"1,604",20.3倍,2.23倍,0.78%
20260522,287,ｉＦ日経Ｗブ,1365,東Ｅ,"3,846",+207,+5.69%,"1,600",ー倍,ー倍,ー%
20260522,288,新光商,8141,東P,"1,613",+7,+0.44%,"1,597",32.9倍,0.87倍,1.52%
20260522,289,リンテック,7966,東P,"5,350",+200,+3.88%,"1,582",18.0倍,1.36倍,2.24%
20260522,290,ｉＦナ百Ｗブ,2869,東Ｅ,"75,320","+1,550",+2.10%,"1,561",ー倍,ー倍,ー%
20260522,291,ビジョナル,4194,東P,"7,825",+78,+1.01%,"1,558",19.6倍,4.10倍,ー%
20260522,292,ＧＬＰ,3281,東Ｒ,"134,100",+900,+0.68%,"1,558",23.1倍,1.43倍,4.94%
20260522,293,池田泉州ＨＤ,8714,東P,971,+30,+3.19%,"1,556",14.2倍,1.08倍,2.83%
20260522,294,滋賀銀,8366,東P,"2,158",+73,+3.50%,"1,553",17.4倍,0.97倍,2.32%
20260522,295,ビプロジー,8056,東P,"4,612",-84,-1.79%,"1,543",13.8倍,2.49倍,3.04%
20260522,296,コスモＨＤ,5021,東P,"3,700",-39,-1.04%,"1,529",13.4倍,0.97倍,4.46%
20260522,297,マルマエ,6264,東P,"2,214",+118,+5.63%,"1,525",20.8倍,5.83倍,1.72%
20260522,298,テクノフレ,3449,東S,"6,470",+360,+5.89%,"1,518",42.4倍,4.50倍,0.96%
20260522,299,３ＤＭ,7777,東G,452,+5,+1.12%,"1,513",16.7倍,12.3倍,ー%
20260522,300,サンコール,5985,東S,"1,590",+73,+4.81%,"1,512",11.5倍,1.41倍,1.89%
20260522,301,ミナトＨＤ,6862,東S,"2,417",+62,+2.63%,"1,490",8.36倍,2.23倍,1.24%
20260522,302,トーメンデバ,2737,東P,"15,060",+960,+6.81%,"1,487",9.31倍,1.73倍,3.98%
20260522,303,ヨコレイ,2874,東P,"2,645",+83,+3.24%,"1,485",32.6倍,1.82倍,1.02%
20260522,304,ＭＸ２２５,1346,東Ｅ,"64,110","+1,850",+2.97%,"1,481",ー倍,ー倍,ー%
20260522,305,キヤノンＭＪ,8060,東P,"3,651",-103,-2.74%,"1,481",18.1倍,1.91倍,2.47%
20260522,306,ユナイテッド,8960,東Ｒ,"166,900",+700,+0.42%,"1,481",18.4倍,1.49倍,5.45%
20260522,307,日電波,6779,東P,"2,195",+95,+4.52%,"1,474",21.9倍,1.58倍,1.37%
20260522,308,コーセーＨＤ,4922,東P,"5,216",-22,-0.42%,"1,471",24.5倍,1.06倍,2.88%
20260522,309,アーキテクツ,6085,東G,465,+33,+7.64%,"1,465","1,409倍",-240倍,ー%
20260522,310,くら寿司,2695,東P,"1,628",-49,-2.92%,"1,461",43.1倍,2.04倍,0.92%
20260522,311,森永乳,2264,東P,"4,684",-18,-0.38%,"1,457",18.9倍,1.38倍,2.13%
20260522,312,Ｊマテリアル,6055,東P,"2,011",+78,+4.04%,"1,451",19.1倍,3.30倍,1.74%
20260522,313,大和工,5444,東P,"11,515",+95,+0.83%,"1,448",14.6倍,1.27倍,3.47%
20260522,314,サムコ,6387,東P,"10,820",-80,-0.73%,"1,444",50.5倍,6.26倍,0.55%
20260522,315,オプテクスＧ,6914,東P,"4,295",-155,-3.48%,"1,426",23.2倍,2.68倍,1.51%
20260522,316,熊谷組,1861,東P,"1,423",-7,-0.49%,"1,406",11.9倍,1.29倍,3.51%
20260522,317,フリー,4478,東G,"2,206",+7,+0.32%,"1,403",ー倍,6.46倍,ー%
20260522,318,四国化ＨＤ,4099,東P,"5,710",+190,+3.44%,"1,399",24.7倍,2.56倍,1.05%
20260522,319,ジャパンエン,6016,東S,"8,900",+140,+1.60%,"1,393",14.9倍,4.06倍,1.12%
20260522,320,Ｊトラスト,8508,東S,780,+25,+3.31%,"1,384",12.7倍,0.64倍,2.18%
20260522,321,Ｔ＆Ｓ・Ｇ,4055,東G,"2,240",+183,+8.90%,"1,384",31.1倍,5.32倍,0.49%
20260522,322,ＲＳテクノ,3445,東P,"6,740",+240,+3.69%,"1,382",17.9倍,2.12倍,0.82%
20260522,323,トリドール,3397,東P,"3,800",-95,-2.44%,"1,373",47.7倍,3.62倍,0.32%
20260522,324,ハウスリート,8984,東Ｒ,"121,200",+400,+0.33%,"1,372",24.4倍,1.11倍,4.82%
20260522,325,クレハ,4023,東P,"3,810",+100,+2.70%,"1,365",19.4倍,0.88倍,5.67%
20260522,326,伊勢化,4107,東S,"4,385",-40,-0.90%,"1,356",41.4倍,5.53倍,0.91%
20260522,327,古野電,6814,東P,"5,980",+130,+2.22%,"1,355",14.5倍,2.12倍,2.68%
20260522,328,日機装,6376,東P,"3,000",+139,+4.86%,"1,354",15.1倍,1.20倍,1.67%
20260522,329,タイミー,215A,東G,"1,121",-15,-1.32%,"1,353",19.4倍,6.99倍,ー%
20260522,330,山洋電,6516,東P,"7,160",+300,+4.37%,"1,339",21.2倍,1.99倍,2.37%
20260522,331,Ｖテク,7717,東P,"5,040",-110,-2.14%,"1,337",15.9倍,1.32倍,1.59%
20260522,332,ＧＥＮＤＡ,9166,東G,466,+3,+0.65%,"1,336",ー倍,1.31倍,1.72%
20260522,333,東亜建,1885,東P,"2,383",+12,+0.51%,"1,330",12.7倍,1.58倍,3.23%
20260522,334,一工薬,4461,東P,"8,640",+150,+1.77%,"1,327",13.7倍,1.76倍,1.74%
20260522,335,日鉄鉱,1515,東P,"2,186",+20,+0.92%,"1,326",14.3倍,1.09倍,2.84%
20260522,336,大気社,1979,東P,"4,230",+160,+3.93%,"1,325",14.8倍,1.66倍,2.81%
20260522,337,ＴＢＳＨＤ,9401,東P,"5,909",+61,+1.04%,"1,320",19.1倍,0.82倍,1.69%
20260522,338,バイセル,7685,東G,"3,665",-150,-3.93%,"1,312",24.1倍,9.65倍,0.60%
20260522,339,ホシザキ,6465,東P,"5,060",+23,+0.46%,"1,307",18.5倍,1.80倍,2.27%
20260522,340,野村マスター,3462,東Ｒ,"154,800",+400,+0.26%,"1,303",23.9倍,1.20倍,4.77%
20260522,341,ＳＲＥＨＤ,2980,東P,"2,558",+40,+1.59%,"1,297",14.6倍,2.69倍,0.78%
20260522,342,十六ＦＧ,7380,東P,"2,133",+68,+3.29%,"1,291",13.5倍,0.81倍,2.34%
20260522,343,ウェーブＨＤ,7940,東S,"1,047",+21,+2.05%,"1,282",ー倍,0.53倍,ー%
20260522,344,山陰合銀,8381,東P,"2,083",+69,+3.43%,"1,271",12.3倍,0.98倍,3.26%
20260522,345,南都銀,8367,東P,"1,758",+60,+3.53%,"1,265",12.6倍,0.92倍,3.19%
20260522,346,山九,9065,東P,"9,221",+86,+0.94%,"1,260",14.0倍,1.52倍,2.86%
20260522,347,ワークマン,7564,東S,"7,280",-190,-2.54%,"1,259",26.6倍,3.87倍,1.22%
20260522,348,バルカー,7995,東P,"7,350",+110,+1.52%,"1,258",18.2倍,2.42倍,2.72%
20260522,349,上組,9364,東P,"4,941",+10,+0.20%,"1,249",17.8倍,1.23倍,4.15%
20260522,350,東映アニメ,4816,東S,"2,512",-75,-2.90%,"1,233",28.4倍,3.00倍,1.75%
20260522,351,インフォＭＴ,2492,東P,376,-11,-2.84%,"1,202",32.4倍,3.40倍,1.75%
20260522,352,大阪チタ,5726,東P,"2,344",+133,+6.02%,"1,200",47.9倍,1.95倍,0.55%
20260522,353,武蔵銀,8336,東P,"2,501",+24,+0.97%,"1,198",12.6倍,0.87倍,3.28%
20260522,354,シンプレクス,4373,東P,"1,005",+15,+1.52%,"1,196",18.1倍,4.37倍,2.39%
20260522,355,Ｔアルファ,3089,東S,"1,289",+143,+12.48%,"1,195",ー倍,0.99倍,2.72%
20260522,356,Ａｐｐｉｅｒ,4180,東P,950,+35,+3.83%,"1,191",28.0倍,2.57倍,0.24%
20260522,357,サンケン,6707,東P,"9,367",+278,+3.06%,"1,188",187倍,1.56倍,ー%
20260522,358,ネクステージ,3186,東P,"3,590",-115,-3.10%,"1,188",18.7倍,3.53倍,1.39%
20260522,359,オリコ,8585,東P,885,-1,-0.11%,"1,183",11.7倍,0.60倍,4.52%
20260522,360,マネックスＧ,8698,東P,669,+13,+1.98%,"1,180",ー倍,1.33倍,4.60%
20260522,361,産業ファンド,3249,東Ｒ,"140,900","+1,300",+0.93%,"1,179",18.4倍,1.44倍,5.68%
20260522,362,松井,8628,東P,973,+3,+0.31%,"1,168",ー倍,3.06倍,ー%
20260522,363,マネフォ,3994,東P,"4,314",-7,-0.16%,"1,165",ー倍,5.73倍,ー%
20260522,364,フジＨＤ,4676,東P,"3,808",-26,-0.68%,"1,156",20.8倍,0.99倍,5.25%
20260522,365,カナデビア,7004,東P,"1,334",+8,+0.60%,"1,147",10.7倍,1.14倍,2.85%
20260522,366,東洋合成,4970,東S,"16,150",+620,+3.99%,"1,144",40.1倍,4.67倍,0.31%
20260522,367,ノジマ,7419,東P,"1,437",+38,+2.72%,"1,141",8.66倍,1.71倍,1.39%
20260522,368,ＦＦＲＩ,3692,東G,"5,570",0,0.00%,"1,139",38.9倍,11.7倍,0.32%
20260522,369,ＧＬテクノ,255A,東S,"6,360",+490,+8.35%,"1,138",15.0倍,1.65倍,1.98%
20260522,370,パークシャ,3993,東P,"2,753",+38,+1.40%,"1,132",30.0倍,2.39倍,ー%
20260522,371,日本紙,3863,東P,"1,371",-26,-1.86%,"1,116",15.8倍,0.31倍,1.09%
20260522,372,ツムラ,4540,東P,"3,895",-37,-0.94%,"1,115",11.1倍,0.90倍,4.06%
20260522,373,フクダ電,6960,東S,"11,770",+180,+1.55%,"1,112",18.0倍,1.68倍,1.95%
20260522,374,Ｆスターズ,3687,東P,"1,570",+46,+3.02%,"1,110",26.0倍,5.80倍,1.21%
20260522,375,伊藤米久ＨＤ,2296,東P,"4,905",+5,+0.10%,"1,110",15.1倍,0.94倍,3.16%
20260522,376,高度紙,3891,東S,"6,780",-50,-0.73%,"1,108",22.4倍,2.73倍,1.62%
20260522,377,フジミインコ,5384,東P,"3,250",+105,+3.34%,"1,104",23.2倍,2.87倍,2.37%
20260522,378,ダイナマップ,336A,東G,999,+129,+14.83%,"1,098",ー倍,3.28倍,ー%
20260522,379,日本空港ビル,9706,東P,"4,908",0,0.00%,"1,097",18.8倍,2.17倍,1.94%
20260522,380,平田機工,6258,東P,"3,005",+122,+4.23%,"1,095",14.2倍,1.20倍,2.50%
20260522,381,竹内製作所,6432,東P,"6,830",+120,+1.79%,"1,093",12.2倍,1.69倍,3.22%
20260522,382,日本アビオ,6946,東S,"5,480",-40,-0.72%,"1,091",19.3倍,5.03倍,0.27%
20260522,383,オリックスＦ,8954,東Ｒ,"96,700",+600,+0.62%,"1,087",18.3倍,1.51倍,5.07%
20260522,384,セプテニＨＤ,4293,東S,500,+18,+3.73%,"1,086",19.8倍,1.58倍,3.60%
20260522,385,東洋紡,3101,東P,"1,611",+54,+3.47%,"1,074",ー倍,0.67倍,ー%
20260522,386,ライフネット,7157,東P,"1,965",+136,+7.44%,"1,073",19.3倍,1.65倍,ー%
20260522,387,ヨコオ,6800,東P,"4,880",+40,+0.83%,"1,073",25.3倍,1.89倍,1.31%
20260522,388,ＪＩＮＳＨＤ,3046,東P,"7,430",-240,-3.13%,"1,070",20.1倍,5.12倍,1.55%
20260522,389,ソディック,6143,東P,"1,660",+85,+5.40%,"1,065",16.3倍,0.90倍,2.11%
20260522,390,タツモ,6266,東P,"3,810",+130,+3.53%,"1,061",22.1倍,2.10倍,0.89%
20260522,391,ジモティー,7082,東G,"1,419",-15,-1.05%,"1,058",36.4倍,7.61倍,ー%
20260522,392,日軽金ＨＤ,5703,東P,"3,065",+15,+0.49%,"1,053",11.4倍,0.76倍,3.26%
20260522,393,アドバンスＲ,3269,東Ｒ,"155,300",-100,-0.06%,"1,041",26.3倍,1.80倍,4.07%
20260522,394,ＴＲＥＨＤ,9247,東P,"1,503",+58,+4.01%,"1,037",17.2倍,0.85倍,3.33%
20260522,395,リョービ,5851,東P,"2,666",+183,+7.37%,"1,036",7.37倍,0.46倍,3.90%
20260522,396,ＯＢＣ,4733,東P,"6,101",-20,-0.33%,"1,019",23.7倍,2.71倍,2.13%
20260522,397,東エレデバ,2760,東P,"4,215",+90,+2.18%,"1,019",15.8倍,2.35倍,2.56%
20260522,398,ティラド,7236,東P,"14,340",+690,+5.05%,"1,019",9.02倍,1.53倍,5.58%
20260522,399,東光高岳,6617,東P,"7,430",+180,+2.48%,"1,018",11.9倍,1.76倍,1.80%
20260522,400,名古屋銀,8522,東P,"6,130",+30,+0.49%,"1,016",13.1倍,0.96倍,3.26%
20260522,401,プロロジスＲ,3283,東Ｒ,"85,900",+400,+0.47%,"1,013",25.2倍,1.45倍,4.47%
20260522,402,エアロエッジ,7409,東G,"4,195",+425,+11.27%,"1,006",74.3倍,11.3倍,ー%
20260522,403,クオンツ総研,9552,東P,912,+8,+0.88%,999,14.5倍,7.29倍,ー%
20260522,404,ＣＳＨＤ,3810,東S,324,-19,-5.54%,996,ー倍,3.92倍,ー%
20260522,405,弘電社,1948,東S,"7,070",+440,+6.64%,995,25.7倍,2.47倍,1.41%
20260522,406,サカタタネ,1377,東P,"4,165",-10,-0.24%,994,17.6倍,1.02倍,1.80%
20260522,407,小林製薬,4967,東P,"5,842",-83,-1.40%,992,43.4倍,2.09倍,1.81%
20260522,408,ＭＸ米株ＳＰ,2558,東Ｅ,"34,050",+360,+1.07%,980,ー倍,ー倍,ー%
20260522,409,福山運,9075,東P,"6,240",+310,+5.23%,975,12.9倍,0.78倍,1.60%
20260522,410,ＰＩＬＬＡＲ,6490,東P,"9,300",+480,+5.44%,970,19.9倍,2.68倍,2.02%
20260522,411,山梨銀,8360,東P,"6,030",+130,+2.20%,966,14.8倍,0.79倍,2.70%
20260522,412,ＣＣＩＧ,7381,東P,"1,063",+42,+4.11%,965,14.0倍,0.97倍,2.82%
20260522,413,化工機,6331,東P,"3,495",+55,+1.60%,960,11.6倍,1.77倍,3.43%
20260522,414,ＭＸナスダク,2631,東Ｅ,"33,350",+450,+1.37%,959,ー倍,ー倍,ー%
20260522,415,ＭＩＸＩ,2121,東P,"2,671",-8,-0.30%,958,12.9倍,0.96倍,4.68%
20260522,416,エディオン,2730,東P,"2,344",+4,+0.17%,955,15.8倍,1.06倍,2.13%
20260522,417,イオレ,2334,東G,517,-35,-6.34%,954,16.9倍,6.14倍,ー%
20260522,418,上場東証指数,1308,東Ｅ,"4,038",+58,+1.46%,954,ー倍,ー倍,ー%
20260522,419,上村工,4966,東S,"23,440",+690,+3.03%,950,25.9倍,3.22倍,1.24%
20260522,420,石原産,4028,東P,"2,589",+41,+1.61%,947,10.9倍,0.77倍,5.02%
20260522,421,ペガサス,6262,東S,627,-59,-8.60%,943,60.1倍,0.46倍,ー%
20260522,422,金先物Ｗブル,2036,東EN,"179,650","+5,250",+3.01%,941,ー倍,ー倍,ー%
20260522,423,積水ハウスＲ,3309,東Ｒ,"83,100",+100,+0.12%,937,15.0倍,1.24倍,8.14%
20260522,424,レナ,4889,東G,"1,583",+30,+1.93%,928,ー倍,6.59倍,ー%
20260522,425,あいちＦＧ,7389,東P,"1,484",+18,+1.23%,927,15.7倍,0.84倍,2.02%
20260522,426,ミライトワン,1417,東P,"3,866",+20,+0.52%,926,13.4倍,1.23倍,2.46%
20260522,427,三井倉ＨＤ,9302,東P,"3,798",-85,-2.19%,925,23.1倍,2.04倍,1.32%
20260522,428,多摩川ＨＤ,6838,東S,"1,957",+39,+2.03%,923,23.7倍,2.70倍,0.26%
20260522,429,阪和興,8078,東P,"1,754",+26,+1.50%,919,8.53倍,0.80倍,3.76%
20260522,430,Ｋ＆Ｏエナジ,1663,東P,"4,365",-20,-0.46%,916,18.5倍,1.09倍,1.37%
20260522,431,栃木銀,8550,東P,978,+20,+2.09%,910,11.3倍,0.62倍,3.07%
20260522,432,旭ダイヤ,6140,東P,"1,275",-14,-1.09%,907,23.6倍,0.99倍,2.67%
20260522,433,セリア,2782,東S,"3,620",-65,-1.76%,907,15.3倍,2.44倍,2.21%
20260522,434,百十四,8386,東P,"2,582",+73,+2.91%,902,13.9倍,0.76倍,2.71%
20260522,435,サンケイＲＥ,2972,東Ｒ,"115,000","+1,800",+1.59%,895,16.2倍,1.18倍,6.19%
20260522,436,セイコーＧ,8050,東P,"6,090",+40,+0.66%,886,21.6倍,2.83倍,1.48%
20260522,437,東邦銀,8346,東P,778,+23,+3.05%,886,15.0倍,0.89倍,2.70%
20260522,438,ｉＦＦＡＮＧ,316A,東Ｅ,"2,536",+30,+1.20%,886,ー倍,ー倍,ー%
20260522,439,太陽ＨＤ,4626,東P,"4,836",+21,+0.44%,885,22.3倍,4.65倍,ー%
20260522,440,平和,6412,東P,"1,977",+34,+1.75%,885,9.61倍,0.78倍,4.05%
20260522,441,ＥＩＺＯ,6737,東P,"2,534",+117,+4.84%,884,15.4倍,0.73倍,4.54%
20260522,442,ＤＧ,350A,東G,946,+43,+4.76%,878,26.3倍,4.03倍,ー%
20260522,443,グリコ,2206,東P,"5,473",-47,-0.85%,877,34.2倍,1.24倍,1.74%
20260522,444,ＨＩＯＫＩ,6866,東P,"12,050",+390,+3.34%,876,26.9倍,3.72倍,1.66%
20260522,445,ブロドリーフ,3673,東P,"1,000",-22,-2.15%,873,28.3倍,3.68倍,1.55%
20260522,446,カチタス,8919,東P,"3,615",+20,+0.56%,873,20.2倍,5.33倍,2.49%
20260522,447,ワコム,6727,東P,855,+14,+1.66%,871,11.5倍,3.07倍,2.81%
20260522,448,ＪＭＤＣ,4483,東P,"2,689",+5,+0.19%,871,24.8倍,2.10倍,ー%
20260522,449,三井不ロジ,3471,東Ｒ,"107,900",+200,+0.19%,871,30.3倍,1.08倍,4.64%
20260522,450,タムラ,6768,東P,935,+34,+3.77%,866,16.5倍,1.19倍,1.71%
20260522,451,古河機金,5715,東P,"3,865",+75,+1.98%,865,24.6倍,0.85倍,2.07%
20260522,452,エクセディ,7278,東P,"5,910",+90,+1.55%,856,15.4倍,1.12倍,5.92%
20260522,453,ＧＸ半導１０,282A,東Ｅ,"2,328",+149,+6.84%,855,ー倍,ー倍,ー%
20260522,454,西華産,8061,東P,"3,075",+95,+3.19%,853,14.6倍,2.04倍,3.02%
20260522,455,クスリアオキ,3549,東P,"3,758",+13,+0.35%,852,23.0倍,2.57倍,1.49%
20260522,456,ヨネックス,7906,東S,"2,537",+17,+0.67%,839,16.4倍,2.70倍,1.10%
20260522,457,ロイヤルＨＤ,8179,東P,"1,336",+4,+0.30%,839,23.1倍,2.42倍,1.31%
20260522,458,スズケン,9987,東P,"5,344",+38,+0.72%,833,14.5倍,0.87倍,2.25%
20260522,459,アイスペース,9348,東G,507,+13,+2.63%,824,ー倍,4.92倍,ー%
20260522,460,プレミアＧ,7199,東P,"2,063",+74,+3.72%,819,11.6倍,3.17倍,3.10%
20260522,461,キッセイ,4547,東P,"3,970",+100,+2.58%,813,11.4倍,0.72倍,4.28%
20260522,462,ＵＴ,2146,東P,176,0,0.00%,811,16.4倍,3.97倍,5.81%
20260522,463,Ｕアローズ,7606,東P,"2,468",+98,+4.14%,809,11.0倍,1.62倍,3.73%
20260522,464,京葉銀,8544,東P,"2,430",+75,+3.18%,795,15.4倍,0.90倍,2.72%
20260522,465,大平金,5541,東P,"2,165",+27,+1.26%,794,238倍,0.60倍,6.00%
20260522,466,グローリー,6457,東P,"4,145",-35,-0.84%,792,11.1倍,1.02倍,3.72%
20260522,467,邦チタ,5727,東P,"2,767",+122,+4.61%,783,ー倍,3.28倍,ー%
20260522,468,ノーリツ鋼機,7744,東P,"2,003",+6,+0.30%,780,12.6倍,0.93倍,3.74%
20260522,469,西松建,1820,東P,"5,394",-23,-0.42%,768,10.4倍,1.09倍,4.63%
20260522,470,タクマ,6013,東P,"3,200",+65,+2.07%,761,15.1倍,2.07倍,3.38%
20260522,471,住友大阪,5232,東P,"4,836",+84,+1.77%,758,15.3倍,0.78倍,2.48%
20260522,472,大有機,4187,東P,"5,020",+105,+2.14%,758,22.7倍,1.97倍,1.59%
20260522,473,理計器,7734,東P,"3,635",+45,+1.25%,753,17.2倍,1.94倍,1.65%
20260522,474,ＳＢＳＨＤ,2384,東P,"4,900",+60,+1.24%,752,14.4倍,1.92倍,2.14%
20260522,475,ＧＭＯインタ,4784,東P,582,+2,+0.34%,751,30.0倍,13.0倍,3.70%
20260522,476,ボードルア,4413,東P,"2,292",+79,+3.57%,744,22.8倍,9.26倍,0.44%
20260522,477,アーレスティ,5852,東P,667,-44,-6.19%,734,33.3倍,0.30倍,5.10%
20260522,478,東鉄工,1835,東P,"4,430",+35,+0.80%,730,11.7倍,1.15倍,3.43%
20260522,479,ＫＯＡ,6999,東P,"2,150",+38,+1.80%,727,16.7倍,0.90倍,1.81%
20260522,480,オンワード,8016,東P,756,+39,+5.44%,726,9.18倍,1.10倍,4.37%
20260522,481,ステラケミ,4109,東P,"6,950",+430,+6.60%,725,25.0倍,1.77倍,2.59%
20260522,482,極東開発,7226,東P,"2,194",+25,+1.15%,721,16.9倍,0.75倍,5.47%
20260522,483,藤田観,9722,東P,"1,862",+92,+5.20%,721,9.70倍,2.82倍,1.07%
20260522,484,大阪ソーダ,4046,東P,"1,793",+17,+0.96%,720,16.1倍,1.72倍,1.56%
20260522,485,コンフォリア,3282,東Ｒ,"105,700",+400,+0.38%,719,24.0倍,1.53倍,3.90%
20260522,486,大栄環境,9336,東P,"4,285",+70,+1.66%,715,26.1倍,3.90倍,1.28%
20260522,487,新日本空調,1952,東P,"3,170",-65,-2.01%,715,11.3倍,1.74倍,3.79%
20260522,488,アイスタイル,3660,東P,370,-4,-1.07%,714,14.0倍,1.72倍,0.27%
20260522,489,富士紡ＨＤ,3104,東P,"4,190",+5,+0.12%,703,22.4倍,2.73倍,1.86%
20260522,490,クオリプス,4894,東G,"5,170",-10,-0.19%,702,ー倍,9.10倍,ー%
20260522,491,パルＨＤ,2726,東P,"1,423",-6,-0.42%,693,13.0倍,2.96倍,2.81%
20260522,492,雪印メグ,2270,東P,"3,480",+25,+0.72%,691,8.60倍,0.89倍,2.87%
20260522,493,大崎電,6644,東P,"1,663",-17,-1.01%,688,15.4倍,1.30倍,2.95%
20260522,494,ホーチキ,6745,東P,"2,164",+12,+0.56%,688,17.9倍,2.36倍,1.85%
20260522,495,ミラースＲ,3492,東Ｒ,"84,600",+500,+0.59%,684,16.9倍,0.95倍,6.38%
20260522,496,フィナＨＤ,4419,東G,"1,200",-18,-1.48%,677,26.8倍,5.92倍,ー%
20260522,497,円谷フィＨＤ,2767,東P,"1,415",-18,-1.26%,676,6.52倍,1.45倍,4.95%
20260522,498,ナカニシ,7716,東S,"2,955",+61,+2.11%,676,21.9倍,2.12倍,2.03%
20260522,499,フロンティア,8964,東Ｒ,"83,200",+500,+0.60%,675,19.0倍,1.28倍,5.29%
20260522,500,守谷輸送機,6226,東S,"2,404",+42,+1.78%,671,19.2倍,5.70倍,1.58%
20260522,501,タカラバイオ,4974,東P,"1,143",-1,-0.09%,671,ー倍,1.33倍,ー%
20260522,502,Ｊプライム,8955,東Ｒ,"95,300",+600,+0.63%,669,20.2倍,1.35倍,4.49%
20260522,503,ジョイ本田,3191,東P,"2,179",+30,+1.40%,667,14.9倍,1.05倍,3.85%
20260522,504,テレ朝ＨＤ,9409,東P,"3,135",0,0.00%,664,12.6倍,0.68倍,3.19%
20260522,505,ニッケ,3201,東P,"1,851",+45,+2.49%,658,12.7倍,0.88倍,2.70%
20260522,506,森ヒルズＲ,3234,東Ｒ,"129,800",0,0.00%,657,21.0倍,1.20倍,4.78%
20260522,507,デジアーツ,2326,東P,"4,120",-25,-0.60%,657,14.7倍,3.01倍,2.43%
20260522,508,物語コーポ,3097,東P,"4,845",-55,-1.12%,656,25.1倍,4.21倍,0.83%
