No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,6740,Ｊディスプレ,東P,81,+10,+14.08,189722000,ー,-10,ー,15367482000
2,8918,ランド,東S,9,-1,-10.00,186071000,36.0,1.60,ー,1674639000
3,9432,ＮＴＴ,東P,158.8,+1.3,+0.83,162521000,13.4,1.36,3.34,25808334800
4,1360,日経ベア２,東Ｅ,119.7,+1.2,+1.01,126743730,ー,ー,ー,15171224481
5,4564,オンコセラピ,東G,21,0,0.00,100622000,ー,3.90,ー,2113062000
6,9984,ＳＢＧ,東P,"3,822",+13,+0.34,70316200,ー,1.39,0.29,268748516400
7,9434,ＳＢ,東P,219.1,-1.1,-0.50,68940000,19.6,4.32,3.93,15104754000
8,4597,ソレイジア,東G,33,+2,+6.45,47751800,ー,5.14,ー,1575809400
9,9501,東電ＨＤ,東P,623.4,-13.2,-2.07,45160800,ー,0.36,ー,28153242720
10,8729,ソニーＦＧ,東P,148.8,+0.1,+0.07,43429600,20.0,1.50,2.55,6462324480
11,285A,キオクシア,東P,"21,165","-1,280",-5.70,34436500,23.9,11.8,ー,728848522500
12,4594,ブライトパス,東G,74,-22,-22.92,32993700,ー,9.18,ー,2441533800
13,8306,三菱ＵＦＪ,東P,"2,700.5",-18.0,-0.66,27929800,14.5,1.43,2.74,75424424900
14,7201,日産自,東P,352.0,+3.6,+1.03,26306900,ー,0.25,ー,9260028800
15,5016,ＪＸ金属,東P,"3,730",-70,-1.84,25132100,37.1,5.20,0.72,93742733000
16,5401,日本製鉄,東P,596.0,+1.4,+0.24,24843000,ー,0.59,4.03,14806428000
17,8766,東京海上,東P,"7,587",-270,-3.44,22606800,14.0,2.67,2.78,171517791600
18,3350,メタプラ,東S,309,-9,-2.83,22119500,ー,0.79,ー,6834925500
19,4689,ラインヤフー,東P,385.6,-6.7,-1.71,18994300,ー,0.89,1.89,7324202080
20,6526,ソシオネクス,東P,"1,987.0",+121.0,+6.48,17225200,52.0,2.70,2.52,34226472400
21,1579,日経ブル２,東Ｅ,510.4,-4.9,-0.95,17040920,ー,ー,ー,8697685568
22,6197,ソラスト,東P,"1,115",+11,+1.00,16894500,24.9,4.27,0.99,18837367500
23,7267,ホンダ,東P,"1,320.0",+6.0,+0.46,16891900,ー,0.41,5.30,22297308000
24,7011,三菱重,東P,"4,511",-36,-0.79,16565600,58.3,5.71,0.53,74727421600
25,7203,トヨタ,東P,"3,388.0",+50.0,+1.50,16107200,12.4,1.13,2.80,54571193600
26,4005,住友化,東P,507.4,+12.1,+2.44,15641500,15.2,0.81,2.66,7936497100
27,6522,アスタリスク,東G,"1,441",+141,+10.85,14817300,173,6.64,ー,21351729300
28,6366,千代建,東S,936,-110,-10.52,14572100,3.03,-4.4,ー,13639485600
29,6758,ソニーＧ,東P,"3,218.0",-48.0,-1.47,13791300,16.8,2.33,0.78,44380403400
30,5803,フジクラ,東P,"28,115",+640,+2.33,12925700,51.7,15.3,0.76,363406055500
31,8316,三井住友ＦＧ,東P,"5,246",-65,-1.22,12876200,13.4,1.28,2.99,67548545200
32,8001,伊藤忠,東P,"2,062.0",-16.5,-0.79,12552400,16.0,2.28,2.04,25883048800
33,3103,ユニチカ,東P,"1,145",-252,-18.04,12402800,3.30,1.45,ー,14201206000
34,6501,日立,東P,"4,779",-102,-2.09,12080000,28.4,3.39,ー,57730320000
35,3436,ＳＵＭＣＯ,東P,"1,851.5",+89.5,+5.08,11258100,ー,1.12,ー,20844372150
36,7013,ＩＨＩ,東P,"3,487.0",-23.0,-0.66,11214000,29.6,6.56,0.57,39103218000
37,4755,楽天グループ,東P,744.3,-6.8,-0.91,10807100,ー,1.63,ー,8043724529
38,4568,第一三共,東P,"2,874.5",-99.5,-3.35,10791200,18.2,3.06,2.71,31019304400
39,8604,野村,東P,"1,257.5",-17.0,-1.33,10707500,ー,1.01,ー,13464681250
40,268A,リガクＨＤ,東P,"2,339",+140,+6.37,10098700,42.3,5.99,0.81,23620859300
41,4506,住友ファーマ,東P,"2,031.0",+38.5,+1.93,10039400,7.91,2.79,ー,20390021400
42,6613,ＱＤレーザ,東G,"1,156",-226,-16.35,9585600,ー,9.67,ー,11080953600
43,5801,古河電,東P,"32,210",+970,+3.10,9578100,42.0,6.00,0.50,308510601000
44,1605,ＩＮＰＥＸ,東P,"4,687",+243,+5.47,9407200,16.5,1.15,2.30,44091546400
45,6752,パナＨＤ,東P,"2,694.0",+64.0,+2.43,9350500,26.2,1.25,1.48,25190247000
46,1459,楽天Ｗベア,東Ｅ,197,+2,+1.03,8775500,ー,ー,ー,1728773500
47,8058,三菱商,東P,"5,655",+99,+1.78,8646300,29.6,2.27,1.95,48894826500
48,8750,第一生命ＨＤ,東P,"1,438.0",-12.0,-0.83,8449300,12.7,1.27,3.62,12150093400
49,6993,大黒屋,東S,152,+1,+0.66,8088600,ー,20.0,ー,1229467200
50,2502,アサヒ,東P,"1,553.5",-11.0,-0.70,8073800,13.6,0.81,3.35,12542648300
51,2181,パーソルＨＤ,東P,229.8,+0.8,+0.35,7992900,12.5,2.46,4.79,1836768420
52,6723,ルネサス,東P,"2,389.5",-34.5,-1.42,7960400,ー,1.77,ー,19021375800
53,8801,三井不,東P,"1,733.0",-20.0,-1.14,7658700,17.4,1.47,1.96,13272527100
54,7211,三菱自,東P,341.2,-3.2,-0.93,7546000,45.7,0.51,2.93,2574695200
55,6857,アドテスト,東P,"22,965",-460,-1.96,7478300,50.8,24.7,ー,171739159500
56,5020,ＥＮＥＯＳ,東P,"1,402.0",+26.0,+1.89,7465600,27.9,1.18,2.43,10466771200
57,5802,住友電,東P,"9,885",-325,-3.18,7329400,24.1,3.10,1.19,72451119000
58,1357,日経Ｄインバ,東Ｅ,"4,872",+49,+1.02,7209383,ー,ー,ー,35124113976
59,5856,ＬＩＥＨ,東S,25,-4,-13.79,7154400,ー,1.10,ー,178860000
60,9235,売れるＧ,東G,752,+44,+6.21,7104900,"2,892",8.52,ー,5342884800
61,7974,任天堂,東P,"8,990",+10,+0.11,7076900,29.6,3.48,2.01,63621331000
62,4063,信越化,東P,"6,291",-3,-0.05,7075700,24.8,2.70,1.68,44513228700
