No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,9432,ＮＴＴ,東P,157.0,-1.6,-1.01,304311800,13.3,1.34,3.38,47776952600
2,1360,日経ベア２,東Ｅ,129.6,+8.2,+6.75,185599400,ー,ー,ー,24053682240
3,8918,ランド,東S,9,-1,-10.00,170875200,36.0,1.60,ー,1537876800
4,9434,ＳＢ,東P,216.3,+0.7,+0.32,95913800,19.4,4.26,3.98,20746154940
5,8729,ソニーＦＧ,東P,143.7,-2.3,-1.58,89179400,19.3,1.45,2.64,12815079779
6,9501,東電ＨＤ,東P,617.3,-36.1,-5.52,73851600,ー,0.36,ー,45588592680
7,4564,オンコセラピ,東G,21,-2,-8.70,66352100,ー,3.90,ー,1393394100
8,8306,三菱ＵＦＪ,東P,"2,564.5",-121.5,-4.52,55478800,13.8,1.35,2.89,142275382600
9,4597,ソレイジア,東G,29,-3,-9.38,49046600,ー,4.52,ー,1422351400
10,9984,ＳＢＧ,東P,"3,507.0",-51.0,-1.43,43467400,ー,1.28,0.31,152440171800
11,7201,日産自,東P,331.3,-17.5,-5.02,40833800,ー,0.24,ー,13528237940
12,285A,キオクシア,東P,"21,465",-895,-4.00,37435300,24.2,12.0,ー,803548714500
13,7011,三菱重,東P,"4,517",-331,-6.83,36873600,58.4,5.72,0.53,166558051200
14,5016,ＪＸ金属,東P,"3,369",-419,-11.06,35961000,33.6,4.70,0.80,121152609000
15,5401,日本製鉄,東P,584.6,-8.1,-1.37,35866800,ー,0.57,4.11,20967731280
16,1579,日経ブル２,東Ｅ,474.4,-35.3,-6.93,34786840,ー,ー,ー,16502876896
17,6993,大黒屋,東S,156,+8,+5.41,28802100,ー,20.5,ー,4493127600
18,7267,ホンダ,東P,"1,284.0",-18.0,-1.38,27437400,ー,0.40,5.45,35229621600
19,5856,ＬＩＥＨ,東S,33,+3,+10.00,25770100,ー,1.45,ー,850413300
20,3350,メタプラ,東S,312,-8,-2.50,23762900,ー,0.79,ー,7414024800
21,7203,トヨタ,東P,"3,251.0",-74.0,-2.23,22909400,11.9,1.09,2.92,74478459400
22,4689,ラインヤフー,東P,393.9,-4.0,-1.01,22292500,ー,0.91,1.85,8781015750
23,4005,住友化,東P,459.0,-24.0,-4.97,20758800,13.8,0.74,2.94,9528289200
24,8001,伊藤忠,東P,"1,959.5",-64.5,-3.19,20368500,15.2,2.17,2.14,39912075750
25,314A,ｉＳゴールド,東Ｅ,321.1,-43.3,-11.88,19956530,ー,ー,ー,6408041783
26,6758,ソニーＧ,東P,"3,192.0",-79.0,-2.42,18824900,16.8,2.32,0.78,60089080800
27,7013,ＩＨＩ,東P,"3,470",-299,-7.93,18015100,29.4,6.53,0.58,62512397000
28,4755,楽天グループ,東P,727.8,-19.1,-2.56,17654800,ー,1.59,ー,12849163440
