No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,8918,ランド,東S,10,0,0.00,249506800,11.4,1.68,ー,2495068000
2,8729,ソニーＦＧ,東P,132.5,-3.0,-2.21,218292100,17.8,1.34,2.87,28923703250
3,4564,オンコセラピ,東G,24,-1,-4.00,179861900,ー,4.45,ー,4316685600
4,9432,ＮＴＴ,東P,151.5,+0.1,+0.07,176730900,12.8,1.30,3.50,26774731350
5,1360,日経ベア２,東Ｅ,92.2,-1.9,-2.02,105734420,ー,ー,ー,9748713524
6,9984,ＳＢＧ,東P,"5,963",+126,+2.16,87686800,ー,2.17,0.18,522876388400
7,9434,ＳＢ,東P,220.2,+1.2,+0.55,62248900,19.7,4.34,3.91,13707207780
8,4597,ソレイジア,東G,35,-1,-2.78,55487200,ー,5.45,ー,1942052000
9,6740,Ｊディスプレ,東P,101,+6,+6.32,54684500,ー,-13,ー,5523134500
10,9501,東電ＨＤ,東P,584.7,-0.1,-0.02,46400600,ー,0.34,ー,27130430820
11,5803,フジクラ,東P,"6,037",+144,+2.44,40846300,66.6,19.7,0.59,246589113100
12,6723,ルネサス,東P,"3,141.0",-159.0,-4.82,33685800,ー,2.24,ー,105807097800
13,7201,日産自,東P,352.9,-5.8,-1.62,28602500,ー,0.25,ー,10093822250
14,5401,日本製鉄,東P,573.1,-7.0,-1.21,28096800,ー,0.56,4.19,16102276080
15,285A,キオクシア,東P,"34,580",-800,-2.26,26027500,39.0,19.3,ー,900030950000
16,4568,第一三共,東P,"2,499.0",-291.0,-10.43,25238300,15.8,2.66,3.12,63070511700
17,7203,トヨタ,東P,"3,067.0",-56.0,-1.79,22659400,11.2,1.03,3.10,69496379800
18,3350,メタプラ,東S,339,-13,-3.69,22329800,ー,0.94,ー,7569802200
19,8306,三菱ＵＦＪ,東P,"2,755.5",+3.5,+0.13,22067000,14.8,1.46,2.69,60805618500
20,4883,モダリス,東G,59,+6,+11.32,21380700,ー,1.98,ー,1261461300
21,6701,ＮＥＣ,東P,"4,513",+221,+5.15,20656900,ー,2.90,0.71,93224589700
22,8136,サンリオ,東P,952.3,-30.8,-3.13,20199700,22.2,8.39,1.39,19236174310
23,5016,ＪＸ金属,東P,"4,625",-28,-0.60,19917400,46.1,6.45,0.58,92117975000
24,3656,ＫＬａｂ,東P,258,-44,-14.57,19909300,ー,2.00,ー,5136599400
25,6232,ＡＣＳＬ,東G,"2,538",+277,+12.25,18732200,ー,29.5,ー,47542323600
26,7256,河西工,東S,455,+80,+21.33,18512500,17.6,1.83,ー,8423187500
27,7011,三菱重,東P,"4,738",-16,-0.34,18264500,61.2,6.00,0.51,86537201000
28,3103,ユニチカ,東S,"2,565",-286,-10.03,15986000,7.39,3.25,ー,41004090000
29,6857,アドテスト,東P,"29,440","+1,540",+5.52,15405700,65.0,31.7,ー,453543808000
30,6758,ソニーＧ,東P,"3,208.0",-55.0,-1.69,14835500,16.8,2.32,0.78,47592284000
31,1579,日経ブル２,東Ｅ,637.6,+11.7,+1.87,14816470,ー,ー,ー,9446981272
32,7267,ホンダ,東P,"1,296.5",-15.5,-1.18,14795400,ー,0.40,5.40,19182236100
33,7013,ＩＨＩ,東P,"2,995.0",-32.0,-1.06,14535100,25.4,5.63,0.67,43532624500
34,3936,ＧＷ,東G,209,-29,-12.18,14291100,141,10.1,ー,2986839900
35,7751,キヤノン,東P,"4,024",-345,-7.90,14149200,10.5,1.02,3.98,56936380800
36,7974,任天堂,東P,"7,953",-267,-3.25,14057800,26.2,3.08,2.28,111801683400
37,6762,ＴＤＫ,東P,"2,689.5",+27.5,+1.03,13275300,26.9,2.44,1.26,35703919350
38,2371,カカクコム,東P,"2,750.0",+129.0,+4.92,12200100,28.6,9.01,1.82,33550275000
39,4506,住友ファーマ,東P,"2,061.0",+56.5,+2.82,12104400,8.03,2.83,ー,24947168400
40,8267,イオン,東P,"1,539.5",-45.0,-2.84,11953200,58.3,3.50,0.97,18401951400
41,6085,アーキテクツ,東G,516,+75,+17.01,11925200,"1,564",-266,ー,6153403200
42,4062,イビデン,東P,"12,540","+1,405",+12.62,11078600,94.6,6.46,0.20,138925644000
43,8058,三菱商,東P,"4,950",+158,+3.30,10913900,25.9,1.99,2.22,54023805000
44,7012,川重,東P,"3,175.0",-51.0,-1.58,10753000,29.5,3.29,1.05,34140775000
45,2267,ヤクルト,東P,"2,768.5",+146.0,+5.57,10606000,17.4,1.40,2.53,29362711000
46,6501,日立,東P,"5,229",+26,+0.50,10572600,31.0,3.70,ー,55284125400
47,3672,オルトＰ,東S,38,-1,-2.56,10430900,ー,3.07,ー,396374200
48,7211,三菱自,東P,312.1,-4.2,-1.33,10326200,41.8,0.47,3.20,3222807020
49,4902,コニカミノル,東P,493.8,-58.8,-10.64,10212900,9.04,0.47,2.03,5043130020
50,4689,ラインヤフー,東P,415.9,-2.5,-0.60,10173400,ー,0.96,1.76,4231117060
51,6526,ソシオネクス,東P,"2,046.5",+44.0,+2.20,9891200,53.6,2.78,2.44,20242340800
52,6702,富士通,東P,"3,696",-77,-2.04,9870000,15.1,3.21,1.35,36479520000
53,4005,住友化,東P,506.3,+0.3,+0.06,9522700,15.2,0.81,2.67,4821343010
54,1306,野村東証指数,東Ｅ,393.7,+0.1,+0.03,9457590,ー,ー,ー,3723453183
