No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
72,8113,ユニチャーム,東P,977.3,+0.3,+0.03,6156000,19.4,2.12,2.25,6016258800
73,6330,東洋エンジ,東P,"2,612",+12,+0.46,6094400,ー,2.74,ー,15918572800
74,8750,第一ライフ,東P,"1,459.0",-0.5,-0.03,6089900,12.9,1.29,3.56,8885164100
75,6954,ファナック,東P,"6,503",+275,+4.42,5984100,38.4,3.38,ー,38914602300
76,9107,川崎汽,東P,"2,558.0",-101.5,-3.82,5915500,14.1,0.93,4.69,15131849000
77,6503,三菱電,東P,"6,088",+289,+4.98,5914100,34.6,2.99,0.90,36005040800
78,7779,サイバダイン,東G,330,+21,+6.80,5879200,ー,1.11,ー,1940136000
79,7974,任天堂,東P,"8,507",-108,-1.25,5878800,28.0,3.30,2.13,50010951600
80,3382,セブン＆アイ,東P,"2,021.0",-33.5,-1.63,5805000,17.3,1.29,2.97,11731905000
81,7532,パンパシＨＤ,東P,959.3,+19.3,+2.05,5711800,26.8,4.37,0.89,5479329740
82,6433,ヒーハイスト,東S,"2,158",+378,+21.24,5659200,ー,5.35,ー,12212553600
83,2181,パーソルＨＤ,東P,239.9,-1.1,-0.46,5622900,13.1,2.57,4.59,1348933710
84,2134,北浜ＣＰ,東S,33,+1,+3.13,5614300,ー,3.22,ー,185271900
85,6506,安川電,東P,"5,420",+233,+4.49,5490400,29.9,2.91,1.33,29757968000
86,5411,ＪＦＥ,東P,"1,771.5",-30.0,-1.67,5431700,15.0,0.44,4.52,9622256550
87,402A,アクセルＨＤ,東G,729,+42,+6.11,5407900,ー,6.45,ー,3942359100
88,4596,窪田製薬ＨＤ,東G,103,+6,+6.19,5384600,ー,6.55,ー,554613800
89,8783,ａｂｃ,東S,228,+27,+13.43,5372700,1.33,0.91,ー,1224975600
90,1662,石油資源,東P,"2,168",-180,-7.67,5294900,12.3,0.98,1.85,11479343200
91,7269,スズキ,東P,"1,894.0",-1.0,-0.05,5105100,9.37,1.11,2.43,9669059400
92,3315,日本コークス,東P,108,+1,+0.93,5060200,ー,0.85,ー,546501600
93,7261,マツダ,東P,"1,104.5",0,0.00,5048700,34.8,0.38,4.98,5576289150
94,8267,イオン,東P,"1,715.5",+11.5,+0.67,4988300,65.0,3.90,0.87,8557428650
95,6701,ＮＥＣ,東P,"4,327",-1,-0.02,4965000,ー,2.78,0.74,21483555000
96,6993,大黒屋,東S,122,-3,-2.40,4879900,ー,16.1,ー,595347800
97,5802,住友電,東P,"9,976",0,0.00,4757700,24.3,3.13,1.18,47462815200
98,8031,三井物,東P,"5,836",+36,+0.62,4740100,20.2,1.96,1.97,27663223600
99,5856,ＬＩＥＨ,東S,30,-2,-6.25,4736300,ー,1.31,ー,142089000
100,3861,王子ＨＤ,東P,841.4,-0.7,-0.08,4718400,14.8,0.70,4.28,3970061760
101,5801,古河電,東P,"43,070","-1,890",-4.20,4669600,56.1,8.02,0.37,201119672000
102,3402,東レ,東P,"1,147.0",-9.5,-0.82,4620200,20.4,0.95,1.74,5299369400
103,7272,ヤマハ発,東P,"1,157.5",+16.0,+1.40,4606700,11.2,0.99,4.32,5332255250
104,2146,ＵＴ,東P,192,+2,+1.05,4519000,17.9,4.31,5.65,867648000
105,6098,リクルート,東P,"7,625",+101,+1.34,4445700,22.1,6.81,0.33,33898462500
106,9502,中部電,東P,"2,780.0",-112.5,-3.89,4437900,11.4,0.70,2.52,12337362000
107,7746,岡本硝子,東S,"1,056",+107,+11.28,4409000,ー,12.1,ー,4655904000
108,2413,エムスリー,東P,"1,585.5",+7.0,+0.44,4354700,23.5,2.54,ー,6904376850
109,1356,ＴＰＸベア２,東Ｅ,128.6,-0.9,-0.69,4339800,ー,ー,ー,558098280
110,1699,野村原油,東Ｅ,580.4,-10.6,-1.79,4329060,ー,ー,ー,2512586424
111,1911,住友林,東P,"1,461.5",+17.5,+1.21,4301400,9.41,0.89,3.42,6286496100
112,1366,ｉＦ日経Ｗベ,東Ｅ,98,+1,+1.03,4299277,ー,ー,ー,421329146
113,6525,コクサイエレ,東P,"6,738",+21,+0.31,4283500,56.4,7.39,0.53,28862223000
114,6971,京セラ,東P,"2,754.0",+66.0,+2.46,4262700,30.2,1.08,1.82,11739475800
115,4062,イビデン,東P,"9,575",+340,+3.68,4249200,72.3,4.93,0.26,40686090000
116,6526,ソシオネクス,東P,"1,842.5",+32.0,+1.77,4248000,48.2,2.50,2.71,7826940000
117,5019,出光興産,東P,"1,444.5",-43.0,-2.89,4176900,23.6,1.00,2.49,6033532050
118,7453,良品計画,東P,"3,856",-86,-2.18,4125900,33.0,5.43,0.83,15909470400
119,4422,ＶＮＸ,東G,"1,325",-72,-5.15,4029000,ー,14.7,ー,5338425000
120,6779,日電波,東P,"1,959",+315,+19.16,3930200,26.5,1.46,1.53,7699261800
121,2502,アサヒ,東P,"1,643.0",-9.0,-0.54,3901000,14.4,0.85,3.16,6409343000
122,3407,旭化成,東P,"1,559.0",-43.0,-2.68,3815900,14.6,1.05,2.57,5948988100
123,9697,カプコン,東P,"3,746.0",+77.0,+2.10,3789900,30.7,6.27,1.07,14196965400
124,4543,テルモ,東P,"2,205.5",+30.5,+1.40,3699900,23.9,2.14,1.36,8160129450
125,6920,レーザーテク,東P,"42,120","+2,170",+5.43,3647800,52.4,16.7,0.78,153645336000
126,3105,日清紡ＨＤ,東P,"1,954.5",+134.5,+7.39,3628700,30.5,1.06,1.84,7092294150
127,9602,東宝,東P,"1,467.5",+1.0,+0.07,3542800,29.8,2.37,1.50,5199059000
128,8524,北洋銀,東P,"1,010",-36,-3.44,3522400,15.6,0.95,2.57,3557624000
129,9831,ヤマダＨＤ,東P,534.7,-5.1,-0.94,3515800,25.4,0.56,3.18,1879898260
130,247A,Ａｉロボ,東G,"1,357",+120,+9.70,3500100,26.5,17.3,ー,4749635700
131,543A,ＡＲＣＨＩＯ,東P,385,-2,-0.52,3483200,13.3,4.62,ー,1341032000
132,314A,ｉＳゴールド,東Ｅ,360.6,-0.8,-0.22,3476630,ー,ー,ー,1253672778
133,6976,太陽誘電,東P,"6,222",+19,+0.31,3476600,59.9,2.30,1.45,21631405200
134,9104,商船三井,東P,"6,106",-201,-3.19,3467600,10.5,0.78,3.28,21173165600
135,9201,ＪＡＬ,東P,"2,576.5",+38.5,+1.52,3430400,9.00,0.91,3.73,8838425600
136,4901,富士フイルム,東P,"3,180.0",+14.0,+0.44,3422300,14.5,1.03,2.20,10882914000
137,8593,三菱ＨＣキャ,東P,"1,450.0",-10.0,-0.68,3404200,13.0,1.09,3.10,4936090000
138,8105,ＢＴＣＪＰＮ,東S,159,-12,-7.02,3354000,ー,3.79,ー,533286000
139,6301,コマツ,東P,"7,000",+300,+4.48,3342700,19.7,1.88,2.71,23398900000
140,6988,日東電,東P,"3,370.0",-4.0,-0.12,3342600,16.7,2.06,1.78,11264562000
141,9503,関西電,東P,"2,464.0",-37.0,-1.48,3310600,7.63,0.81,3.04,8157318400
142,1615,野村東証銀行,東Ｅ,628.4,-3.8,-0.60,3304870,ー,ー,ー,2076780308
143,5985,サンコール,東S,"1,674",+29,+1.76,3294400,9.06,1.60,1.19,5514825600
144,7003,三井Ｅ＆Ｓ,東P,"5,623",-21,-0.37,3292800,18.3,2.77,0.89,18515414400
145,6178,日本郵政,東P,"1,866.5",-6.0,-0.32,3288600,16.4,0.55,2.68,6138171900
146,7751,キヤノン,東P,"4,490",+5,+0.11,3279500,11.4,1.12,3.56,14724955000
147,4519,中外薬,東P,"8,844",+495,+5.93,3234900,ー,7.18,1.49,28609455600
148,3092,ＺＯＺＯ,東P,"1,073.5",-17.5,-1.60,3232000,19.9,9.93,3.63,3469552000
149,8601,大和,東P,"1,523.5",-7.5,-0.49,3208200,ー,1.23,2.89,4887692700
150,7270,ＳＵＢＡＲＵ,東P,"2,569.0",+31.5,+1.24,3149000,14.7,0.67,4.48,8089781000
151,4502,武田,東P,"5,575",-11,-0.20,3105300,57.2,1.15,3.59,17312047500
152,3923,ラクス,東P,877.0,-18.2,-2.03,2989200,25.7,11.2,0.39,2621528400
153,5108,ブリヂストン,東P,"3,420.0",+50.0,+1.48,2955200,12.7,1.18,3.65,10106784000
154,9005,東急,東P,"1,793.0",-38.0,-2.08,2944800,12.2,1.17,1.67,5280026400
155,9101,郵船,東P,"5,908",-188,-3.08,2926200,11.4,0.83,3.81,17287989600
156,8410,セブン銀,東P,271.6,+1.3,+0.48,2913000,28.8,1.16,4.05,791170800
157,4503,アステラス,東P,"2,570.0",+16.5,+0.65,2875400,18.4,2.61,3.04,7389778000
158,4307,野村総研,東P,"4,965",+79,+1.62,2862800,27.4,5.68,1.49,14213802000
159,4594,ブライトパス,東G,65,0,0.00,2844800,ー,8.06,ー,184912000
160,6532,ベイカレント,東P,"5,693",+75,+1.33,2834000,18.0,7.39,2.28,16133962000
161,4902,コニカミノル,東P,600.3,+6.3,+1.06,2824700,11.0,0.57,1.67,1695667409
162,7733,オリンパス,東P,"1,578.5",-5.0,-0.32,2816600,31.9,2.25,1.90,4446003100
163,8002,丸紅,東P,"5,885",+32,+0.55,2787800,17.9,2.33,1.83,16406203000
164,6326,クボタ,東P,"2,615.0",+44.0,+1.71,2783900,14.2,1.13,1.99,7279898500
165,7259,アイシン,東P,"2,360.5",+60.5,+2.63,2758500,13.7,0.80,2.75,6511439250
166,4204,積水化,東P,"2,557.0",-20.0,-0.78,2750200,14.3,1.25,3.13,7032261400
167,1963,日揮ＨＤ,東P,"2,450.0",-82.5,-3.26,2749000,19.8,1.38,1.63,6735050000
168,9202,ＡＮＡＨＤ,東P,"2,882.0",+61.0,+2.16,2734200,9.02,0.91,2.08,7879964400
169,5721,Ｓクリプトエ,東S,101,+1,+1.00,2710300,ー,3.24,ー,273740300
170,6166,中村超硬,東G,895,+111,+14.16,2701200,984,9.90,0.56,2417574000
171,9843,ニトリＨＤ,東P,"2,528.0",+5.5,+0.22,2680700,15.2,1.47,1.22,6776809600
172,4661,ＯＬＣ,東P,"2,643.5",+8.5,+0.32,2678200,38.2,4.03,0.53,7079821700
173,464A,ＱＰＳＨＤ,東G,"2,659",+12,+0.45,2674500,296,9.85,ー,7111495500
174,3778,さくらネット,東P,"3,705",-45,-1.20,2655500,"1,140",5.05,0.13,9838627500
175,6659,メディアＬ,東S,39,+2,+5.41,2651100,ー,0.92,ー,103392900
176,281A,インフォメテ,東G,958,+150,+18.56,2644500,ー,8.76,ー,2533431000
177,5831,しずおかＦＧ,東P,"2,728.0",-75.0,-2.68,2641500,16.5,1.16,2.93,7206012000
178,3231,野村不ＨＤ,東P,"1,037.0",+15.0,+1.47,2631000,11.8,1.19,3.86,2728347000
179,9509,北海電,東P,"1,029.5",-12.5,-1.20,2619800,7.95,0.61,2.91,2697084100
180,523A,セイワＨＤ,東G,"2,221",+345,+18.39,2613800,41.7,23.4,ー,5805249800
181,6479,ミネベア,東P,"3,092.0",+142.5,+4.83,2611900,17.5,1.47,1.62,8075994800
182,6146,ディスコ,東P,"72,950",+50,+0.07,2600200,62.6,14.6,0.60,189684590000
183,7719,東京衡機,東S,712,+36,+5.33,2578800,21.7,2.98,ー,1836105600
184,9227,マイクロ波,東G,"1,196",+135,+12.72,2568000,ー,50.3,ー,3071328000
185,5074,テスＨＤ,東P,649,-10,-1.52,2567200,38.1,0.97,0.89,1666112800
186,4911,資生堂,東P,"3,228.0",+121.0,+3.89,2562300,30.7,2.15,1.86,8271104400
187,6963,ローム,東P,"3,811",+98,+2.64,2556900,147,1.59,1.31,9744345900
188,290A,Ｓｙｎｓ,東G,"1,437",+74,+5.43,2552200,72.2,5.04,ー,3667511400
189,8591,オリックス,東P,"5,040",+30,+0.60,2533100,12.6,1.21,2.38,12766824000
190,9506,東北電,東P,"1,170.5",-7.5,-0.64,2524400,4.34,0.53,3.42,2954810200
191,6471,日精工,東P,"1,233.5",+36.5,+3.05,2517800,30.2,0.89,2.76,3105706300
192,7186,横浜ＦＧ,東P,"1,491.0",-19.5,-1.29,2502800,16.1,1.19,2.55,3731674800
193,1570,日経レバ,東Ｅ,"57,370",+300,+0.53,2502653,ー,ー,ー,143577202610
194,7936,アシックス,東P,"4,609",+14,+0.30,2500000,29.7,12.0,0.82,11522500000
195,2914,ＪＴ,東P,"5,790",-10,-0.17,2465000,18.0,2.52,4.18,14272350000
196,2801,キッコマン,東P,"1,484.0",0,0.00,2452200,22.9,2.52,1.68,3639064800
197,2802,味の素,東P,"4,607",+33,+0.72,2451100,34.0,5.94,1.04,11292217700
198,4751,サイバー,東P,"1,358.0",-3.5,-0.26,2444500,25.0,3.77,1.40,3319631000
199,3088,マツキヨココ,東P,"2,360.0",-2.0,-0.08,2403000,16.6,1.77,2.03,5671080000
200,6472,ＮＴＮ,東P,356.9,+6.7,+1.91,2389300,ー,0.77,3.08,852741170
201,2503,キリンＨＤ,東P,"2,573.5",-19.0,-0.73,2382500,13.3,1.61,2.95,6131363750
202,7527,システムソフ,東S,56,0,0.00,2381700,215,1.19,ー,133375200
203,268A,リガクＨＤ,東P,"2,266",-55,-2.37,2334700,41.0,5.80,0.84,5290430200
204,9021,ＪＲ西日本,東P,"3,060.0",+31.0,+1.02,2327300,11.8,1.17,2.96,7121538000
205,8697,日本取引所,東P,"1,882.5",-17.5,-0.92,2307000,24.7,6.04,3.24,4342927500
206,9020,ＪＲ東日本,東P,"3,517.0",+39.0,+1.12,2200200,16.8,1.32,1.99,7738103400
207,6361,荏原,東P,"5,131",+198,+4.01,2190600,27.1,4.60,1.29,11239968600
208,8053,住友商,東P,"6,000",-15,-0.25,2184800,12.6,1.57,2.33,13108800000
209,6869,シスメックス,東P,"1,437.5",+0.5,+0.03,2169100,21.8,1.78,2.64,3118081250
210,8725,ＭＳ＆ＡＤ,東P,"4,026",-29,-0.72,2132400,9.90,1.27,3.85,8585042400
211,1803,清水建,東P,"2,791.5",+33.5,+1.21,2116300,17.2,2.11,2.33,5907651450
212,6838,多摩川ＨＤ,東S,"1,750",+263,+17.69,2102000,16.8,1.91,0.29,3678500000
213,6965,ホトニクス,東P,"1,952.0",+15.0,+0.77,2093700,39.8,1.79,1.95,4086902400
214,4183,三井化学,東P,"1,978.0",-24.5,-1.22,2092200,17.3,0.83,3.79,4138371600
215,5202,板硝子,東P,481,-1,-0.21,2086000,"1,002",0.65,ー,1003366000
216,8338,筑波銀,東P,589,-29,-4.69,2078600,9.34,0.86,0.85,1224295400
217,4612,日本ペＨＤ,東P,"1,001.5",+3.8,+0.38,2075600,11.7,1.29,1.70,2078713400
218,1928,積水ハウス,東P,"3,519.0",+38.0,+1.09,2058000,10.5,1.07,4.12,7242102000
219,8303,ＳＢＩ新生銀,東P,"1,674.5",-12.5,-0.74,2053700,14.9,1.25,2.03,3438920650
220,547A,ムニノバＨＤ,東P,451,-9,-1.96,2032800,7.92,0.92,2.66,916792800
221,9519,レノバ,東P,"1,033",-8,-0.77,2028900,33.3,0.83,ー,2095853700
222,4507,塩野義,東P,"3,213.0",-7.0,-0.22,2020600,14.5,1.81,2.05,6492187800
223,8035,東エレク,東P,"44,250",+240,+0.55,2017800,36.6,10.2,1.36,89287650000
224,8714,池田泉州ＨＤ,東P,944,+8,+0.85,2013300,15.9,1.08,2.54,1900555200
225,4684,オービック,東P,"4,267",+53,+1.26,1968500,26.4,3.83,1.97,8399589500
226,9166,ＧＥＮＤＡ,東G,624,-38,-5.74,1938500,ー,1.75,1.28,1209624000
227,2370,メディネット,東G,30,+1,+3.45,1934500,ー,2.42,ー,58035000
228,6966,三井ハイテク,東P,698,+30,+4.49,1917800,18.2,1.13,2.72,1338624400
229,3626,ＴＩＳ,東P,"3,667.0",-18.0,-0.49,1912700,16.1,2.45,2.07,7013870900
230,2334,イオレ,東G,431,-1,-0.23,1886200,ー,6.12,ー,812952200
231,3391,ツルハＨＤ,東P,"2,051.0",-9.5,-0.46,1883800,22.4,1.06,2.34,3863673800
232,190A,コーディア,東G,151,+9,+6.34,1877100,ー,4.83,ー,283442100
233,7794,ＥＤＰ,東G,"1,584",+300,+23.36,1875100,ー,16.2,ー,2970158400
234,6619,ＷＳＣＯＰＥ,東P,229,+6,+2.69,1861900,ー,0.34,ー,426375100
235,1812,鹿島,東P,"6,092",+160,+2.70,1861100,16.7,2.13,2.17,11337821200
236,6315,ＴＯＷＡ,東P,"2,620",-15,-0.57,1858100,39.7,2.91,0.76,4868222000
237,9022,ＪＲ東海,東P,"4,253",+58,+1.38,1851300,8.09,0.82,0.75,7873578900
238,8802,菱地所,東P,"4,553",+58,+1.29,1841100,25.0,2.17,1.01,8382528300
239,5938,ＬＩＸＩＬ,東P,"1,643.5",+28.0,+1.73,1838100,59.1,0.71,5.48,3020917350
240,1925,大和ハウス,東P,"4,912",+60,+1.24,1799900,10.5,1.12,3.56,8841108800
241,4680,ラウンドワン,東P,936.1,-18.6,-1.95,1796800,13.8,3.18,1.92,1681984480
242,6753,シャープ,東P,613.8,-2.3,-0.37,1775400,7.52,1.56,ー,1089740520
243,6323,ローツェ,東P,"3,624.0",-2.0,-0.06,1764400,22.6,4.83,0.55,6394185600
244,3064,モノタロウ,東P,"1,849.0",-14.5,-0.78,1763800,25.2,7.45,2.00,3261266200
245,4676,フジＨＤ,東P,"4,066",+293,+7.77,1756100,25.8,0.73,3.07,7140302600
246,4704,トレンド,東P,"5,756",-222,-3.71,1741300,20.4,5.86,ー,10022922800
247,2930,北の達人,東P,141,+10,+7.63,1733200,26.8,2.44,2.48,244381200
248,5713,住友鉱,東P,"10,070",-80,-0.79,1726400,19.5,1.43,1.82,17384848000
249,4980,デクセリ,東P,"2,450.5",+17.0,+0.70,1718300,15.8,4.03,2.37,4210694150
250,7735,スクリン,東P,"10,575",+65,+0.62,1700400,22.7,4.51,1.32,17981730000
251,8473,ＳＢＩ,東P,"3,156.0",-29.0,-0.91,1696300,ー,1.17,3.01,5353522800
252,3110,日東紡,東P,"26,720",-790,-2.87,1689500,25.6,5.90,0.43,45143440000
253,6113,アマダ,東P,"2,487.5",+58.5,+2.41,1682900,24.1,1.47,2.49,4186213750
254,4592,サンバイオ,東G,"2,182",+91,+4.35,1679400,ー,12.8,ー,3664450800
255,8630,ＳＯＭＰＯ,東P,"5,876",-22,-0.37,1671700,9.04,1.05,2.55,9822909200
256,3289,東急不ＨＤ,東P,"1,379.0",-8.5,-0.61,1671100,10.9,1.16,3.23,2304446900
257,8830,住友不,東P,"4,688",+35,+0.75,1653400,20.6,1.79,0.92,7751139200
258,8795,Ｔ＆Ｄ,東P,"3,921",-79,-1.98,1642300,15.9,1.16,3.32,6439458300
259,2013,ｉＳ米高配当,東Ｅ,286.8,-1.3,-0.45,1630740,ー,ー,ー,467696232
260,7752,リコー,東P,"1,372.0",-34.0,-2.42,1611600,12.8,0.69,2.92,2211115200
261,5817,ＪＭＡＣＳ,東S,"1,655",+172,+11.60,1610700,37.6,1.65,0.91,2665708500
262,1514,住石ＨＤ,東S,861,+20,+2.38,1601200,19.8,1.85,2.32,1378633200
263,6072,地盤ＨＤ,東S,"1,106",+56,+5.33,1583500,142,17.5,ー,1751351000
264,5406,神戸鋼,東P,"1,933.5",+2.0,+0.10,1582300,7.65,0.63,4.14,3059377050
265,1802,大林組,東P,"3,724.0",+39.0,+1.06,1572200,15.1,2.14,2.34,5854872800
266,8309,三井住友トラ,東P,"5,307",-69,-1.28,1562900,12.5,1.11,3.20,8294310300
267,4371,ＣＣＴ,東G,"1,400",+255,+22.27,1559300,16.8,4.42,1.50,2183020000
268,3659,ネクソン,東P,"2,806.0",+2.0,+0.07,1552500,ー,2.10,2.14,4356315000
269,1568,ＴＰＸブル,東Ｅ,869.7,+6.0,+0.69,1543350,ー,ー,ー,1342251495
270,4004,レゾナック,東P,"12,500",+40,+0.32,1539300,29.4,3.24,0.52,19241250000
271,8015,豊田通商,東P,"6,284",+43,+0.69,1530300,18.4,2.20,1.85,9616405200
272,8572,アコム,東S,482.9,-1.1,-0.23,1529700,9.50,1.09,4.56,738692130
273,3905,データセク,東G,"1,590",-12,-0.75,1527700,16.8,3.16,ー,2429043000
274,2726,パルＨＤ,東P,"1,586",+33,+2.12,1524200,14.5,3.30,2.52,2417381200
275,9143,ＳＧＨＤ,東P,"1,525.0",+16.0,+1.06,1523700,15.4,1.72,3.48,2323642500
276,2127,日本Ｍ＆Ａ,東P,682.3,-7.5,-1.09,1519500,19.7,4.53,4.25,1036754849
277,6367,ダイキン,東P,"22,240",+925,+4.34,1518000,24.3,2.07,1.48,33760320000
278,7701,島津,東P,"3,737",-71,-1.86,1498600,20.0,2.03,1.79,5600268200
