日付,時間,現在値,前日比,始値,高値,安値,年初来高値,年初来安値,出来高,売買代金,└ 22日平均,年初来株価上昇率,200日移動平均乖離率
2026/08/12,15:30,67524.06円,+553.84円 (+0.82%),66994.05 (09:00),67569.36 (14:33),66735.76 (09:01),72831.73 (26/06/22),50558.91 (26/03/31),170581万株,7661634百万円,8571742百万円,34.1%,2.6%
