No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,8918,ランド,東S,9,0,0.00,225631400,36.0,1.60,ー,2030682600
2,4564,オンコセラピ,東G,25,+1,+4.17,171388500,ー,4.64,ー,4284712500
3,1360,日経ベア２,東Ｅ,116.6,-1.3,-1.10,130566000,ー,ー,ー,15223995600
4,9432,ＮＴＴ,東P,157.1,-0.7,-0.44,99742600,13.3,1.35,3.37,15669562460
5,6740,Ｊディスプレ,東P,84,-8,-8.70,76783400,ー,-11,ー,6449805600
6,8729,ソニーＦＧ,東P,144.2,-3.6,-2.44,66630700,19.4,1.46,2.64,9608146940
7,9501,東電ＨＤ,東P,636.3,-9.7,-1.50,47908200,ー,0.37,ー,30483987659
8,5803,フジクラ,東P,"4,600",-16,-0.35,46016200,50.8,15.0,0.78,211674520000
9,9434,ＳＢ,東P,217.1,-1.7,-0.78,43326200,19.4,4.28,3.96,9406118020
10,543A,ＡＲＣＨＩＯ,東P,475,-44,-8.48,42787700,16.4,5.70,ー,20324157500
11,8136,サンリオ,東P,949.2,-43.2,-4.35,28561700,22.1,8.36,1.39,27110765640
12,9984,ＳＢＧ,東P,"3,648.0",+39.0,+1.08,28379500,ー,1.33,0.30,103528416000
13,285A,キオクシア,東P,"22,800",+950,+4.35,27927400,25.7,12.7,ー,636744720000
14,8306,三菱ＵＦＪ,東P,"2,792.0",+30.5,+1.10,27808200,15.0,1.48,2.65,77640494400
15,5016,ＪＸ金属,東P,"3,689.0",+37.0,+1.01,27219900,36.7,5.15,0.73,100414211100
16,1579,日経ブル２,東Ｅ,513.6,+5.4,+1.06,22983770,ー,ー,ー,11804464272
17,3315,日本コークス,東P,119,+3,+2.59,18402500,ー,0.94,ー,2189897500
18,7011,三菱重,東P,"4,735",-68,-1.42,17781700,61.2,6.00,0.51,84196349500
19,3350,メタプラ,東S,302,+4,+1.34,16570800,ー,0.84,ー,5004381600
20,5401,日本製鉄,東P,586.7,+1.7,+0.29,14989800,ー,0.58,4.09,8794515660
21,7532,パンパシＨＤ,東P,992.1,+41.3,+4.34,14019400,27.7,4.52,0.86,13908646740
22,7013,ＩＨＩ,東P,"3,301.0",-99.0,-2.91,12900600,28.0,6.21,0.61,42584880600
23,7201,日産自,東P,352.3,-3.0,-0.84,12539000,ー,0.25,ー,4417489700
24,3681,ブイキューブ,東P,67,+20,+42.55,12525000,ー,-1.1,ー,839175000
25,6993,大黒屋,東S,126,-2,-1.56,11908500,ー,16.6,ー,1500471000
26,7267,ホンダ,東P,"1,262.0",-7.0,-0.55,11777800,ー,0.39,5.55,14863583600
27,1605,ＩＮＰＥＸ,東P,"4,512",-163,-3.49,11644300,15.9,1.10,2.39,52539081600
28,7203,トヨタ,東P,"3,247.0",-8.0,-0.25,11430400,11.9,1.09,2.93,37114508800
