No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,1360,日経ベア２,東Ｅ,103.8,-12.6,-10.82,264174130,ー,ー,ー,27421274694
2,8918,ランド,東S,10,+1,+11.11,264078400,40.0,1.78,ー,2640784000
3,9432,ＮＴＴ,東P,155.3,-0.1,-0.06,224946400,13.1,1.33,3.41,34934175920
4,4564,オンコセラピ,東G,27,0,0.00,190389800,ー,5.01,ー,5140524600
5,9434,ＳＢ,東P,216.0,+1.3,+0.61,97005200,19.3,4.26,3.98,20953123200
6,6740,Ｊディスプレ,東P,87,+5,+6.10,85258300,ー,-11,ー,7417472100
7,8729,ソニーＦＧ,東P,146.9,+3.5,+2.44,82517800,19.7,1.48,2.59,12121864820
8,4597,ソレイジア,東G,35,+1,+2.94,80485700,ー,5.45,ー,2816999500
9,5803,フジクラ,東P,"4,876",+506,+11.58,61297000,53.8,15.9,0.73,298884172000
10,8306,三菱ＵＦＪ,東P,"2,885.0",+74.0,+2.63,57129700,15.5,1.52,2.56,164819184500
11,9501,東電ＨＤ,東P,640.4,+16.3,+2.61,53895900,ー,0.37,ー,34514934360
12,9984,ＳＢＧ,東P,"3,822.0",+257.0,+7.21,51785400,ー,1.39,0.29,197923798800
13,285A,キオクシア,東P,"27,600","+4,330",+18.61,50405200,31.1,15.4,ー,1391183520000
14,5016,ＪＸ金属,東P,"4,233",+506,+13.58,46596500,42.2,5.91,0.64,197242984500
15,5401,日本製鉄,東P,600.0,+14.0,+2.39,36952500,ー,0.59,4.00,22171500000
16,7201,日産自,東P,363.5,+14.1,+4.04,34860300,ー,0.26,ー,12671719050
17,7011,三菱重,東P,"4,850",+66,+1.38,33031900,62.7,6.14,0.49,160204715000
18,3350,メタプラ,東S,317,+20,+6.73,30299700,ー,0.88,ー,9605004900
19,7203,トヨタ,東P,"3,384.0",+132.0,+4.06,27222600,12.4,1.13,2.81,92121278400
