No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,8918,ランド,東S,10,0,0.00,176414600,40.0,1.78,ー,1764146000
2,1360,日経ベア２,東Ｅ,118.5,-7.1,-5.65,168789920,ー,ー,ー,20001605520
3,9432,ＮＴＴ,東P,157.5,+1.1,+0.70,154975700,13.3,1.35,3.37,24408672750
4,6740,Ｊディスプレ,東P,71,+9,+14.52,134971000,ー,-9.0,ー,9582941000
5,4564,オンコセラピ,東G,21,0,0.00,77285000,ー,3.90,ー,1622985000
6,9434,ＳＢ,東P,220.2,+2.8,+1.29,77199100,19.7,4.34,3.91,16999241820
7,8729,ソニーＦＧ,東P,148.7,+5.5,+3.84,66356500,20.0,1.50,2.56,9867211550
8,9501,東電ＨＤ,東P,636.6,+10.3,+1.64,56961500,ー,0.37,ー,36261690900
9,9984,ＳＢＧ,東P,"3,809.0",+279.0,+7.90,56598700,ー,1.39,0.29,215584448300
10,4594,ブライトパス,東G,96,+15,+18.52,45794600,ー,11.9,ー,4396281600
11,4597,ソレイジア,東G,31,+1,+3.33,45708300,ー,4.83,ー,1416957300
12,8306,三菱ＵＦＪ,東P,"2,718.5",+79.5,+3.01,39608800,14.6,1.44,2.72,107676522800
13,5016,ＪＸ金属,東P,"3,800.0",+243.0,+6.83,35633300,37.8,5.30,0.71,135406540000
14,285A,キオクシア,東P,"22,445","+1,345",+6.37,34892500,25.3,12.5,ー,783162162500
15,8766,東京海上,東P,"7,857","+1,000",+14.58,33295700,14.5,2.77,2.69,261604314900
16,3350,メタプラ,東S,318,+9,+2.91,26483100,ー,0.81,ー,8421625800
17,5401,日本製鉄,東P,594.6,+4.6,+0.78,25020100,ー,0.58,4.04,14876951460
18,7201,日産自,東P,348.4,+8.4,+2.47,24040900,ー,0.25,ー,8375849559
19,7011,三菱重,東P,"4,547",+117,+2.64,23369500,58.8,5.76,0.53,106261116500
20,1579,日経ブル２,東Ｅ,515.3,+27.6,+5.66,21196290,ー,ー,ー,10922448236
21,7267,ホンダ,東P,"1,314.0",+13.5,+1.04,20453000,ー,0.41,5.33,26875242000
22,7203,トヨタ,東P,"3,338.0",+67.0,+2.05,18556700,12.2,1.12,2.85,61942264600
23,4689,ラインヤフー,東P,392.3,-1.5,-0.38,18120400,ー,0.91,1.86,7108632920
24,5202,板硝子,東P,492,+7,+1.44,17064800,"1,025",0.66,ー,8395881600
25,8316,三井住友ＦＧ,東P,"5,311",+163,+3.17,16139400,13.5,1.30,2.96,85716353400
26,6758,ソニーＧ,東P,"3,266.0",+34.0,+1.05,15502800,17.2,2.38,0.77,50632144800
27,6993,大黒屋,東S,151,+1,+0.67,14596400,ー,19.9,ー,2204056400
28,4005,住友化,東P,495.3,+16.2,+3.38,14477800,14.9,0.79,2.73,7170854340
29,4888,ステラファ,東G,840,-15,-1.75,13906700,ー,10.6,ー,11681628000
30,4755,楽天グループ,東P,751.1,+14.9,+2.02,13771800,ー,1.64,ー,10343998980
31,7013,ＩＨＩ,東P,"3,510.0",+91.0,+2.66,13676600,29.8,6.60,0.57,48004866000
32,8750,第一生命ＨＤ,東P,"1,450.0",+64.0,+4.62,13432500,12.8,1.28,3.59,19477125000
33,6501,日立,東P,"4,881",+71,+1.48,13127600,29.0,3.46,ー,64075815600
34,6330,東洋エンジ,東P,"2,704",+181,+7.17,13026100,ー,2.83,ー,35222574400
35,8001,伊藤忠,東P,"2,078.5",+49.0,+2.41,12985400,16.2,2.30,2.02,26990153900
36,8604,野村,東P,"1,274.5",+37.5,+3.03,12925200,ー,1.02,ー,16473167400
37,1605,ＩＮＰＥＸ,東P,"4,444",-75,-1.66,12701000,15.7,1.09,2.43,56443244000
38,7974,任天堂,東P,"8,980",-4,-0.04,11367400,29.6,3.48,2.02,102079252000
39,2181,パーソルＨＤ,東P,229.0,-1.2,-0.52,11164000,12.5,2.46,4.80,2556556000
40,6613,ＱＤレーザ,東G,"1,382",-11,-0.79,10809600,ー,11.6,ー,14938867200
41,6857,アドテスト,東P,"23,425","+1,080",+4.83,10638400,51.8,25.2,ー,249204520000
42,8411,みずほＦＧ,東P,"6,421",+262,+4.25,10547400,13.9,1.40,2.26,67724855400
43,9973,ＫＯＺＯＨＤ,東S,27,0,0.00,10511500,150,21.4,ー,283810500
44,1459,楽天Ｗベア,東Ｅ,195,-12,-5.80,10347668,ー,ー,ー,2017795260
45,7532,パンパシＨＤ,東P,974.5,+3.0,+0.31,10094000,27.2,4.44,0.87,9836603000
46,6723,ルネサス,東P,"2,424.0",+43.0,+1.81,10076500,ー,1.80,ー,24425436000
47,1475,ｉＳＴＰＸ,東Ｅ,374.8,+9.4,+2.57,9929010,ー,ー,ー,3721392948
48,8058,三菱商,東P,"5,556",+130,+2.40,9763900,29.2,2.24,1.98,54248228400
49,5803,フジクラ,東P,"27,475","+1,875",+7.32,9657200,50.5,15.0,0.78,265331570000
50,8308,りそなＨＤ,東P,"1,840.5",+71.0,+4.01,9652500,16.6,1.52,1.58,17765426250
51,6752,パナＨＤ,東P,"2,630.0",+74.5,+2.92,9213600,25.6,1.22,1.52,24231768000
52,7211,三菱自,東P,344.4,+1.4,+0.41,9048800,46.1,0.52,2.90,3116406720
53,3436,ＳＵＭＣＯ,東P,"1,762.0",+122.5,+7.47,8803300,ー,1.07,ー,15511414600
54,6522,アスタリスク,東G,"1,300",+300,+30.00,8787700,156,5.99,ー,11424010000
55,4063,信越化,東P,"6,294",+234,+3.86,8538900,24.9,2.71,1.68,53743836600
56,6702,富士通,東P,"3,351.0",+8.0,+0.24,8464100,13.7,2.91,1.49,28363199100
57,6366,千代建,東S,"1,046",-10,-0.95,8305700,3.39,-5.0,ー,8687762200
58,3853,アステリア,東P,"1,519",+280,+22.60,8149000,36.9,3.64,0.59,12378331000
59,5020,ＥＮＥＯＳ,東P,"1,376.0",+29.5,+2.19,8116700,27.4,1.16,2.47,11168579200
60,4506,住友ファーマ,東P,"1,992.5",+93.0,+4.90,7917400,7.76,2.74,ー,15775419500
61,6762,ＴＤＫ,東P,"2,089.5",+52.0,+2.55,7848500,20.9,1.89,1.63,16399440750
62,9433,ＫＤＤＩ,東P,"2,705.5",+28.0,+1.05,7745000,13.8,2.07,2.96,20954097500
63,314A,ｉＳゴールド,東Ｅ,343.2,+13.2,+4.00,7660060,ー,ー,ー,2628932592
64,8801,三井不,東P,"1,753.0",+14.5,+0.83,7635300,17.6,1.49,1.94,13384680900
65,8031,三井物,東P,"6,253",+106,+1.72,7598100,21.6,2.10,1.84,47510919300
66,1357,日経Ｄインバ,東Ｅ,"4,823",-292,-5.71,7536322,ー,ー,ー,36347681006
67,6981,村田製,東P,"3,660.0",+117.0,+3.30,7462600,30.3,2.55,1.64,27313116000
68,4188,三菱ケミＧ,東P,935.0,+30.8,+3.41,7333300,27.0,0.69,3.42,6856635500
69,1356,ＴＰＸベア２,東Ｅ,142.3,-7.7,-5.13,7308480,ー,ー,ー,1039996704
70,2146,ＵＴ,東P,201,+1,+0.50,7207100,18.8,4.54,5.40,1448627100
71,9107,川崎汽,東P,"2,633.5",+51.0,+1.97,7160100,14.5,0.96,4.56,18856123350
72,2502,アサヒ,東P,"1,564.5",+0.5,+0.03,7047100,13.7,0.81,3.32,11025187950
73,7182,ゆうちょ銀,東P,"2,645.0",+67.0,+2.60,6808100,18.8,1.01,2.65,18007424500
74,5801,古河電,東P,"31,240","+3,155",+11.23,6757600,40.7,5.82,0.51,211107424000
75,7733,オリンパス,東P,"1,435.5",+27.5,+1.95,6443100,29.0,2.04,2.09,9249070050
76,6902,デンソー,東P,"1,921.5",+14.0,+0.73,6414000,12.3,0.98,3.33,12324501000
77,4568,第一三共,東P,"2,974.0",-36.0,-1.20,6406300,18.9,3.19,2.62,19052336200
78,3103,ユニチカ,東P,"1,397",+80,+6.07,6343100,4.03,1.77,ー,8861310700
