No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,6740,Ｊディスプレ,東P,93,-2,-2.11,275840000,ー,-12,ー,25653120000
2,1360,日経ベア２,東Ｅ,121.1,+5.4,+4.67,230916160,ー,ー,ー,27963946976
3,8918,ランド,東S,10,+1,+11.11,229855000,40.0,1.78,ー,2298550000
4,9432,ＮＴＴ,東P,157.0,+1.1,+0.71,209197900,13.3,1.34,3.38,32844070300
5,4564,オンコセラピ,東G,22,0,0.00,146980200,ー,4.08,ー,3233564400
6,9434,ＳＢ,東P,215.4,+2.4,+1.13,85926400,19.3,4.25,3.99,18508546560
7,4597,ソレイジア,東G,37,+5,+15.63,71464100,ー,5.76,ー,2644171700
8,9501,東電ＨＤ,東P,648.3,-13.0,-1.97,69989300,ー,0.38,ー,45374063190
9,9984,ＳＢＧ,東P,"3,604",-160,-4.25,68824100,ー,1.31,0.31,248042056400
10,8729,ソニーＦＧ,東P,146.7,-0.1,-0.07,63912200,19.7,1.48,2.59,9375919740
11,5803,フジクラ,東P,"4,293",-153,-3.44,56992200,47.4,14.0,0.83,244667514600
12,8306,三菱ＵＦＪ,東P,"2,760.0",-48.0,-1.71,46325800,14.8,1.46,2.68,127859208000
13,285A,キオクシア,東P,"21,095",-705,-3.23,45516500,23.8,11.8,ー,960170567500
14,1579,日経ブル２,東Ｅ,495.0,-25.5,-4.90,39533260,ー,ー,ー,19568963700
15,5016,ＪＸ金属,東P,"3,528.0",-169.0,-4.57,38321200,35.1,4.92,0.77,135197193600
16,7011,三菱重,東P,"4,711",+121,+2.64,34583700,60.9,5.97,0.51,162923810700
17,1605,ＩＮＰＥＸ,東P,"4,567",-134,-2.85,32548200,16.1,1.12,2.36,148647629400
18,7201,日産自,東P,345.8,-0.3,-0.09,28935600,ー,0.25,ー,10005930480
19,5401,日本製鉄,東P,584.0,-8.0,-1.35,26219900,ー,0.57,4.11,15312421600
20,3315,日本コークス,東P,116,-5,-4.13,24599900,ー,0.91,ー,2853588400
21,8136,サンリオ,東P,990.0,+1.0,+0.10,24337800,23.1,8.72,1.33,24094422000
22,3350,メタプラ,東S,302,-6,-1.95,23670600,ー,0.84,ー,7148521200
23,6993,大黒屋,東S,124,-17,-12.06,23442000,ー,16.3,ー,2906808000
24,7203,トヨタ,東P,"3,262.0",-49.0,-1.48,21711400,11.9,1.09,2.91,70822586800
25,1459,楽天Ｗベア,東Ｅ,199,+8,+4.19,20907290,ー,ー,ー,4160550710
26,7211,三菱自,東P,305.5,-4.5,-1.45,20534500,40.9,0.46,3.27,6273289750
27,7013,ＩＨＩ,東P,"3,380.0",+50.0,+1.50,19946300,28.7,6.36,0.59,67418494000
28,7267,ホンダ,東P,"1,273.0",-13.0,-1.01,19242900,ー,0.40,5.50,24496211700
29,4005,住友化,東P,523.6,-10.6,-1.98,18832600,15.7,0.84,2.58,9860749360
30,1356,ＴＰＸベア２,東Ｅ,141.3,+4.1,+2.99,18713440,ー,ー,ー,2644209072
31,7012,川重,東P,"3,128.0",-40.0,-1.26,17127400,29.1,3.24,1.06,53574507200
32,6762,ＴＤＫ,東P,"1,945.5",-127.5,-6.15,16626000,19.4,1.76,1.75,32345883000
33,4689,ラインヤフー,東P,391.2,-4.3,-1.09,16268600,ー,0.90,1.87,6364276320
34,186A,アストロＨＤ,東G,"1,006",+83,+8.99,16016800,ー,13.1,ー,16112900800
35,8316,三井住友ＦＧ,東P,"5,388",-67,-1.23,15876200,13.7,1.31,2.91,85540965600
36,1306,野村東証指数,東Ｅ,383.0,-6.2,-1.59,14557440,ー,ー,ー,5575499520
37,4506,住友ファーマ,東P,"2,018.5",-213.5,-9.57,14469100,7.86,2.78,ー,29205878350
38,4755,楽天グループ,東P,736.7,-18.3,-2.42,14121300,ー,1.61,ー,10403161710
39,6857,アドテスト,東P,"21,125","-1,375",-6.11,13378000,46.7,22.7,ー,282610250000
40,6758,ソニーＧ,東P,"3,329.0",-43.0,-1.28,13365300,17.4,2.41,0.75,44493083700
41,2134,北浜ＣＰ,東S,33,+3,+10.00,13223600,ー,3.22,ー,436378800
42,1357,日経Ｄインバ,東Ｅ,"4,931",+218,+4.63,12973687,ー,ー,ー,63973250597
43,7532,パンパシＨＤ,東P,936.5,-45.9,-4.67,12692200,26.2,4.27,0.91,11886245300
44,6366,千代建,東S,978,-12,-1.21,12643900,3.17,-4.6,ー,12365734200
