No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,9432,ＮＴＴ,東P,155.9,-1.3,-0.83,214482500,13.2,1.34,3.40,33437821750
2,8918,ランド,東S,9,0,0.00,210369800,36.0,1.60,ー,1893328200
3,1360,日経ベア２,東Ｅ,115.7,-13.0,-10.10,167212040,ー,ー,ー,19346433028
4,6740,Ｊディスプレ,東P,95,+23,+31.94,160066100,ー,-12,ー,15206279500
5,4564,オンコセラピ,東G,22,+1,+4.76,121594500,ー,4.08,ー,2675079000
6,9434,ＳＢ,東P,213.0,+1.9,+0.90,106418500,19.1,4.20,4.04,22667140500
7,9501,東電ＨＤ,東P,661.3,+22.4,+3.51,64518700,ー,0.38,ー,42666216310
8,8729,ソニーＦＧ,東P,146.8,+3.6,+2.51,58943100,19.7,1.48,2.59,8652847080
9,8306,三菱ＵＦＪ,東P,"2,808.0",+208.0,+8.00,54819500,15.1,1.48,2.64,153933156000
10,4597,ソレイジア,東G,32,+1,+3.23,51992200,ー,4.98,ー,1663750400
11,9984,ＳＢＧ,東P,"3,764.0",+209.0,+5.88,49237100,ー,1.37,0.29,185328444400
12,5803,フジクラ,東P,"4,446",+356,+8.70,48295400,49.1,14.5,0.81,214721348400
13,285A,キオクシア,東P,"21,800","+2,720",+14.26,34610900,24.6,12.2,ー,754517620000
14,5016,ＪＸ金属,東P,"3,697.0",+385.0,+11.62,32745300,36.8,5.16,0.73,121059374100
15,1579,日経ブル２,東Ｅ,520.5,+47.6,+10.07,31555600,ー,ー,ー,16424689800
16,7203,トヨタ,東P,"3,311.0",+149.0,+4.71,25388600,12.1,1.11,2.87,84061654600
17,5401,日本製鉄,東P,592.0,+16.1,+2.80,23792900,ー,0.58,4.05,14085396800
18,6993,大黒屋,東S,141,0,0.00,23620000,ー,18.6,ー,3330420000
19,7201,日産自,東P,346.1,+13.1,+3.93,22778000,ー,0.25,ー,7883465800
20,7011,三菱重,東P,"4,590",+367,+8.69,22456000,59.3,5.81,0.52,103073040000
21,8136,サンリオ,東P,989.0,+9.8,+1.00,20538700,23.1,8.71,1.33,20312774300
22,7013,ＩＨＩ,東P,"3,330.0",+192.0,+6.12,20471000,28.2,6.26,0.60,68168430000
23,9433,ＫＤＤＩ,東P,"2,633.0",-90.5,-3.32,20301200,14.4,2.03,3.04,53453059600
24,7267,ホンダ,東P,"1,286.0",+28.5,+2.27,20216100,ー,0.40,5.44,25997904600
25,1306,野村東証指数,東Ｅ,389.2,+17.8,+4.79,19862090,ー,ー,ー,7730325428
26,4689,ラインヤフー,東P,395.5,+12.8,+3.34,19710300,ー,0.91,1.85,7795423650
27,8316,三井住友ＦＧ,東P,"5,455",+449,+8.97,19037000,13.9,1.33,2.88,103846835000
28,7211,三菱自,東P,310.0,+2.8,+0.91,18648600,41.5,0.47,3.23,5781066000
29,3315,日本コークス,東P,121,+6,+5.22,18575600,ー,0.95,ー,2247647600
30,6758,ソニーＧ,東P,"3,372.0",+163.0,+5.08,17015200,17.6,2.44,0.74,57375254400
31,7012,川重,東P,"3,168.0",+271.0,+9.35,16914500,29.4,3.28,1.05,53585136000
32,3350,メタプラ,東S,308,+14,+4.76,16355300,ー,0.86,ー,5037432400
33,1459,楽天Ｗベア,東Ｅ,191,-21,-9.91,15860907,ー,ー,ー,3029433237
34,4005,住友化,東P,534.2,+34.7,+6.95,14981200,16.0,0.86,2.53,8002957040
35,8001,伊藤忠,東P,"2,070.0",+95.5,+4.84,14804500,16.1,2.29,2.03,30645315000
36,1605,ＩＮＰＥＸ,東P,"4,701",+23,+0.49,14486800,16.6,1.15,2.30,68102446800
37,6501,日立,東P,"4,732",+268,+6.00,13925900,28.1,3.36,ー,65897358800
38,8604,野村,東P,"1,285.0",+81.0,+6.73,12644000,ー,1.03,ー,16247540000
39,8411,みずほＦＧ,東P,"6,609",+522,+8.58,12619800,14.3,1.44,2.19,83404258200
40,6366,千代建,東S,990,+97,+10.86,12413000,3.21,-4.7,ー,12288870000
41,3237,イントランス,東G,79,+17,+27.42,12317700,67.0,9.88,ー,973098300
42,7733,オリンパス,東P,"1,565.0",+76.5,+5.14,12304500,31.6,2.23,1.92,19256542500
43,5020,ＥＮＥＯＳ,東P,"1,497.0",+86.5,+6.13,12000600,29.8,1.26,2.27,17964898200
44,6752,パナＨＤ,東P,"2,774.0",+188.5,+7.29,11963200,27.0,1.29,1.44,33185916800
45,4755,楽天グループ,東P,755.0,+31.9,+4.41,11817800,ー,1.65,ー,8922439000
46,9104,商船三井,東P,"6,498",+2,+0.03,11491900,11.2,0.83,3.08,74674366200
47,1357,日経Ｄインバ,東Ｅ,"4,713",-533,-10.16,11379644,ー,ー,ー,53632262172
48,6857,アドテスト,東P,"22,500","+2,170",+10.67,11328200,49.7,24.2,ー,254884500000
49,7532,パンパシＨＤ,東P,982.4,+14.2,+1.47,11166000,27.4,4.48,0.87,10969478400
50,8058,三菱商,東P,"5,490",+173,+3.25,11116700,28.7,2.21,2.00,61030683000
51,8750,第一ライフ,東P,"1,499.0",+78.0,+5.49,10937000,13.3,1.33,3.47,16394563000
52,3436,ＳＵＭＣＯ,東P,"1,748.5",+89.0,+5.36,10842200,ー,1.06,ー,18957586700
53,8308,りそなＨＤ,東P,"1,869.5",+147.0,+8.53,10820600,16.8,1.54,1.55,20229111700
54,1356,ＴＰＸベア２,東Ｅ,137.2,-14.7,-9.68,10519690,ー,ー,ー,1443301467
55,6762,ＴＤＫ,東P,"2,073.0",+107.0,+5.44,10442300,20.7,1.88,1.64,21646887900
56,6902,デンソー,東P,"1,954.0",+6.5,+0.33,10403600,12.5,0.99,3.28,20328634400
57,6098,リクルート,東P,"7,145",+619,+9.49,10341400,20.7,6.38,0.35,73889303000
58,543A,アーチオン,東P,431,ー,ー,10246600,ー,ー,ー,4416284600
59,6723,ルネサス,東P,"2,323.5",+172.0,+7.99,10184100,ー,1.72,ー,23662756350
60,5802,住友電,東P,"9,269",+889,+10.61,9946100,22.6,2.91,1.27,92190400900
61,7182,ゆうちょ銀,東P,"2,709.5",+192.0,+7.63,9914600,19.3,1.03,2.58,26863608700
62,6702,富士通,東P,"3,299.0",+127.0,+4.00,9459900,13.5,2.86,1.52,31208210100
63,4063,信越化,東P,"6,505",+246,+3.93,9274100,25.7,2.80,1.63,60328020500
64,4506,住友ファーマ,東P,"2,232.0",+156.5,+7.54,9076300,8.69,3.07,ー,20258301600
65,8031,三井物,東P,"6,325",+366,+6.14,9002900,21.9,2.13,1.82,56943342500
66,5801,古河電,東P,"32,490","+3,705",+12.87,8973300,42.3,6.05,0.49,291542517000
67,7269,スズキ,東P,"1,897.5",+22.0,+1.17,8779400,9.39,1.11,2.42,16658911500
68,6503,三菱電,東P,"5,337",+349,+7.00,8731700,30.3,2.62,1.03,46601082900
69,9107,川崎汽,東P,"2,725.5",+86.5,+3.28,8524400,15.0,0.99,4.40,23233252200
70,8801,三井不,東P,"1,713.0",+57.5,+3.47,8475700,17.2,1.46,1.98,14518874100
71,8766,東京海上,東P,"7,490",+182,+2.49,8388900,13.8,2.64,2.82,62832861000
72,6526,ソシオネクス,東P,"1,992.5",+123.5,+6.61,8387100,52.1,2.71,2.51,16711296750
73,2181,パーソルＨＤ,東P,234.3,+3.3,+1.43,8323700,12.8,2.51,4.69,1950242910
74,6072,地盤ＨＤ,東S,885,-75,-7.81,8286000,113,14.0,ー,7333110000
75,4594,ブライトパス,東G,67,-2,-2.90,7870100,ー,8.31,ー,527296700
76,4188,三菱ケミＧ,東P,946.1,+47.1,+5.24,7627400,27.3,0.69,3.38,7216283140
77,7777,３ＤＭ,東G,455,+37,+8.85,7594000,55.8,12.1,ー,3455270000
78,7974,任天堂,東P,"9,005",+230,+2.62,7542000,29.7,3.49,2.01,67915710000
79,6963,ローム,東P,"3,356.0",+303.0,+9.92,7492200,130,1.40,1.49,25143823200
80,4503,アステラス,東P,"2,657.5",+138.5,+5.50,7394700,19.0,2.70,2.94,19651415250
81,3382,セブン＆アイ,東P,"2,195.0",+71.5,+3.37,7284400,18.8,1.45,2.28,15989258000
82,4568,第一三共,東P,"2,887.0",+121.0,+4.37,7217100,18.2,3.07,2.70,20835767700
83,7261,マツダ,東P,"1,082.0",+43.0,+4.14,7193500,34.1,0.38,5.08,7783367000
84,4543,テルモ,東P,"2,169.5",+61.5,+2.92,6732100,23.5,2.10,1.38,14605290950
85,4565,ネクセラ,東P,"1,015",+143,+16.40,6730900,ー,1.51,ー,6831863500
86,6613,ＱＤレーザ,東G,"1,215",-1,-0.08,6677600,ー,10.2,ー,8113284000
87,3407,旭化成,東P,"1,590.5",+81.5,+5.40,6510600,14.9,1.08,2.51,10355109300
88,4901,富士フイルム,東P,"3,078.0",+111.5,+3.76,6491700,14.0,1.00,2.27,19981452600
89,6981,村田製,東P,"3,671.0",+262.0,+7.69,6385000,30.4,2.56,1.63,23439335000
90,3861,王子ＨＤ,東P,853.8,+6.5,+0.77,6153500,15.1,0.72,4.22,5253858300
