No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,4564,オンコセラピ,東G,26,+2,+8.33,250903700,ー,4.82,ー,6523496200
2,8918,ランド,東S,9,-1,-10.00,180575900,10.2,1.51,ー,1625183100
3,1360,日経ベア２,東Ｅ,98.5,-4.8,-4.65,165238600,ー,ー,ー,16276002100
4,9432,ＮＴＴ,東P,152.1,-0.5,-0.33,163389100,12.8,1.30,3.48,24851482110
5,9984,ＳＢＧ,東P,"4,242",+478,+12.70,93692500,ー,1.55,0.26,397443585000
6,6740,Ｊディスプレ,東P,90,+8,+9.76,92525400,ー,-11,ー,8327286000
7,9434,ＳＢ,東P,217.8,-1.7,-0.77,91387800,19.5,4.29,3.95,19904262840
8,4597,ソレイジア,東G,34,+1,+3.03,77376100,ー,5.30,ー,2630787400
9,5803,フジクラ,東P,"5,935",+237,+4.16,63357200,65.5,19.4,0.60,376024982000
10,9501,東電ＨＤ,東P,650.0,-1.3,-0.20,55894900,ー,0.38,ー,36331685000
11,285A,キオクシア,東P,"35,000","+3,730",+11.93,46069600,39.5,19.5,ー,1612436000000
12,5016,ＪＸ金属,東P,"5,156",+521,+11.24,43944500,51.3,7.19,0.52,226577842000
13,8729,ソニーＦＧ,東P,144.3,+1.3,+0.91,38766400,19.4,1.46,2.63,5593991520
14,8306,三菱ＵＦＪ,東P,"2,850.0",-10.0,-0.35,38689000,15.3,1.51,2.60,110263650000
15,3350,メタプラ,東S,327,+18,+5.83,35411700,ー,0.91,ー,11579625900
16,6613,ＱＤレーザ,東G,"1,462",+241,+19.74,27264300,ー,12.2,ー,39860406600
17,5856,ＬＩＥＨ,東S,38,+3,+8.57,27171900,ー,1.67,ー,1032532200
18,8136,サンリオ,東P,"1,001.0",+19.3,+1.97,22750600,23.3,8.81,1.32,22773350600
19,1579,日経ブル２,東Ｅ,599.4,+26.7,+4.66,20771340,ー,ー,ー,12450341196
20,7201,日産自,東P,351.8,+5.0,+1.44,19818100,ー,0.25,ー,6972007580
21,3103,ユニチカ,東S,"2,163",+400,+22.69,19606200,6.24,2.74,ー,42408210600
22,5401,日本製鉄,東P,595.0,-0.8,-0.13,18859800,ー,0.58,4.03,11221581000
23,7211,三菱自,東P,314.9,+9.9,+3.25,17750600,42.2,0.47,3.18,5589663940
24,7267,ホンダ,東P,"1,269.0",+15.0,+1.20,17087000,ー,0.40,5.52,21683403000
25,7011,三菱重,東P,"4,749",-12,-0.25,16995600,61.4,6.01,0.51,80712104400
26,7203,トヨタ,東P,"3,326.0",+7.0,+0.21,15920200,12.1,1.11,2.86,52950585200
27,8001,伊藤忠,東P,"1,985.0",-18.5,-0.92,15719300,15.4,2.20,2.12,31202810500
28,7012,川重,東P,"3,445.0",+100.0,+2.99,15678800,32.0,3.57,0.96,54013466000
