No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,9432,ＮＴＴ,東P,150.8,-1.2,-0.79,320065400,12.7,1.29,3.51,48265862320
2,8918,ランド,東S,10,0,0.00,243797100,11.4,1.68,ー,2437971000
3,1360,日経ベア２,東Ｅ,81.7,-11.2,-12.06,207920230,ー,ー,ー,16987082791
4,4564,オンコセラピ,東G,23,0,0.00,159548600,ー,4.27,ー,3669617800
5,9984,ＳＢＧ,東P,"6,424","+1,000",+18.44,119003600,ー,2.34,0.17,764479126400
6,8729,ソニーＦＧ,東P,140.8,-0.7,-0.49,101247600,18.9,1.42,2.70,14255662080
7,9434,ＳＢ,東P,221.3,+0.7,+0.32,99851600,19.8,4.36,3.89,22097159080
8,3350,メタプラ,東S,362,+37,+11.38,93836200,ー,1.01,ー,33968704400
9,9501,東電ＨＤ,東P,624.0,+11.3,+1.84,75841900,ー,0.42,ー,47325345600
10,8136,サンリオ,東P,850.7,-59.2,-6.51,70512400,19.8,7.49,1.55,59984898680
11,8306,三菱ＵＦＪ,東P,"2,863.0",+65.0,+2.32,53805900,15.4,1.51,2.58,154046291700
12,4597,ソレイジア,東G,32,0,0.00,52670200,ー,4.98,ー,1685446400
13,5803,フジクラ,東P,"6,498",+690,+11.88,49010500,71.7,21.2,0.55,318470229000
14,5401,日本製鉄,東P,582.7,+10.8,+1.89,39379900,ー,0.57,4.12,22946667730
15,7203,トヨタ,東P,"2,978.0",-22.0,-0.73,37816000,10.9,1.00,3.19,112616048000
16,4689,ラインヤフー,東P,439.7,+20.0,+4.77,37358800,ー,1.02,1.66,16426664360
17,5016,ＪＸ金属,東P,"5,276",+506,+10.61,36653000,52.5,7.36,0.51,193381228000
18,8001,伊藤忠,東P,"2,009.0",+22.0,+1.11,36042100,14.8,2.13,2.19,72408578900
19,6740,Ｊディスプレ,東P,89,0,0.00,35449100,ー,-11,ー,3154969900
20,6723,ルネサス,東P,"3,623.0",+418.0,+13.04,33631800,ー,2.59,ー,121848011400
21,6758,ソニーＧ,東P,"3,130.0",+3.0,+0.10,32973800,16.4,2.26,0.80,103207994000
