No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,8918,ランド,東S,10,-1,-9.09,210067100,11.4,1.68,ー,2100671000
2,9432,ＮＴＴ,東P,151.5,-0.8,-0.53,166036600,12.8,1.30,3.50,25154544900
3,9984,ＳＢＧ,東P,"5,620",+439,+8.47,154144000,ー,2.05,0.20,866289280000
4,1360,日経ベア２,東Ｅ,92.6,-0.6,-0.64,105339970,ー,ー,ー,9754481222
5,4597,ソレイジア,東G,37,-2,-5.13,89947300,ー,5.76,ー,3328050100
6,9501,東電ＨＤ,東P,625.3,+22.1,+3.66,79827900,ー,0.36,ー,49916385870
7,9434,ＳＢ,東P,219.3,-2.7,-1.22,56480300,19.7,4.32,3.92,12386129790
8,6740,Ｊディスプレ,東P,103,-1,-0.96,51605500,ー,-13,ー,5315366500
9,4506,住友ファーマ,東P,"1,990.0",-4.0,-0.20,49188000,7.75,2.74,ー,97884120000
10,3656,ＫＬａｂ,東P,334,+25,+8.09,46337100,ー,2.59,ー,15476591400
11,8729,ソニーＦＧ,東P,146.2,+0.5,+0.34,44100900,19.6,1.48,2.60,6447551579
12,5803,フジクラ,東P,"5,985",+96,+1.63,42928800,66.1,19.5,0.60,256928868000
13,8306,三菱ＵＦＪ,東P,"2,794.0",-36.5,-1.29,38846200,15.0,1.48,2.65,108536282800
14,285A,キオクシア,東P,"34,800","+2,060",+6.29,33385900,39.3,19.4,ー,1161829320000
15,3103,ユニチカ,東S,"2,835",-210,-6.90,29411100,8.17,3.59,ー,83380468500
16,3350,メタプラ,東S,336,-3,-0.88,26659600,ー,0.93,ー,8957625600
17,8136,サンリオ,東P,994.2,-57.3,-5.45,23101200,23.2,8.75,1.33,22967213040
18,5016,ＪＸ金属,東P,"4,855",+35,+0.73,22709000,48.4,6.77,0.56,110252195000
19,7013,ＩＨＩ,東P,"3,054.0",-33.0,-1.07,21936800,25.9,5.74,0.65,66994987200
20,3936,ＧＷ,東G,235,+37,+18.69,20844800,159,11.4,ー,4898528000
21,1306,野村東証指数,東Ｅ,396.9,-2.6,-0.65,20743070,ー,ー,ー,8232924483
22,7011,三菱重,東P,"4,508",-14,-0.31,20727400,58.3,5.71,0.53,93439119200
23,7203,トヨタ,東P,"3,191.0",-89.0,-2.71,20463800,11.7,1.07,2.98,65299985800
24,5401,日本製鉄,東P,587.6,-5.6,-0.94,18514900,ー,0.58,4.08,10879355240
25,3697,ＳＨＩＦＴ,東P,724.3,+47.6,+7.03,17570000,ー,4.85,ー,12725951000
26,6762,ＴＤＫ,東P,"2,700.5",+124.5,+4.83,17013700,27.0,2.45,1.26,45945496850
27,7201,日産自,東P,366.9,-3.1,-0.84,15611600,ー,0.26,ー,5727896040
28,1579,日経ブル２,東Ｅ,635.5,+5.1,+0.81,14256020,ー,ー,ー,9059700710
29,4689,ラインヤフー,東P,428.4,-3.4,-0.79,14221000,ー,0.99,1.70,6092276400
30,6723,ルネサス,東P,"3,093.0",+14.0,+0.45,14210900,ー,2.30,ー,43954313700
31,4564,オンコセラピ,東G,26,-1,-3.70,13997800,ー,4.82,ー,363942800
32,3436,ＳＵＭＣＯ,東P,"2,241.0",+15.0,+0.67,13293900,ー,1.36,ー,29791629900
33,7012,川重,東P,"3,101.0",-37.0,-1.18,13092200,28.8,3.21,1.07,40598912200
34,268A,リガクＨＤ,東P,"2,621",-145,-5.24,12983600,47.5,6.71,0.72,34030015600
35,7267,ホンダ,東P,"1,322.5",-19.5,-1.45,12012300,ー,0.41,5.29,15886266750
36,8001,伊藤忠,東P,"1,937.5",-26.0,-1.32,11514300,15.1,2.15,2.17,22308956250
37,4755,楽天グループ,東P,795.8,-13.0,-1.61,11269000,ー,1.74,ー,8967870200
38,6501,日立,東P,"5,034",-155,-2.99,11183900,29.8,3.56,ー,56299752600
39,6613,ＱＤレーザ,東G,"1,526",-83,-5.16,10711900,ー,12.8,ー,16346359400
40,6758,ソニーＧ,東P,"3,343.0",-3.0,-0.09,10601800,17.5,2.42,0.75,35441817400
41,1366,ｉＦ日経Ｗベ,東Ｅ,95,-1,-1.04,10368347,ー,ー,ー,984992965
42,7003,三井Ｅ＆Ｓ,東P,"6,000",+289,+5.06,9855500,19.5,2.96,0.83,59133000000
43,2181,パーソルＨＤ,東P,244.2,+3.5,+1.45,9631700,13.3,2.62,4.50,2352061140
44,8316,三井住友ＦＧ,東P,"5,442",-29,-0.53,9352200,13.9,1.33,2.88,50894672400
45,8058,三菱商,東P,"4,746",-98,-2.02,9339900,24.8,1.91,2.32,44327165400
46,7211,三菱自,東P,320.8,-6.9,-2.11,9222100,43.0,0.48,3.12,2958449680
47,6857,アドテスト,東P,"27,900",+700,+2.57,9077500,61.6,30.0,ー,253262250000
48,4005,住友化,東P,509.2,-6.1,-1.18,8999400,15.3,0.82,2.65,4582494480
49,6525,コクサイエレ,東P,"6,638",-251,-3.64,8903600,55.6,7.28,0.54,59102096800
50,8308,りそなＨＤ,東P,"1,855.5",-58.0,-3.03,8762100,16.7,1.53,1.56,16258076550
51,6085,アーキテクツ,東G,430,+50,+13.16,8562600,"1,303",-222,ー,3681918000
52,6993,大黒屋,東S,113,-7,-5.83,8327500,ー,14.9,ー,941007500
53,402A,アクセルＨＤ,東G,743,+39,+5.54,8258500,ー,6.57,ー,6136065500
54,8411,みずほＦＧ,東P,"6,613",-34,-0.51,7751100,14.3,1.44,2.19,51258024300
55,6981,村田製,東P,"4,911",+101,+2.10,7750500,40.6,3.42,1.22,38062705500
56,4651,サニックスＨ,東S,253,-27,-9.64,7740900,14.8,1.23,0.79,1958447700
57,3823,ＷＨＤＣ,東S,51,-3,-5.56,7692300,ー,4.93,ー,392307300
58,1356,ＴＰＸベア２,東Ｅ,131.3,+2.2,+1.70,7617420,ー,ー,ー,1000167246
59,4062,イビデン,東P,"11,200",+640,+6.06,7596200,84.5,5.77,0.22,85077440000
60,8031,三井物,東P,"5,614",-166,-2.87,7450600,19.4,1.89,2.05,41827668400
61,6702,富士通,東P,"3,878",-5,-0.13,7419400,15.8,3.37,1.29,28772433200
62,7182,ゆうちょ銀,東P,"2,555.0",-45.0,-1.73,7408100,18.2,0.97,2.74,18927695500
63,1605,ＩＮＰＥＸ,東P,"3,807",-23,-0.60,7335600,13.4,0.93,2.84,27926629200
64,8113,ユニチャーム,東P,978.0,+6.0,+0.62,7225200,19.5,2.12,2.25,7066245600
65,8604,野村,東P,"1,331.5",-3.0,-0.22,7073400,ー,1.05,ー,9418232100
66,6701,ＮＥＣ,東P,"4,524",+93,+2.10,7058500,ー,2.90,0.71,31932654000
67,2502,アサヒ,東P,"1,581.5",-43.5,-2.68,7030600,13.8,0.82,3.29,11118893900
68,5802,住友電,東P,"10,700",+400,+3.88,7019400,26.1,3.36,1.10,75107580000
69,7532,パンパシＨＤ,東P,949.4,+7.4,+0.79,6811900,26.5,4.32,0.90,6467217860
70,5020,ＥＮＥＯＳ,東P,"1,319.0",-6.5,-0.49,6805400,26.3,1.11,2.58,8976322600
71,5341,アサヒエイト,東S,430,+52,+13.76,6758200,ー,3.06,ー,2906026000
72,6098,リクルート,東P,"7,953",+100,+1.27,6754900,23.0,7.11,0.31,53721719700
73,6752,パナＨＤ,東P,"2,985.0",-34.0,-1.13,6724200,29.0,1.39,1.34,20071737000
74,1357,日経Ｄインバ,東Ｅ,"3,772",-28,-0.74,6676559,ー,ー,ー,25183980548
75,8801,三井不,東P,"1,719.0",-30.0,-1.72,6632900,17.3,1.46,1.98,11401955100
76,186A,アストロＨＤ,東G,"1,450",-2,-0.14,6547800,ー,18.9,ー,9494310000
77,7269,スズキ,東P,"1,825.0",-43.5,-2.33,6543500,9.03,1.07,2.52,11941887500
78,4063,信越化,東P,"6,642",-91,-1.35,6503000,26.2,2.86,1.60,43192926000
79,7261,マツダ,東P,"1,070.0",-12.0,-1.11,6389300,33.7,0.37,5.14,6836551000
80,4568,第一三共,東P,"2,843.5",-71.5,-2.45,6375400,18.0,3.02,2.74,18128449900
81,6217,津田駒,東S,"1,933",+558,+40.58,6351300,49.4,4.70,ー,12277062900
82,543A,ＡＲＣＨＩＯ,東P,360,-9,-2.44,6258100,12.4,4.32,ー,2252916000
83,1459,楽天Ｗベア,東Ｅ,152,-1,-0.65,6166507,ー,ー,ー,937309064
84,8267,イオン,東P,"1,665.5",-17.5,-1.04,6163300,63.1,3.78,0.90,10264976150
85,6522,アスタリスク,東G,"1,351",+15,+1.12,6125400,167,6.35,ー,8275415400
86,8750,第一ライフ,東P,"1,437.0",-7.5,-0.52,6118500,12.7,1.27,3.62,8792284500
87,6594,ニデック,東P,"2,429",+52,+2.19,6081000,ー,1.58,ー,14770749000
88,2134,北浜ＣＰ,東S,31,-1,-3.13,6036800,ー,3.02,ー,187140800
89,9843,ニトリＨＤ,東P,"2,384.0",-59.0,-2.42,6021800,14.3,1.38,1.29,14355971200
90,7974,任天堂,東P,"8,413",-16,-0.19,5956000,27.7,3.26,2.15,50107828000
91,6232,ＡＣＳＬ,東G,"2,122",+400,+23.23,5941300,ー,24.6,ー,12607438600
92,2342,トランスＧＧ,東S,327,+44,+15.55,5906700,136,1.10,ー,1931490900
93,9433,ＫＤＤＩ,東P,"2,613.0",-20.5,-0.78,5808000,14.3,2.02,3.06,15176304000
94,6954,ファナック,東P,"6,511",+33,+0.51,5444200,38.5,3.38,ー,35447186200
95,8303,ＳＢＩ新生銀,東P,"1,635.0",-23.0,-1.39,5367000,14.5,1.22,2.08,8775045000
96,4684,オービック,東P,"4,582",+440,+10.62,5358500,24.2,3.85,2.05,24552647000
97,8766,東京海上,東P,"7,218",+59,+0.82,5334100,13.6,2.61,2.92,38501533800
98,4004,レゾナック,東P,"14,455","+1,125",+8.44,5223800,34.0,3.74,0.45,75510029000
99,8105,ＢＴＣＪＰＮ,東S,164,-11,-6.29,5210000,ー,3.91,ー,854440000
100,6366,千代建,東S,"1,064",-27,-2.47,5195100,3.45,-5.0,ー,5527586400
101,1475,ｉＳＴＰＸ,東Ｅ,386.9,-3.1,-0.79,5165980,ー,ー,ー,1998717662
102,7419,ノジマ,東P,"1,197",-83,-6.48,5130700,8.62,1.48,1.31,6141447900
103,3070,ジェリビンズ,東G,110,-5,-4.35,5029400,54.2,1.87,ー,553234000
104,3382,セブン＆アイ,東P,"1,982.5",-22.5,-1.12,5020900,17.0,1.27,3.03,9953934250
105,5019,出光興産,東P,"1,385.0",-26.5,-1.88,4936300,22.6,0.96,2.60,6836775500
106,4502,武田,東P,"5,318",-170,-3.10,4930100,54.6,1.10,3.76,26218271800
107,6526,ソシオネクス,東P,"1,870.0",-4.0,-0.21,4881200,48.9,2.54,2.67,9127844000
108,4188,三菱ケミＧ,東P,941.4,-27.9,-2.88,4788500,27.2,0.69,3.40,4507893900
109,7220,武蔵精密,東P,"4,445",+640,+16.82,4744200,291,2.45,0.90,21087969000
110,2146,ＵＴ,東P,186,-3,-1.59,4697700,17.4,4.19,5.83,873772200
111,8410,セブン銀,東P,266.6,-2.3,-0.86,4679300,28.3,1.14,4.13,1247501380
112,9503,関西電,東P,"2,448.0",+3.0,+0.12,4627300,7.58,0.81,3.06,11327630400
113,5411,ＪＦＥ,東P,"1,723.0",-25.0,-1.43,4505900,14.6,0.43,4.64,7763665700
114,6361,荏原,東P,"5,471",+334,+6.50,4481500,28.9,4.91,1.21,24518286500
115,6503,三菱電,東P,"5,935",-93,-1.54,4450800,33.7,2.92,0.93,26415498000
116,3664,ＷＩＺＥ,東G,37,-2,-5.13,4404800,ー,2.36,ー,162977600
117,6902,デンソー,東P,"1,925.5",-18.5,-0.95,4384100,12.3,0.98,3.32,8441584550
118,6326,クボタ,東P,"2,581.0",-60.0,-2.27,4315300,14.0,1.12,2.01,11137789300
