No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,1360,日経ベア２,東Ｅ,97.4,-1.1,-1.12,208108270,ー,ー,ー,20269745498
2,4564,オンコセラピ,東G,26,0,0.00,206612200,ー,4.82,ー,5371917200
3,8918,ランド,東S,10,+1,+11.11,196277700,11.4,1.68,ー,1962777000
4,9432,ＮＴＴ,東P,154.0,+1.9,+1.25,168195500,13.0,1.32,3.44,25902107000
5,5016,ＪＸ金属,東P,"4,893",-263,-5.10,96674100,48.7,6.83,0.55,473026371300
6,9434,ＳＢ,東P,220.8,+3.0,+1.38,94230000,19.8,4.35,3.89,20805984000
7,9984,ＳＢＧ,東P,"4,444",+202,+4.76,91516800,ー,1.62,0.25,406700659200
8,6740,Ｊディスプレ,東P,92,+2,+2.22,89688100,ー,-12,ー,8251305200
9,4597,ソレイジア,東G,34,0,0.00,83415300,ー,5.30,ー,2836120200
10,8729,ソニーＦＧ,東P,144.4,+0.1,+0.07,59145900,19.4,1.46,2.63,8540667960
11,9501,東電ＨＤ,東P,632.5,-17.5,-2.69,59078700,ー,0.37,ー,37367277750
12,5803,フジクラ,東P,"5,683",-252,-4.25,57485900,62.7,18.6,0.63,326692369700
13,3103,ユニチカ,東S,"2,081",-82,-3.79,56226400,6.00,2.64,ー,117007138400
14,8306,三菱ＵＦＪ,東P,"2,913.5",+63.5,+2.23,48273800,15.7,1.54,2.54,140645716300
15,285A,キオクシア,東P,"32,410","-2,590",-7.40,40950200,36.6,18.1,ー,1327195982000
16,4689,ラインヤフー,東P,435.2,+25.2,+6.15,36579600,ー,1.01,1.68,15919441920
17,7201,日産自,東P,362.1,+10.3,+2.93,31167000,ー,0.26,ー,11285570700
18,7011,三菱重,東P,"4,561",-188,-3.96,27484500,58.9,5.78,0.53,125356804500
19,7013,ＩＨＩ,東P,"3,153.0",-140.0,-4.25,22129800,26.7,5.93,0.63,69775259400
20,6501,日立,東P,"5,220",+263,+5.31,22050700,30.9,3.70,ー,115104654000
21,3350,メタプラ,東S,327,0,0.00,22050200,ー,0.91,ー,7210415400
22,3656,ＫＬａｂ,東P,346,+37,+11.97,21223700,ー,2.64,ー,7343400200
23,5401,日本製鉄,東P,598.0,+3.0,+0.50,20939500,ー,0.59,4.01,12521821000
24,7203,トヨタ,東P,"3,381.0",+55.0,+1.65,20317000,12.3,1.13,2.81,68691777000
25,7267,ホンダ,東P,"1,285.0",+16.0,+1.26,18743300,ー,0.40,5.45,24085140500
26,1579,日経ブル２,東Ｅ,606.0,+6.6,+1.10,18375160,ー,ー,ー,11135346960
27,3697,ＳＨＩＦＴ,東P,670.1,+12.9,+1.96,16838400,ー,4.48,ー,11283411840
28,6758,ソニーＧ,東P,"3,340.0",+60.0,+1.83,15072800,17.5,2.42,0.75,50343152000
29,8604,野村,東P,"1,363.0",+45.0,+3.41,15002200,ー,1.08,ー,20447998600
30,1306,野村東証指数,東Ｅ,399.6,+1.4,+0.35,14926010,ー,ー,ー,5964433596
31,3436,ＳＵＭＣＯ,東P,"2,238.5",+64.5,+2.97,13883200,ー,1.35,ー,31077543200
32,8058,三菱商,東P,"4,989",-204,-3.93,13794100,26.1,2.01,2.20,68818764900
33,8001,伊藤忠,東P,"1,994.5",+9.5,+0.48,13744400,15.5,2.21,2.11,27413205800
34,1459,楽天Ｗベア,東Ｅ,160,-2,-1.23,13611988,ー,ー,ー,2177918080
35,6981,村田製,東P,"4,520",+191,+4.41,13431600,37.4,3.15,1.33,60710832000
36,4568,第一三共,東P,"2,832.0",+98.0,+3.58,13364600,17.9,3.01,2.75,37848547200
37,7012,川重,東P,"3,326.0",-119.0,-3.45,13062800,30.9,3.44,1.00,43446872800
38,6701,ＮＥＣ,東P,"4,269",+186,+4.56,12938300,ー,2.74,0.75,55233602700
39,6857,アドテスト,東P,"27,585",+585,+2.17,12810000,60.9,29.7,ー,353363850000
