No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,9432,ＮＴＴ,東P,151.1,-0.1,-0.07,224139200,12.8,1.29,3.51,33867433120
2,8918,ランド,東S,10,-1,-9.09,213823900,11.4,1.68,ー,2138239000
3,4564,オンコセラピ,東G,24,0,0.00,163222900,ー,4.45,ー,3917349600
4,8729,ソニーＦＧ,東P,138.2,+5.7,+4.30,132040800,18.6,1.39,2.75,18248038560
5,9984,ＳＢＧ,東P,"5,268",-576,-9.86,97208200,ー,1.92,0.21,512092797600
6,1360,日経ベア２,東Ｅ,91.5,+2.0,+2.23,95482580,ー,ー,ー,8736656070
7,9501,東電ＨＤ,東P,611.1,+30.6,+5.27,68403700,ー,0.35,ー,41801501070
8,9434,ＳＢ,東P,219.3,+1.3,+0.60,67315900,19.7,4.32,3.92,14762376870
9,4597,ソレイジア,東G,34,+1,+3.03,51701000,ー,5.30,ー,1757834000
10,7201,日産自,東P,362.5,+11.5,+3.28,47556000,ー,0.26,ー,17239050000
11,5016,ＪＸ金属,東P,"4,824",-36,-0.74,46260800,48.0,6.73,0.56,223162099200
12,5803,フジクラ,東P,"6,281",-66,-1.04,46167300,69.3,20.5,0.57,289976811300
13,8306,三菱ＵＦＪ,東P,"2,875.0",+87.0,+3.12,45635600,15.5,1.52,2.57,131202350000
14,6740,Ｊディスプレ,東P,94,+3,+3.30,42542100,ー,-12,ー,3998957400
15,4883,モダリス,東G,66,+12,+22.22,40860400,ー,2.21,ー,2696786400
16,6501,日立,東P,"5,047",-309,-5.77,29820000,26.7,3.45,ー,150501540000
17,5401,日本製鉄,東P,577.8,+8.8,+1.55,26538800,ー,0.57,4.15,15334118639
18,6902,デンソー,東P,"1,846.5",-37.0,-1.96,25897700,13.0,0.90,4.01,47820103050
19,285A,キオクシア,東P,"36,320",+850,+2.40,25822100,41.0,20.3,ー,937858672000
20,3350,メタプラ,東S,328,-21,-6.02,25516900,ー,0.91,ー,8369543200
21,8136,サンリオ,東P,971.6,+10.2,+1.06,24870100,22.7,8.56,1.36,24163789160
22,8604,野村,東P,"1,274.0",+43.5,+3.54,23120300,ー,0.99,ー,29455262200
23,7203,トヨタ,東P,"3,112.0",+45.0,+1.47,21920800,11.4,1.04,3.05,68217529600
24,6723,ルネサス,東P,"2,913.0",-211.0,-6.75,19974900,ー,2.08,ー,58186883700
25,6857,アドテスト,東P,"29,750","-1,750",-5.56,19894900,46.4,27.1,ー,591873275000
26,7011,三菱重,東P,"4,797",+108,+2.30,19210500,62.0,6.08,0.50,92152768500
27,1306,野村東証指数,東Ｅ,400.0,+4.1,+1.04,18269570,ー,ー,ー,7307828000
28,7013,ＩＨＩ,東P,"2,959.5",+58.5,+2.02,18091200,25.1,5.57,0.68,53540906400
29,1579,日経ブル２,東Ｅ,642.2,-14.1,-2.15,17352190,ー,ー,ー,11143576418
30,8303,ＳＢＩ新生銀,東P,"1,821.5",+99.0,+5.75,17287000,14.3,1.36,2.31,31488270500
31,8308,りそなＨＤ,東P,"2,006.0",+168.0,+9.14,16843800,18.1,1.66,1.45,33788662800
32,8750,第一ライフ,東P,"1,444.0",+45.5,+3.25,16390000,12.8,1.28,3.60,23667160000
33,7267,ホンダ,東P,"1,293.5",+1.0,+0.08,16084400,ー,0.40,5.41,20805171400
34,6758,ソニーＧ,東P,"3,234.0",+46.0,+1.44,15948100,16.9,2.34,0.77,51576155400
35,3103,ユニチカ,東S,"2,234",-248,-9.99,15773900,6.44,2.83,ー,35238892600
36,8316,三井住友ＦＧ,東P,"5,648",+244,+4.52,15541200,14.4,1.38,2.78,87776697600
37,8001,伊藤忠,東P,"1,958.5",+32.5,+1.69,15352800,15.2,2.17,2.14,30068458800
38,3436,ＳＵＭＣＯ,東P,"2,347.5",-32.0,-1.34,14336500,ー,1.42,ー,33654933750
39,6762,ＴＤＫ,東P,"2,677.0",-41.0,-1.51,14100800,22.6,2.32,1.49,37747841600
40,8411,みずほＦＧ,東P,"6,936",+338,+5.12,13923800,15.0,1.51,2.09,96575476800
41,1459,楽天Ｗベア,東Ｅ,150,+3,+2.04,13661872,ー,ー,ー,2049280800
42,7012,川重,東P,"3,243.0",+150.0,+4.85,13458400,30.1,3.36,1.02,43645591200
43,4568,第一三共,東P,"2,650.5",+48.0,+1.84,13321300,16.8,2.82,2.94,35308105650
44,4506,住友ファーマ,東P,"1,851.0",-84.0,-4.34,13028100,8.14,2.87,ー,24115013100
45,6954,ファナック,東P,"6,961",-295,-4.07,12809200,35.1,3.48,ー,89164841200
46,6085,アーキテクツ,東G,640,+100,+18.52,12643700,"1,939",-330,ー,8091968000
47,6701,ＮＥＣ,東P,"4,444",-181,-3.91,12322800,ー,2.68,0.90,54762523200
48,7868,広済堂ＨＤ,東P,583,+43,+7.96,12236200,18.2,2.04,2.29,7133704600
49,2503,キリンＨＤ,東P,"2,495.0",+8.5,+0.34,12223100,12.9,1.56,3.05,30496634500
50,4689,ラインヤフー,東P,417.3,+7.2,+1.76,12214500,ー,0.96,1.75,5097110850
51,8601,大和,東P,"1,466.5",-50.0,-3.30,12085100,ー,1.15,ー,17722799150
52,6098,リクルート,東P,"7,464",+162,+2.22,11715500,21.6,6.67,0.33,87444492000
53,7532,パンパシＨＤ,東P,900.7,-13.9,-1.52,11586100,25.2,4.10,0.94,10435600270
54,7211,三菱自,東P,319.0,+6.0,+1.92,11411500,42.7,0.48,3.13,3640268500
55,8591,オリックス,東P,"5,350",+479,+9.83,10949800,13.4,1.29,2.24,58581430000
56,9433,ＫＤＤＩ,東P,"2,579.5",+61.5,+2.44,10941200,14.1,1.99,3.10,28222825400
57,4503,アステラス,東P,"2,306.0",-79.5,-3.33,10866600,13.8,2.26,3.47,25058379600
58,6981,村田製,東P,"4,840",-76,-1.55,10341000,40.1,3.37,1.24,50050440000
59,6315,ＴＯＷＡ,東P,"2,870",+128,+4.67,10281900,43.5,3.19,0.70,29509053000
60,8113,ユニチャーム,東P,941.2,+2.6,+0.28,10150900,18.7,2.04,2.34,9554027080
61,6301,コマツ,東P,"6,856",-197,-2.79,10017900,19.4,1.76,2.77,68682722400
62,3681,ブイキューブ,東P,55,+9,+19.57,10004000,ー,-0.9,ー,550220000
63,1942,関電工,東P,"6,797",+815,+13.62,9927100,20.8,3.47,1.91,67474498700
64,7259,アイシン,東P,"2,305.0",+98.0,+4.44,9913000,11.1,0.76,3.25,22849465000
65,543A,ＡＲＣＨＩＯ,東P,326,+10,+3.16,9618800,11.2,3.91,ー,3135728800
66,3656,ＫＬａｂ,東P,245,-4,-1.61,9543200,ー,1.90,ー,2338084000
67,6503,三菱電,東P,"6,078",+30,+0.50,9526000,26.2,2.77,ー,57899028000
68,6526,ソシオネクス,東P,"2,009.5",-90.5,-4.31,9324000,35.2,2.65,2.49,18736578000
69,4755,楽天グループ,東P,775.0,+8.7,+1.14,8839100,ー,1.70,ー,6850302500
70,8058,三菱商,東P,"4,913",+103,+2.14,8775500,25.7,1.98,2.24,43114031500
71,1356,ＴＰＸベア２,東Ｅ,129.2,-2.5,-1.90,8745220,ー,ー,ー,1129882424
72,4307,野村総研,東P,"4,313",-96,-2.18,8727100,20.8,5.71,1.95,37639982300
73,4063,信越化,東P,"7,081",+132,+1.90,8604800,ー,2.95,ー,60930588800
74,8031,三井物,東P,"5,820",+130,+2.28,8427600,20.1,1.96,1.98,49048632000
75,4784,ＧＭＯインタ,東P,602,-63,-9.47,8344000,31.1,13.4,3.57,5023088000
76,6702,富士通,東P,"3,693",-132,-3.45,8315200,20.7,3.16,1.49,30708033600
77,6594,ニデック,東P,"2,372",-76,-3.10,8258500,ー,1.55,ー,19589162000
78,6201,豊田織,東P,"20,420",-45,-0.22,8100000,ー,0.91,ー,165402000000
79,7182,ゆうちょ銀,東P,"2,696.5",+157.0,+6.18,7988500,19.2,1.03,2.60,21540990250
80,6988,日東電,東P,"3,003.0",-299.0,-9.06,7933800,14.4,1.76,2.13,23825201400
81,8801,三井不,東P,"1,711.0",+10.0,+0.59,7913300,17.2,1.45,1.99,13539656300
82,6754,アンリツ,東P,"3,974",+219,+5.83,7904000,33.9,3.83,1.26,31410496000
83,6752,パナＨＤ,東P,"3,061.0",-42.0,-1.35,7892400,29.8,1.42,1.31,24158636400
84,2801,キッコマン,東P,"1,497.5",+23.5,+1.59,7727300,22.6,2.47,1.67,11571631750
85,3936,ＧＷ,東G,173,-20,-10.36,7621400,117,8.37,ー,1318502200
86,6963,ローム,東P,"3,431.0",+12.0,+0.35,7611900,132,1.43,1.46,26116428900
87,7974,任天堂,東P,"7,922",+29,+0.37,7594100,26.1,3.07,2.28,60160460200
88,1568,ＴＰＸブル,東Ｅ,867.1,+16.9,+1.99,7316120,ー,ー,ー,6343807652
89,5020,ＥＮＥＯＳ,東P,"1,300.5",+16.5,+1.29,7276900,25.9,1.10,2.61,9463608450
90,3697,ＳＨＩＦＴ,東P,673.4,+23.5,+3.62,7148700,ー,4.50,ー,4813934580
91,4005,住友化,東P,508.6,+4.4,+0.87,7130300,15.3,0.82,2.65,3626470580
92,7269,スズキ,東P,"1,800.0",+24.0,+1.35,6958600,8.90,1.05,2.56,12525480000
93,3382,セブン＆アイ,東P,"1,920.0",+41.5,+2.21,6832700,16.4,1.23,3.13,13118784000
94,1803,清水建,東P,"3,188.0",+274.5,+9.42,6762600,17.1,2.41,2.26,21559168800
95,4661,ＯＬＣ,東P,"2,434.5",+47.0,+1.97,6665100,35.1,3.63,0.66,16226185950
96,1357,日経Ｄインバ,東Ｅ,"3,725",+80,+2.19,6570364,ー,ー,ー,24474605900
97,2502,アサヒ,東P,"1,560.0",+28.0,+1.83,6499900,13.6,0.81,3.33,10139844000
98,1615,野村東証銀行,東Ｅ,632.7,+30.1,+5.00,6329720,ー,ー,ー,4004813844
99,8267,イオン,東P,"1,568.5",+21.5,+1.39,6252100,59.4,3.56,0.96,9806418850
100,4188,三菱ケミＧ,東P,918.3,+8.5,+0.93,6184100,26.5,0.67,3.48,5678859030
101,8766,東京海上,東P,"7,238",+74,+1.03,6157300,13.7,2.62,2.92,44566537400
102,7261,マツダ,東P,"1,038.5",+22.0,+2.16,6119800,32.8,0.36,5.30,6355412300
103,6993,大黒屋,東S,102,+1,+0.99,6088400,ー,13.4,ー,621016800
104,1366,ｉＦ日経Ｗベ,東Ｅ,93,+2,+2.20,5996969,ー,ー,ー,557718117
105,8697,日本取引所,東P,"1,952.0",+109.5,+5.94,5981900,25.9,5.82,3.13,11676668800
106,1605,ＩＮＰＥＸ,東P,"4,123",+193,+4.91,5972600,14.5,1.01,2.62,24625029800
107,2181,パーソルＨＤ,東P,240.2,+5.5,+2.34,5907600,13.1,2.58,4.58,1419005520
108,4062,イビデン,東P,"12,560",-110,-0.87,5813900,94.8,6.47,0.20,73022584000
109,7751,キヤノン,東P,"4,125",+120,+3.00,5723000,10.8,1.04,3.88,23607375000
110,4519,中外薬,東P,"7,940",+495,+6.65,5707500,ー,6.85,1.66,45317550000
111,5108,ブリヂストン,東P,"3,322.0",+21.0,+0.64,5661100,12.3,1.14,3.76,18806174200
112,4751,サイバー,東P,"1,268.5",+20.5,+1.64,5598200,23.4,3.52,1.50,7101316700
113,3923,ラクス,東P,871.4,+38.1,+4.57,5548400,23.2,11.1,0.80,4834875760
114,6965,ホトニクス,東P,"2,002.5",-51.0,-2.48,5456200,40.8,1.83,1.90,10926040500
115,9202,ＡＮＡＨＤ,東P,"2,629.0",-38.0,-1.42,5415500,8.22,0.83,2.28,14237349500
116,186A,アストロＨＤ,東G,"1,312",+72,+5.81,5328400,ー,17.1,ー,6990860800
117,9022,ＪＲ東海,東P,"4,069",+17,+0.42,5280800,8.69,0.77,0.79,21487575200
118,6178,日本郵政,東P,"1,823.0",+65.5,+3.73,5140500,16.0,0.54,2.74,9371131500
119,4901,富士フイルム,東P,"2,932.5",+53.0,+1.84,5072500,13.4,0.95,2.39,14875106250
120,9101,郵船,東P,"5,662",+82,+1.47,5034800,10.9,0.80,3.97,28507037600
121,7733,オリンパス,東P,"1,564.0",+8.5,+0.55,4984200,31.6,2.23,1.92,7795288800
122,8524,北洋銀,東P,"1,014",+82,+8.80,4976900,14.8,0.96,2.76,5046576600
123,4593,ヘリオス,東G,322,-20,-5.85,4912900,ー,8.89,ー,1581953800
124,9503,関西電,東P,"2,533.5",+78.0,+3.18,4888200,7.84,0.84,2.96,12384254700
125,3664,ＷＩＺＥ,東G,35,-1,-2.78,4849500,ー,2.23,ー,169732500
126,9147,ＮＸＨＤ,東P,"4,202",+322,+8.30,4783600,17.0,1.23,2.38,20100687200
127,7272,ヤマハ発,東P,"1,093.5",+14.5,+1.34,4700900,10.6,0.94,4.57,5140434150
128,8410,セブン銀,東P,266.4,+3.5,+1.33,4610300,28.3,1.14,4.13,1228183920
