No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
76,3070,ジェリビンズ,東G,110,+1,+0.92,6566800,53.1,1.84,ー,722348000
77,9433,ＫＤＤＩ,東P,"2,627.0",-7.0,-0.27,6394200,14.3,2.03,3.05,16797563400
78,8113,ユニチャーム,東P,967.1,-8.1,-0.83,6388300,19.2,2.09,2.27,6178124930
79,2502,アサヒ,東P,"1,659.5",+13.5,+0.82,6275200,14.5,0.86,3.13,10413694400
80,8750,第一ライフ,東P,"1,503.0",+22.0,+1.49,6269400,13.3,1.33,3.46,9422908200
81,8267,イオン,東P,"1,762.5",+18.0,+1.03,6268300,66.8,4.00,0.85,11047878750
82,7532,パンパシＨＤ,東P,963.2,+1.7,+0.18,6233100,26.9,4.39,0.88,6003721920
83,5801,古河電,東P,"45,720","+1,480",+3.35,6181000,59.6,8.52,0.35,282595320000
84,3664,ＷＩＺＥ,東G,35,-2,-5.41,6075200,ー,2.23,ー,212632000
85,2181,パーソルＨＤ,東P,239.9,+3.0,+1.27,6027500,13.1,2.57,4.59,1445997250
86,6976,太陽誘電,東P,"6,238",+391,+6.69,6018300,60.0,2.30,1.44,37542155400
87,6971,京セラ,東P,"2,700.0",+95.0,+3.65,5960000,29.6,1.06,1.85,16092000000
88,3923,ラクス,東P,891.2,+29.2,+3.39,5906800,26.1,11.4,0.38,5264140160
89,3407,旭化成,東P,"1,612.0",+71.5,+4.64,5905000,15.1,1.09,2.48,9518860000
90,7182,ゆうちょ銀,東P,"2,798.5",+26.0,+0.94,5899900,19.9,1.07,2.50,16510870150
91,8031,三井物,東P,"5,967",+65,+1.10,5768300,20.6,2.01,1.93,34419446100
92,9107,川崎汽,東P,"2,646.5",-0.5,-0.02,5661800,14.6,0.96,4.53,14983953700
93,6920,レーザーテク,東P,"42,020",+650,+1.57,5658900,52.3,16.7,0.78,237786978000
94,6301,コマツ,東P,"6,812",-391,-5.43,5588000,19.2,1.83,2.79,38065456000
95,7777,３ＤＭ,東G,533,-1,-0.19,5577200,65.3,14.2,ー,2972647600
96,8766,東京海上,東P,"6,972",+136,+1.99,5576800,13.2,2.52,3.03,38881449600
97,4704,トレンド,東P,"5,998",+539,+9.87,5516300,21.3,6.10,ー,33086767400
98,7453,良品計画,東P,"4,016",+106,+2.71,5427400,34.4,5.66,0.80,21796438400
99,3402,東レ,東P,"1,171.5",+27.5,+2.40,5388300,20.8,0.97,1.71,6312393450
100,3778,さくらネット,東P,"3,610",+285,+8.57,5309500,"1,111",4.92,0.14,19167295000
101,6594,ニデック,東P,"2,306",+99,+4.49,5308800,ー,1.50,ー,12242092800
102,1570,日経レバ,東Ｅ,"59,020","+2,840",+5.06,5218611,ー,ー,ー,308002421220
103,7375,リファバスＧ,東G,"1,988",-139,-6.54,5027500,22.2,21.9,ー,9994670000
104,6525,コクサイエレ,東P,"7,237",+153,+2.16,5024900,60.6,7.94,0.50,36365201300
105,1615,野村東証銀行,東Ｅ,641.9,+0.1,+0.02,4987660,ー,ー,ー,3201578954
106,6503,三菱電,東P,"5,975",+164,+2.82,4956600,34.0,2.94,0.92,29615685000
107,9843,ニトリＨＤ,東P,"2,556.0",+54.0,+2.16,4946500,15.4,1.48,1.21,12643254000
108,4188,三菱ケミＧ,東P,997.7,+1.5,+0.15,4911100,28.8,0.73,3.21,4899804470
109,8601,大和,東P,"1,559.0",-12.5,-0.80,4904000,ー,1.26,2.82,7645336000
110,6526,ソシオネクス,東P,"1,854.0",+12.5,+0.68,4903300,48.5,2.52,2.70,9090718200
111,2413,エムスリー,東P,"1,579.0",-7.5,-0.47,4893600,23.4,2.53,ー,7726994400
112,4307,野村総研,東P,"4,874",-4,-0.08,4892600,26.9,5.57,1.52,23846532400
113,3861,王子ＨＤ,東P,850.6,+0.9,+0.11,4812500,14.9,0.71,4.23,4093512500
114,8035,東エレク,東P,"45,820","+2,320",+5.33,4808800,37.9,10.5,1.31,220339216000
115,6993,大黒屋,東S,122,-1,-0.81,4807800,ー,16.1,ー,586551600
116,2146,ＵＴ,東P,193,0,0.00,4717600,18.0,4.34,5.62,910496800
117,4901,富士フイルム,東P,"3,183.0",+39.0,+1.24,4672700,14.5,1.03,2.20,14873204100
118,7719,東京衡機,東S,720,+80,+12.50,4604700,21.9,3.01,ー,3315384000
119,6954,ファナック,東P,"6,333",+165,+2.68,4599900,37.4,3.29,ー,29131166700
120,5243,ノート,東G,"2,769",+248,+9.84,4575800,62.9,10.4,ー,12670390200
121,7733,オリンパス,東P,"1,585.5",-29.0,-1.80,4568000,32.0,2.26,1.89,7242564000
122,4062,イビデン,東P,"9,572",+192,+2.05,4460400,72.2,4.93,0.26,42694948800
123,2901,Ｗディッシュ,東S,213,-58,-21.40,4328000,20.3,1.03,1.88,921864000
124,6072,地盤ＨＤ,東S,"1,205",+125,+11.57,4264400,154,19.1,ー,5138602000
125,1475,ｉＳＴＰＸ,東Ｅ,395.5,+4.5,+1.15,4253010,ー,ー,ー,1682065455
126,402A,アクセルＨＤ,東G,702,+22,+3.24,4216500,ー,6.21,ー,2959983000
127,215A,タイミー,東G,"1,260",-45,-3.45,4206700,21.9,7.92,ー,5300442000
128,4902,コニカミノル,東P,617.7,+21.1,+3.54,4198700,11.3,0.59,1.62,2593536990
129,1568,ＴＰＸブル,東Ｅ,888.3,+20.0,+2.30,4195190,ー,ー,ー,3726587277
130,7603,ジーイエット,東S,113,+5,+4.63,4166500,9.00,4.51,ー,470814500
131,8002,丸紅,東P,"6,040",+131,+2.22,4164500,18.3,2.39,1.78,25153580000
132,3905,データセク,東G,"1,547",+74,+5.02,4128900,16.4,3.08,ー,6387408300
133,4661,ＯＬＣ,東P,"2,640.5",+4.0,+0.15,4044400,38.2,4.03,0.53,10679238200
134,4503,アステラス,東P,"2,585.0",-20.5,-0.79,4023300,18.5,2.63,3.02,10400230500
135,1803,清水建,東P,"2,899.0",+44.5,+1.56,4011700,17.9,2.19,2.24,11629918300
136,4543,テルモ,東P,"2,188.0",+1.0,+0.05,3970000,23.7,2.12,1.37,8686360000
137,6479,ミネベア,東P,"3,011.0",+147.5,+5.15,3963000,17.0,1.43,1.66,11932593000
138,8593,三菱ＨＣキャ,東P,"1,473.5",+8.0,+0.55,3934300,13.2,1.10,3.05,5797191050
139,6506,安川電,東P,"5,288",+11,+0.21,3929700,29.2,2.84,1.36,20780253600
140,6098,リクルート,東P,"7,275",+112,+1.56,3896400,21.1,6.50,0.34,28346310000
141,7003,三井Ｅ＆Ｓ,東P,"5,691",+145,+2.61,3828800,18.5,2.81,0.88,21789700800
142,8473,ＳＢＩ,東P,"3,247.0",+79.0,+2.49,3815200,ー,1.21,2.93,12387954400
143,4502,武田,東P,"5,646",-8,-0.14,3812900,57.9,1.17,3.54,21527633400
144,4612,日本ペＨＤ,東P,"1,006.0",+3.5,+0.35,3791800,11.8,1.29,1.69,3814550800
145,9502,中部電,東P,"2,911.5",+22.0,+0.76,3790500,11.9,0.73,2.40,11036040750
146,8410,セブン銀,東P,269.6,+0.3,+0.11,3782900,28.6,1.15,4.08,1019869840
147,5108,ブリヂストン,東P,"3,411.0",-6.0,-0.18,3749800,12.7,1.18,3.66,12790567800
148,281A,インフォメテ,東G,757,-23,-2.95,3726700,ー,6.92,ー,2821111900
149,3823,ＷＨＤＣ,東S,41,-1,-2.38,3709900,ー,3.92,ー,152105900
150,2914,ＪＴ,東P,"5,847",-50,-0.85,3684400,18.2,2.54,4.14,21542686800
151,7186,横浜ＦＧ,東P,"1,533.5",-8.0,-0.52,3624400,16.6,1.22,2.48,5558017400
152,6178,日本郵政,東P,"1,887.0",+19.5,+1.04,3591700,16.6,0.55,2.65,6777537900
153,6367,ダイキン,東P,"22,090","+1,840",+9.09,3536800,24.1,2.05,1.49,78127912000
154,7270,ＳＵＢＡＲＵ,東P,"2,548.0",+42.0,+1.68,3507400,14.6,0.66,4.51,8936855200
155,4180,Ａｐｐｉｅｒ,東P,939,+44,+4.92,3450300,27.6,2.58,0.24,3239831700
156,9973,ＫＯＺＯＨＤ,東S,26,0,0.00,3445600,144,20.6,ー,89585600
157,9104,商船三井,東P,"6,380",+18,+0.28,3442200,11.0,0.81,3.13,21961236000
158,1911,住友林,東P,"1,448.5",+7.0,+0.49,3414500,9.32,0.88,3.45,4945903250
159,4443,Ｓａｎｓａｎ,東P,"1,291",-17,-1.30,3381400,ー,9.07,ー,4365387400
160,4751,サイバー,東P,"1,349.0",+42.0,+3.21,3366100,24.9,3.74,1.41,4540868900
161,4594,ブライトパス,東G,66,0,0.00,3332900,ー,8.19,ー,219971400
162,6988,日東電,東P,"3,322.0",+105.0,+3.26,3312000,16.5,2.03,1.81,11002464000
163,3092,ＺＯＺＯ,東P,"1,089.5",-17.5,-1.58,3291300,20.2,10.1,3.58,3585871350
164,5721,Ｓクリプトエ,東S,102,+3,+3.03,3277600,ー,3.27,ー,334315200
165,4680,ラウンドワン,東P,945.7,-43.7,-4.42,3249700,13.9,3.21,1.90,3073241290
166,5411,ＪＦＥ,東P,"1,830.0",+8.5,+0.47,3236600,15.5,0.46,4.37,5922978000
167,9697,カプコン,東P,"3,701.0",+67.0,+1.84,3207700,30.4,6.19,1.08,11871697700
168,8105,ＢＴＣＪＰＮ,東S,177,+50,+39.37,3206600,ー,4.22,ー,567568200
169,7751,キヤノン,東P,"4,489",+58,+1.31,3200300,11.4,1.12,3.56,14366146700
170,6324,ハーモニック,東P,"4,695",+345,+7.93,3199400,342,5.73,0.43,15021183000
171,4911,資生堂,東P,"3,138.0",-81.0,-2.52,3171900,29.9,2.09,1.91,9953422200
172,2503,キリンＨＤ,東P,"2,604.5",-5.5,-0.21,3146800,13.5,1.63,2.92,8195840600
173,9201,ＪＡＬ,東P,"2,570.0",+14.5,+0.57,3136100,8.98,0.90,3.74,8059777000
174,5019,出光興産,東P,"1,505.0",-4.0,-0.27,3094200,24.5,1.05,2.39,4656771000
175,3391,ツルハＨＤ,東P,"2,025.0",-13.0,-0.64,3076400,22.1,1.05,2.37,6229710000
176,6323,ローツェ,東P,"3,819",-33,-0.86,3031600,23.8,5.09,0.52,11577680400
177,6869,シスメックス,東P,"1,428.5",-3.5,-0.24,3031600,21.7,1.77,2.66,4330640600
178,6753,シャープ,東P,603.6,+8.9,+1.50,3007600,7.39,1.53,ー,1815387360
179,9503,関西電,東P,"2,554.5",+20.5,+0.81,2986600,7.91,0.84,2.94,7629269700
180,7936,アシックス,東P,"4,757",+189,+4.14,2971000,30.7,12.4,0.80,14133047000
181,3088,マツキヨココ,東P,"2,380.0",-53.5,-2.20,2955000,16.8,1.79,2.02,7032900000
182,4676,フジＨＤ,東P,"3,904",-260,-6.24,2938600,24.7,0.70,3.20,11472294400
183,4507,塩野義,東P,"3,276.0",-23.0,-0.70,2930300,14.8,1.84,2.01,9599662800
184,6361,荏原,東P,"5,161",+157,+3.14,2920800,27.2,4.63,1.28,15074248800
185,7752,リコー,東P,"1,415.0",+30.5,+2.20,2920100,13.2,0.71,2.83,4131941500
186,8697,日本取引所,東P,"1,926.0",+8.0,+0.42,2914800,25.2,6.18,3.17,5613904800
187,5713,住友鉱,東P,"11,020",+375,+3.52,2892200,21.3,1.57,1.66,31872044000
188,6965,ホトニクス,東P,"1,960.0",+58.0,+3.05,2878300,39.9,1.79,1.94,5641468000
189,9202,ＡＮＡＨＤ,東P,"2,858.5",-16.0,-0.56,2877400,8.94,0.90,2.10,8225047900
190,8053,住友商,東P,"6,094",+32,+0.53,2867200,12.8,1.60,2.30,17472716800
191,6966,三井ハイテク,東P,696,+13,+1.90,2839100,18.2,1.12,2.73,1976013600
192,6330,東洋エンジ,東P,"2,493",+137,+5.81,2832800,ー,2.61,ー,7062170400
193,1963,日揮ＨＤ,東P,"2,558.0",-12.0,-0.47,2822800,20.6,1.44,1.56,7220722400
194,2801,キッコマン,東P,"1,468.5",-22.5,-1.51,2794700,22.7,2.49,1.70,4104016950
195,1514,住石ＨＤ,東S,873,+23,+2.71,2748900,20.1,1.88,2.29,2399789700
196,9101,郵船,東P,"6,053",+9,+0.15,2748200,11.7,0.85,3.72,16634854600
197,7259,アイシン,東P,"2,323.0",+52.5,+2.31,2747500,13.5,0.79,2.80,6382442500
198,4888,ステラファ,東G,750,+100,+15.38,2740000,ー,9.47,ー,2055000000
199,3110,日東紡,東P,"27,040",+540,+2.04,2718100,25.9,5.97,0.42,73497424000
200,1802,大林組,東P,"3,766",+45,+1.21,2716200,15.2,2.17,2.31,10229209200
201,8725,ＭＳ＆ＡＤ,東P,"4,121",+75,+1.85,2705400,10.1,1.30,3.76,11148953400
202,7779,サイバダイン,東G,298,+9,+3.11,2691000,ー,1.00,ー,801918000
203,7735,スクリン,東P,"11,280",+350,+3.20,2684200,24.2,4.81,1.24,30277776000
204,3105,日清紡ＨＤ,東P,"1,834.0",+170.0,+10.22,2638200,28.7,1.00,1.96,4838458800
205,5938,ＬＩＸＩＬ,東P,"1,625.0",+9.5,+0.59,2624400,58.4,0.70,5.54,4264650000
206,547A,ムニノバＨＤ,東P,442,+15,+3.51,2607500,7.76,0.90,2.71,1152515000
207,6315,ＴＯＷＡ,東P,"2,780",+69,+2.55,2577800,42.1,3.09,0.72,7166284000
208,6619,ＷＳＣＯＰＥ,東P,229,-2,-0.87,2567800,ー,0.34,ー,588026200
209,4204,積水化,東P,"2,621.0",+1.0,+0.04,2555900,14.7,1.28,3.05,6699013900
210,314A,ｉＳゴールド,東Ｅ,362.8,0,0.00,2550950,ー,ー,ー,925484660
211,4259,エクサＷｉｚ,東G,785,+29,+3.84,2510700,ー,18.2,ー,1970899500
212,8591,オリックス,東P,"5,069",+36,+0.72,2494000,12.7,1.22,2.37,12642086000
213,9020,ＪＲ東日本,東P,"3,525.0",-57.0,-1.59,2488400,16.8,1.32,1.99,8771610000
214,4316,ビーマップ,東G,206,+4,+1.98,2483900,24.4,3.49,ー,511683400
215,9022,ＪＲ東海,東P,"4,251",-74,-1.71,2481900,8.09,0.82,0.75,10550556900
216,9831,ヤマダＨＤ,東P,539.4,+1.1,+0.20,2462900,25.6,0.56,3.15,1328488260
217,4563,アンジェス,東G,58,+2,+3.57,2455200,ー,7.69,ー,142401600
218,8303,ＳＢＩ新生銀,東P,"1,709.0",+15.5,+0.92,2438100,15.2,1.28,1.99,4166712900
219,6590,芝浦,東P,"5,420",+160,+3.04,2422000,32.9,6.78,1.07,13127240000
220,8802,菱地所,東P,"4,679",+32,+0.69,2399600,25.7,2.23,0.98,11227728400
221,4183,三井化学,東P,"2,029.5",+29.5,+1.48,2332800,17.8,0.85,3.70,4734417600
222,6146,ディスコ,東P,"73,030","+2,450",+3.47,2319700,62.7,14.6,0.60,169407691000
223,3387,クリレスＨＤ,東P,719,+7,+0.98,2318900,53.1,6.92,0.70,1667289100
224,7202,いすゞ,東P,"2,359.0",+2.0,+0.08,2314900,12.5,1.12,3.90,5460849100
225,1928,積水ハウス,東P,"3,498.0",-17.0,-0.48,2266000,10.4,1.06,4.15,7926468000
226,5817,ＪＭＡＣＳ,東S,"1,589",+223,+16.33,2243700,36.1,1.58,0.94,3565239300
227,8830,住友不,東P,"4,745",-68,-1.41,2240500,20.9,1.81,0.91,10631172500
228,6963,ローム,東P,"3,750",+23,+0.62,2237800,145,1.56,1.33,8391750000
229,5706,三井金属,東P,"37,750","+2,060",+5.77,2234300,28.1,5.95,0.64,84344825000
230,5332,ＴＯＴＯ,東P,"5,578",+78,+1.42,2224500,31.6,1.82,1.79,12408261000
231,8331,千葉銀,東P,"2,225.5",-24.0,-1.07,2219000,17.3,1.25,2.34,4938384500
232,4519,中外薬,東P,"8,591",-66,-0.76,2218700,ー,6.98,1.54,19060851700
233,3289,東急不ＨＤ,東P,"1,415.5",+1.0,+0.07,2198800,11.2,1.19,3.14,3112401400
234,464A,ＱＰＳＨＤ,東G,"2,630",+116,+4.61,2197200,293,9.75,ー,5778636000
235,3659,ネクソン,東P,"2,799.5",+74.0,+2.72,2181900,ー,2.09,2.14,6108229050
236,2802,味の素,東P,"4,690",+23,+0.49,2181900,34.6,6.05,1.02,10233111000
237,9519,レノバ,東P,"1,079",+19,+1.79,2176400,34.8,0.87,ー,2348335600
238,2644,ＧＸ半導日株,東Ｅ,"3,671",+105,+2.94,2172827,ー,ー,ー,7976447917
239,9166,ＧＥＮＤＡ,東G,637,+22,+3.58,2134300,ー,1.79,1.26,1359549100
240,9348,アイスペース,東G,489,-23,-4.49,2116700,ー,4.27,ー,1035066300
241,2432,ディーエヌエ,東P,"2,746.0",+112.5,+4.27,2116400,ー,1.17,2.40,5811634400
242,3994,マネフォ,東P,"5,118",+541,+11.82,2105800,ー,6.79,ー,10777484400
243,3626,ＴＩＳ,東P,"3,569.0",+19.0,+0.54,2099200,15.7,2.39,2.13,7492044800
244,3064,モノタロウ,東P,"1,852.5",+9.0,+0.49,2097500,25.3,7.47,2.00,3885618750
245,6472,ＮＴＮ,東P,351.8,+5.8,+1.68,2089800,ー,0.76,3.13,735191640
246,6471,日精工,東P,"1,194.5",+10.5,+0.89,2067500,29.2,0.86,2.85,2469628750
247,9509,北海電,東P,"1,064.0",+19.5,+1.87,2065800,8.22,0.63,2.82,2198011200
248,5985,サンコール,東S,"1,642",-16,-0.97,2055800,8.88,1.57,1.22,3375623600
249,8630,ＳＯＭＰＯ,東P,"5,974",+74,+1.25,2046800,9.19,1.06,2.51,12227583200
250,6232,ＡＣＳＬ,東G,"1,809",+9,+0.50,2020400,ー,20.4,ー,3654903600
251,7912,大日印,東P,"3,028.0",+67.0,+2.26,2009900,13.1,1.14,1.32,6085977200
252,7181,かんぽ生命,東P,"1,670.0",+25.5,+1.55,2005300,11.4,0.44,2.47,3348851000
253,8309,三井住友トラ,東P,"5,466",+28,+0.51,1995400,12.9,1.14,3.11,10906856400
254,3777,環境フレンド,東G,59,+1,+1.72,1992800,ー,4.87,ー,117575200
255,1571,日経インバ,東Ｅ,340,-8,-2.30,1967695,ー,ー,ー,669016300
256,7527,システムソフ,東S,55,+1,+1.85,1967200,212,1.17,ー,108196000
257,9023,東京メトロ,東P,"1,592.0",-7.0,-0.44,1953100,15.9,1.27,2.64,3109335200
258,2127,日本Ｍ＆Ａ,東P,689.8,+13.3,+1.97,1950300,19.9,4.58,4.20,1345316940
259,1655,ｉＳ米国株,東Ｅ,805.9,+7.8,+0.98,1937260,ー,ー,ー,1561237834
260,1893,五洋建,東P,"1,707.5",-11.0,-0.64,1923400,14.6,2.51,2.58,3284205500
261,4684,オービック,東P,"4,129",-1,-0.02,1916400,25.6,3.70,2.03,7912815600
262,1407,ウエストＨＤ,東S,"2,320",+198,+9.33,1902000,13.9,2.68,3.02,4412640000
263,8698,マネックスＧ,東P,714,+11,+1.56,1875900,ー,1.45,4.29,1339392600
264,278A,テラドローン,東G,"6,700",+700,+11.67,1875500,ー,13.0,ー,12565850000
265,2585,Ｌドリンク,東P,"1,428",-62,-4.16,1858200,21.4,4.63,0.98,2653509600
266,6952,カシオ,東P,"1,776.0",+40.5,+2.33,1844000,23.5,1.72,ー,3274944000
267,2379,ディップ,東P,"1,809",-40,-2.16,1823700,20.4,2.57,5.36,3299073300
268,3086,Ｊフロント,東P,"2,500.0",-27.5,-1.09,1815700,21.4,1.50,2.24,4539250000
269,9399,ビート,東S,32,0,0.00,1810834,ー,ー,ー,57946688
270,5341,アサヒエイト,東S,291,+6,+2.11,1782500,ー,2.03,ー,518707500
271,8572,アコム,東S,480.1,+3.0,+0.63,1765000,10.4,1.08,4.17,847376500
272,3038,神戸物産,東P,"3,112.0",-37.0,-1.17,1759700,23.4,4.39,1.03,5476186400
273,8233,高島屋,東P,"1,926.5",-28.5,-1.46,1758200,14.9,1.26,2.08,3387172300
274,9009,京成,東P,"1,208.0",+10.0,+0.83,1758100,13.7,1.05,1.49,2123784800
275,8015,豊田通商,東P,"6,332",+77,+1.23,1756500,18.6,2.22,1.83,11122158000
276,4596,窪田製薬ＨＤ,東G,95,+1,+1.06,1736900,ー,6.04,ー,165005500
277,6141,ＤＭＧ森精機,東P,"2,694.5",+79.0,+3.02,1735100,35.8,1.10,3.90,4675226950
