No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,8729,ソニーＦＧ,東P,135.5,-10.7,-7.32,376314100,18.2,1.37,2.80,50990560550
2,8918,ランド,東S,10,0,0.00,249888500,11.4,1.68,ー,2498885000
3,1360,日経ベア２,東Ｅ,94.1,+1.5,+1.62,209722840,ー,ー,ー,19734919244
4,9432,ＮＴＴ,東P,151.4,-0.1,-0.07,192731800,12.8,1.30,3.50,29179594520
5,4564,オンコセラピ,東G,25,-1,-3.85,173240500,ー,4.64,ー,4331012500
6,9984,ＳＢＧ,東P,"5,837",+217,+3.86,136536800,ー,2.13,0.19,796965301600
7,9434,ＳＢ,東P,219.0,-0.3,-0.14,78577500,19.6,4.32,3.93,17208472500
8,9501,東電ＨＤ,東P,584.8,-40.5,-6.48,72424100,ー,0.34,ー,42353613680
9,4597,ソレイジア,東G,36,-1,-2.70,61839700,ー,5.61,ー,2226229200
10,6740,Ｊディスプレ,東P,95,-8,-7.77,60890200,ー,-12,ー,5784569000
11,5803,フジクラ,東P,"5,893",-92,-1.54,57099000,65.0,19.2,0.61,336484407000
12,285A,キオクシア,東P,"35,380",+580,+1.67,37506500,39.9,19.7,ー,1326979970000
13,8306,三菱ＵＦＪ,東P,"2,752.0",-42.0,-1.50,35144800,14.8,1.45,2.69,96718489600
14,7011,三菱重,東P,"4,754",+246,+5.46,32997300,61.4,6.02,0.50,156869164200
15,3936,ＧＷ,東G,238,+3,+1.28,30770600,161,11.5,ー,7323402800
16,6723,ルネサス,東P,"3,300.0",+207.0,+6.69,30747700,ー,2.45,ー,101467410000
17,5016,ＪＸ金属,東P,"4,653",-202,-4.16,30365600,46.3,6.49,0.58,141291136800
18,3350,メタプラ,東S,352,+16,+4.76,28845100,ー,0.98,ー,10153475200
19,6526,ソシオネクス,東P,"2,002.5",+132.5,+7.09,26203700,52.4,2.72,2.50,52472909250
20,5401,日本製鉄,東P,580.1,-7.5,-1.28,24893900,ー,0.57,4.14,14440951390
21,7203,トヨタ,東P,"3,123.0",-68.0,-2.13,23206300,11.4,1.04,3.04,72473274900
22,3103,ユニチカ,東S,"2,851",+16,+0.56,22597900,8.22,3.61,ー,64426612900
23,1306,野村東証指数,東Ｅ,393.6,-3.3,-0.83,21774440,ー,ー,ー,8570419584
24,1579,日経ブル２,東Ｅ,625.9,-9.6,-1.51,21020750,ー,ー,ー,13156887425
25,7201,日産自,東P,358.7,-8.2,-2.23,19965200,ー,0.26,ー,7161517240
26,1459,楽天Ｗベア,東Ｅ,155,+3,+1.97,19910851,ー,ー,ー,3086181905
27,6501,日立,東P,"5,203",+169,+3.36,18639900,30.8,3.68,ー,96983399700
28,6758,ソニーＧ,東P,"3,263.0",-80.0,-2.39,18450400,17.1,2.36,0.77,60203655200
29,8308,りそなＨＤ,東P,"1,810.0",-45.5,-2.45,18447300,16.3,1.49,1.60,33389613000
30,1356,ＴＰＸベア２,東Ｅ,133.3,+2.0,+1.52,17857980,ー,ー,ー,2380468734
31,8136,サンリオ,東P,983.1,-11.1,-1.12,17777100,22.9,8.66,1.34,17476667010
32,4506,住友ファーマ,東P,"2,004.5",+14.5,+0.73,17632600,7.81,2.76,ー,35344546700
33,7012,川重,東P,"3,226.0",+125.0,+4.03,17620300,30.0,3.34,1.03,56843087800
34,7013,ＩＨＩ,東P,"3,027.0",-27.0,-0.88,16998300,25.7,5.69,0.66,51453854100
35,3656,ＫＬａｂ,東P,302,-32,-9.58,15846600,ー,2.35,ー,4785673200
36,6613,ＱＤレーザ,東G,"1,544",+18,+1.18,15724700,ー,12.9,ー,24278936800
37,7267,ホンダ,東P,"1,312.0",-10.5,-0.79,14495400,ー,0.41,5.34,19017964800
38,4689,ラインヤフー,東P,418.4,-10.0,-2.33,14215800,ー,0.97,1.74,5947890720
39,8267,イオン,東P,"1,584.5",-81.0,-4.86,13301300,60.0,3.60,0.95,21075909850
40,3697,ＳＨＩＦＴ,東P,678.0,-46.3,-6.39,13140300,ー,4.54,ー,8909123400
41,8316,三井住友ＦＧ,東P,"5,350",-92,-1.69,12947200,13.6,1.30,2.93,69267520000
42,6762,ＴＤＫ,東P,"2,662.0",-38.5,-1.43,12840800,26.6,2.41,1.28,34182209600
43,3436,ＳＵＭＣＯ,東P,"2,163.0",-78.0,-3.48,12088600,ー,1.31,ー,26147641800
44,8001,伊藤忠,東P,"1,930.5",-7.0,-0.36,11719700,15.0,2.14,2.18,22624880850
45,6232,ＡＣＳＬ,東G,"2,261",+139,+6.55,11468100,ー,26.3,ー,25929374100
46,8303,ＳＢＩ新生銀,東P,"1,747.0",+112.0,+6.85,11445100,13.7,1.31,2.40,19994589700
47,6993,大黒屋,東S,109,-4,-3.54,11288000,ー,14.3,ー,1230392000
48,1605,ＩＮＰＥＸ,東P,"3,969",+162,+4.26,11234600,14.0,0.97,2.72,44590127400
49,1571,日経インバ,東Ｅ,342,+1,+0.29,11114808,ー,ー,ー,3801264336
