No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,9432,ＮＴＴ,東P,149.6,-0.4,-0.27,276821400,12.4,1.25,3.61,41412481440
2,8918,ランド,東S,10,0,0.00,212189600,11.4,1.68,ー,2121896000
3,4564,オンコセラピ,東G,21,0,0.00,177479200,ー,3.89,ー,3727063200
4,8729,ソニーＦＧ,東P,146.5,+5.2,+3.68,173675000,ー,1.56,5.46,25443387500
5,1360,日経ベア２,東Ｅ,82.7,+1.7,+2.10,169552350,ー,ー,ー,14021979345
6,9434,ＳＢ,東P,221.9,-0.9,-0.40,71239600,19.2,4.03,3.97,15808067240
7,9984,ＳＢＧ,東P,"5,770",-242,-4.03,69800200,ー,1.87,0.19,402747154000
8,7201,日産自,東P,365.7,+1.3,+0.36,67056800,63.9,0.27,ー,24522671760
9,4597,ソレイジア,東G,30,+1,+3.45,64047900,ー,4.67,ー,1921437000
10,6740,Ｊディスプレ,東P,70,-1,-1.41,58783800,ー,-6.9,ー,4114866000
11,4005,住友化,東P,603.5,+58.7,+10.77,58303900,14.2,0.99,2.65,35186403650
12,5803,フジクラ,東P,"6,355","-1,500",-19.10,57118100,67.4,18.8,0.60,362985525500
13,5401,日本製鉄,東P,556.2,-3.2,-0.57,54796900,13.2,0.53,4.31,30478035780
14,7267,ホンダ,東P,"1,320.0",+48.0,+3.77,49888000,19.8,0.43,5.30,65852160000
15,285A,キオクシア,東P,"48,460","-2,040",-4.04,47858500,54.7,27.0,ー,2319222910000
16,9501,東電ＨＤ,東P,609.0,-3.6,-0.59,43827200,ー,0.41,ー,26690764800
17,3350,メタプラ,東S,309,-18,-5.50,43715800,ー,0.98,ー,13508182200
18,6758,ソニーＧ,東P,"3,444.0",-216.0,-5.90,39152200,17.5,2.51,1.02,134840176800
19,7011,三菱重,東P,"4,162",-244,-5.54,38699900,36.8,4.53,0.70,161068983800
20,5016,ＪＸ金属,東P,"4,447",-204,-4.39,36603000,36.1,5.67,0.45,162773541000
21,8306,三菱ＵＦＪ,東P,"2,877.0",-49.5,-1.69,34334700,15.5,1.52,2.57,98780931900
22,7203,トヨタ,東P,"3,008.0",+68.5,+2.33,31564100,13.1,0.98,3.32,94944812800
23,6723,ルネサス,東P,"3,854.0",+279.0,+7.80,28673600,ー,2.75,ー,110508054400
24,7013,ＩＨＩ,東P,"2,679.5",-153.0,-5.40,26350700,17.2,4.36,0.86,70606700650
25,8801,三井不,東P,"1,528.0",-169.5,-9.99,21882500,14.6,1.27,2.42,33436460000
26,8136,サンリオ,東P,844.2,-11.6,-1.36,21474400,19.7,7.43,1.56,18128688480
27,4392,ＦＩＧ,東P,760,+25,+3.40,20723200,33.9,2.64,1.32,15749632000
28,5020,ＥＮＥＯＳ,東P,"1,315.5",-36.0,-2.66,20291300,8.53,1.05,2.58,26693205150
29,4689,ラインヤフー,東P,404.8,-9.9,-2.39,20198800,ー,0.93,2.72,8176474240
30,8316,三井住友ＦＧ,東P,"5,675",-177,-3.02,18642900,12.7,1.37,3.17,105798457500
31,6594,ニデック,東P,"2,687",+252,+10.35,18041000,ー,1.75,ー,48476167000
32,1579,日経ブル２,東Ｅ,699.3,-13.8,-1.94,17706110,ー,ー,ー,12381882723
33,3436,ＳＵＭＣＯ,東P,"3,427.0",-78.0,-2.23,17349500,ー,2.10,ー,59456736500
34,1306,野村東証指数,東Ｅ,411.2,-4.5,-1.08,16840080,ー,ー,ー,6924640896
35,6954,ファナック,東P,"8,036",+356,+4.64,16737500,40.6,4.02,ー,134502550000
36,7974,任天堂,東P,"6,864",-277,-3.88,16036100,25.5,2.68,2.36,110071790400
37,7532,パンパシＨＤ,東P,858.0,-25.6,-2.90,15717300,24.0,3.75,0.99,13485443400
38,7269,スズキ,東P,"1,920.0",+112.0,+6.19,15637500,9.75,1.10,2.66,30024000000
39,7012,川重,東P,"3,162.0",-255.0,-7.46,15282000,24.0,3.01,1.27,48321684000
40,4188,三菱ケミＧ,東P,"1,054.0",+47.0,+4.67,15257100,11.3,0.81,3.04,16080983400
41,4506,住友ファーマ,東P,"1,734.0",+84.0,+5.09,14480100,10.1,2.66,ー,25108493400
42,8001,伊藤忠,東P,"2,044.0",-45.0,-2.15,14408700,15.0,2.17,2.15,29451382800
43,4751,サイバー,東P,"1,316.5",+59.5,+4.73,14400700,24.3,3.43,1.44,18958521550
44,6963,ローム,東P,"4,357",+357,+8.93,14265800,58.0,2.22,1.15,62156090600
45,6501,日立,東P,"4,671",-79,-1.66,14167400,24.7,3.19,ー,66175925400
46,6752,パナＨＤ,東P,"3,377.0",+102.0,+3.11,13884900,18.8,1.51,1.60,46889307300
47,6762,ＴＤＫ,東P,"3,072.0",+155.5,+5.33,13646200,25.9,2.67,1.30,41921126400
48,1459,楽天Ｗベア,東Ｅ,136,+3,+2.26,12974181,ー,ー,ー,1764488616
49,7003,三井Ｅ＆Ｓ,東P,"4,659",-901,-16.21,12907700,15.7,2.05,1.29,60136974300
50,7211,三菱自,東P,337.7,+6.1,+1.84,12824900,18.1,0.49,2.96,4330968730
51,6981,村田製,東P,"6,339",+250,+4.11,11802500,39.4,4.24,1.10,74816047500
52,6525,コクサイエレ,東P,"6,452",+282,+4.57,11729300,38.9,6.87,0.73,75677443600
53,4755,楽天グループ,東P,760.5,-7.8,-1.02,11368700,ー,1.83,ー,8645896350
54,9433,ＫＤＤＩ,東P,"2,645.5",+105.0,+4.13,11355800,ー,1.98,3.18,30041768900
55,5802,住友電,東P,"12,105",-670,-5.24,11321600,29.5,3.44,1.29,137047968000
56,6472,ＮＴＮ,東P,456.1,-23.3,-4.86,11269900,18.1,0.91,2.85,5140201390
57,7261,マツダ,東P,"1,068.5",-11.5,-1.06,11162300,7.49,0.35,5.15,11926917550
58,6993,大黒屋,東S,97,-11,-10.19,11132900,ー,12.8,ー,1079891300
59,3697,ＳＨＩＦＴ,東P,615.1,-16.3,-2.58,11040200,ー,4.11,ー,6790827020
60,7733,オリンパス,東P,"1,809.0",-37.0,-2.00,11002400,18.8,2.37,1.66,19903341600
61,186A,アストロＨＤ,東G,"1,860",+36,+1.97,10892700,ー,24.3,ー,20260422000
62,3936,ＧＷ,東G,200,-6,-2.91,10752400,59.5,7.92,ー,2150480000
63,2413,エムスリー,東P,"1,313.5",-27.5,-2.05,10584800,16.5,2.15,ー,13903134800
64,8604,野村,東P,"1,265.0",-8.5,-0.67,10564100,ー,0.98,ー,13363586500
65,4568,第一三共,東P,"2,582.0",-143.5,-5.27,10516700,18.1,2.82,3.87,27154119400
66,543A,ＡＲＣＨＩＯ,東P,336,+24,+7.69,10154700,12.4,1.89,2.38,3411979200
67,6902,デンソー,東P,"1,884.0",-33.0,-1.72,9570500,13.3,0.92,3.93,18030822000
68,6857,アドテスト,東P,"28,615",+325,+1.15,9547900,44.6,26.1,ー,273213158500
69,8058,三菱商,東P,"5,882",+18,+0.31,9361000,19.6,2.28,2.13,55061402000
70,6366,千代建,東S,821,-1,-0.12,9155600,30.8,6.39,ー,7516747600
71,4062,イビデン,東P,"16,960",-100,-0.59,8973700,81.7,8.61,0.21,152193952000
72,5301,東海カーボン,東P,"1,585.0",+247.0,+18.46,8896200,28.2,1.07,2.52,14100477000
73,6330,東洋エンジ,東P,"2,151",+18,+0.84,8663900,26.0,2.90,1.16,18636048900
74,8411,みずほＦＧ,東P,"6,984",-66,-0.94,8531800,15.1,1.52,2.08,59586091200
75,8308,りそなＨＤ,東P,"2,047.0",-14.5,-0.70,8320400,14.9,1.59,1.81,17031858800
76,8267,イオン,東P,"1,477.0",-45.5,-2.99,8257900,56.0,3.35,1.02,12196918300
77,8113,ユニチャーム,東P,924.0,-11.0,-1.18,8223200,18.4,2.03,2.38,7598236800
78,4901,富士フイルム,東P,"3,226.0",-56.0,-1.71,8213400,13.8,1.00,2.32,26496428400
79,6526,ソシオネクス,東P,"2,295.0",+60.0,+2.68,8108000,40.2,3.02,2.18,18607860000
80,3656,ＫＬａｂ,東P,238,-17,-6.67,7982100,ー,1.83,ー,1899739800
81,3402,東レ,東P,"1,163.5",-4.0,-0.34,7980600,18.8,0.94,2.23,9285428100
82,6702,富士通,東P,"3,240.0",-116.0,-3.46,7828500,18.1,2.78,1.70,25364340000
