No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,9432,ＮＴＴ,東P,149.4,+1.0,+0.67,229261800,12.4,1.25,3.61,34251712920
2,8918,ランド,東S,10,-1,-9.09,223464900,11.4,1.68,ー,2234649000
3,1360,日経ベア２,東Ｅ,82.6,-0.7,-0.84,152694320,ー,ー,ー,12612550832
4,9434,ＳＢ,東P,219.3,-2.5,-1.13,123200900,19.0,3.98,4.01,27017957370
5,4597,ソレイジア,東G,30,-2,-6.25,92956300,ー,4.67,ー,2788689000
6,5803,フジクラ,東P,"7,624",+792,+11.59,90480800,84.2,24.9,0.47,689825619200
7,8729,ソニーＦＧ,東P,139.2,-0.5,-0.36,66095800,18.7,1.41,2.73,9200535360
8,5016,ＪＸ金属,東P,"4,762",-958,-16.75,62691700,38.7,6.07,0.42,298537875400
9,7011,三菱重,東P,"4,300",-84,-1.92,57855600,38.0,4.68,0.67,248779080000
10,9984,ＳＢＧ,東P,"5,987",+244,+4.25,57247600,ー,2.18,0.18,342741381200
11,6740,Ｊディスプレ,東P,75,-6,-7.41,49363400,ー,-9.5,ー,3702255000
12,9501,東電ＨＤ,東P,645.2,-5.9,-0.91,45523100,ー,0.43,ー,29371504120
13,6758,ソニーＧ,東P,"3,484.0",+112.0,+3.32,39212300,17.7,2.54,1.00,136615653200
14,7012,川重,東P,"3,391.0",+221.0,+6.97,38852100,25.8,3.23,1.18,131747471100
15,5401,日本製鉄,東P,559.4,-1.7,-0.30,36770900,ー,0.55,4.29,20569641460
16,6723,ルネサス,東P,"3,750.0",+250.0,+7.14,31623700,ー,2.68,ー,118588875000
17,4689,ラインヤフー,東P,410.1,-38.7,-8.62,31229900,ー,0.94,2.68,12807381990
18,7203,トヨタ,東P,"2,843.0",-27.0,-0.94,29055900,12.4,0.93,3.52,82605923700
19,8306,三菱ＵＦＪ,東P,"2,886.0",+29.5,+1.03,28562100,15.5,1.52,2.56,82430220600
20,285A,キオクシア,東P,"46,100",+160,+0.35,28465500,52.0,25.7,ー,1312259550000
21,7013,ＩＨＩ,東P,"2,806.0",-64.0,-2.23,28393100,18.0,4.56,0.82,79671038600
22,4392,ＦＩＧ,東P,870,+361,+70.92,28146000,38.9,3.03,1.15,24487020000
23,7261,マツダ,東P,"1,034.5",+40.5,+4.07,28058200,7.25,0.34,5.32,29026207900
24,8136,サンリオ,東P,859.6,-40.4,-4.49,23961400,20.0,7.57,1.54,20597219440
25,6366,千代建,東S,794,-49,-5.81,23452600,29.7,6.18,ー,18621364400
26,3350,メタプラ,東S,340,-7,-2.02,23266700,ー,0.94,ー,7910678000
27,4062,イビデン,東P,"16,550",+895,+5.72,22293100,79.7,8.40,0.21,368950805000
28,7201,日産自,東P,349.5,-0.7,-0.20,22217100,ー,0.25,ー,7764876450
29,3810,ＣＳＨＤ,東S,375,+4,+1.08,21520700,ー,4.44,ー,8070262500
30,3436,ＳＵＭＣＯ,東P,"3,760.0",+147.0,+4.07,18620400,ー,2.31,ー,70012704000
31,7974,任天堂,東P,"7,179",+159,+2.26,17964400,26.7,2.80,2.26,128966427600
32,7211,三菱自,東P,323.1,-5.9,-1.79,17756600,17.3,0.47,3.10,5737157460
33,6315,ＴＯＷＡ,東P,"2,675",-700,-20.74,17262100,28.7,2.84,0.90,46176117500
34,5802,住友電,東P,"11,650",+440,+3.93,16821100,28.4,3.31,1.34,195965815000
35,1803,清水建,東P,"3,465.0",+334.0,+10.67,15813700,18.1,2.41,2.22,54794470500
