No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
32,6723,ルネサス,東P,"3,205.0",-7.0,-0.22,13729300,ー,2.29,ー,44002406500
33,1306,野村東証指数,東Ｅ,394.6,+0.5,+0.13,13476730,ー,ー,ー,5317917658
34,7011,三菱重,東P,"4,586",-29,-0.63,13366800,59.3,5.81,0.52,61300144800
35,3350,メタプラ,東S,325,-1,-0.31,12920300,ー,0.90,ー,4199097500
36,8303,ＳＢＩ新生銀,東P,"1,717.0",-118.0,-6.43,12861000,ー,1.24,2.45,22082337000
37,4689,ラインヤフー,東P,419.7,+7.4,+1.79,12586700,ー,0.97,1.74,5282637990
38,8031,三井物,東P,"5,765",-131,-2.22,12449800,17.8,1.86,2.43,71773097000
39,6993,大黒屋,東S,112,+5,+4.67,12427200,ー,14.7,ー,1391846400
40,6752,パナＨＤ,東P,"3,324.0",+121.0,+3.78,12213500,32.3,1.54,1.20,40597674000
41,3436,ＳＵＭＣＯ,東P,"2,533.0",+57.0,+2.30,12210700,ー,1.53,ー,30929703100
42,6232,ＡＣＳＬ,東G,"2,502",+143,+6.06,11766500,ー,29.1,ー,29439783000
43,6971,京セラ,東P,"2,746.5",+36.0,+1.33,11631800,25.7,1.08,2.04,31946738700
44,6501,日立,東P,"4,795",-87,-1.78,11393000,25.3,3.28,ー,54629435000
45,8604,野村,東P,"1,220.0",-36.5,-2.90,11373000,ー,0.95,ー,13875060000
46,6701,ＮＥＣ,東P,"4,035",-66,-1.61,11361500,ー,2.44,0.99,45843652500
47,2134,北浜ＣＰ,東S,33,+4,+13.79,10992500,ー,3.22,ー,362752500
48,3103,ユニチカ,東S,"2,382",-56,-2.30,10667900,6.87,3.02,ー,25410937800
49,7974,任天堂,東P,"7,597",-90,-1.17,9732200,25.0,2.94,2.38,73935523400
50,2267,ヤクルト,東P,"3,087.0",+354.5,+12.97,9656600,19.4,1.56,2.27,29809924200
51,6526,ソシオネクス,東P,"1,927.5",+68.5,+3.68,9573400,33.8,2.54,2.59,18452728500
52,4755,楽天グループ,東P,760.0,+0.8,+0.11,9515500,ー,1.66,ー,7231780000
53,6085,アーキテクツ,東G,515,-100,-16.26,9487800,"1,561",-265,ー,4886217000
54,4772,ＳＭＥＪ,東G,120,+30,+33.33,9258100,55.1,1.96,0.83,1110972000
55,4661,ＯＬＣ,東P,"2,223.0",+34.5,+1.58,9239000,32.0,3.31,0.72,20538297000
56,2768,双日,東P,"6,218",+358,+6.11,9120400,9.95,1.19,2.89,56710647200
57,9503,関西電,東P,"2,404.0",-101.5,-4.05,8957700,8.64,0.78,3.33,21534310800
58,4594,ブライトパス,東G,59,+4,+7.27,8884400,ー,7.53,ー,524179600
59,9020,ＪＲ東日本,東P,"3,700.0",+312.0,+9.21,8824700,16.4,1.37,2.27,32651390000
60,7012,川重,東P,"3,151.0",-66.0,-2.05,8817000,29.3,3.26,1.05,27782367000
61,4063,信越化,東P,"7,104",-142,-1.96,8745000,ー,2.96,ー,62124480000
62,8316,三井住友ＦＧ,東P,"5,541",+29,+0.53,8711900,14.1,1.35,2.83,48272637900
63,8113,ユニチャーム,東P,916.0,+3.9,+0.43,8387800,18.2,1.98,2.40,7683224800
64,3656,ＫＬａｂ,東P,207,-3,-1.43,8084400,ー,1.61,ー,1673470800
65,4568,第一三共,東P,"2,616.5",+28.0,+1.08,7940900,16.5,2.78,2.98,20777364850
66,4506,住友ファーマ,東P,"1,729.5",+10.0,+0.58,7857400,7.61,2.69,ー,13589373300
67,5020,ＥＮＥＯＳ,東P,"1,325.5",+5.0,+0.38,7852500,26.4,1.12,2.57,10408488750
68,6902,デンソー,東P,"1,895.5",+13.0,+0.69,7821900,13.4,0.93,3.90,14826411450
69,9433,ＫＤＤＩ,東P,"2,548.0",-34.5,-1.34,7724800,13.9,1.97,3.14,19682790400
70,6920,レーザーテク,東P,"42,930",+240,+0.56,7701500,53.4,17.1,0.77,330625395000
71,1579,日経ブル２,東Ｅ,632.5,+5.7,+0.91,7430870,ー,ー,ー,4700025275
72,8015,豊田通商,東P,"6,868",+767,+12.57,7293200,18.1,2.30,1.82,50089697600
73,8267,イオン,東P,"1,551.5",+41.5,+2.75,7170500,58.8,3.52,0.97,11125030750
74,6857,アドテスト,東P,"27,815",-445,-1.57,7144100,43.4,25.4,ー,198713141500
75,8411,みずほＦＧ,東P,"6,704",-18,-0.27,7112700,14.5,1.46,2.16,47683540800
76,3137,ファンデリー,東S,257,+29,+12.72,7029300,26.1,11.1,ー,1806530100
77,4503,アステラス,東P,"2,207.0",-25.0,-1.12,6920400,13.2,2.16,3.62,15273322800
78,7063,バードマン,東G,118,+12,+11.32,6706700,ー,4.01,ー,791390600
79,6472,ＮＴＮ,東P,399.4,+17.2,+4.50,6691800,21.6,0.86,2.75,2672704920
80,3092,ＺＯＺＯ,東P,"1,025.0",-29.0,-2.75,6648800,18.2,8.49,3.90,6815020000
81,4005,住友化,東P,512.9,+3.3,+0.65,6570900,15.4,0.82,2.63,3370214610
82,2502,アサヒ,東P,"1,550.0",+2.0,+0.13,6537500,13.5,0.81,3.35,10133125000
83,3697,ＳＨＩＦＴ,東P,649.4,-6.8,-1.04,6484700,ー,4.34,ー,4211164180
84,7532,パンパシＨＤ,東P,888.0,-1.4,-0.16,6483500,24.8,4.05,0.96,5757348000
85,9023,東京メトロ,東P,"1,544.0",-24.0,-1.53,6469200,17.9,1.22,2.85,9988444800
86,6503,三菱電,東P,"6,071",-160,-2.57,6295700,26.2,2.77,ー,38221194700
87,2492,インフォＭＴ,東P,398,-33,-7.66,6175700,34.3,3.59,1.65,2457928600
88,1459,楽天Ｗベア,東Ｅ,152,-1,-0.65,6173987,ー,ー,ー,938446024
89,543A,ＡＲＣＨＩＯ,東P,303,0,0.00,6151600,10.4,3.63,ー,1863934800
90,6613,ＱＤレーザ,東G,"1,419",0,0.00,6150200,ー,11.9,ー,8727133800
91,6963,ローム,東P,"3,487.0",+89.0,+2.62,6008900,135,1.45,1.43,20953034300
92,4519,中外薬,東P,"8,245",+129,+1.59,5927700,ー,7.11,1.60,48873886500
93,8035,東エレク,東P,"47,450","+3,060",+6.89,5915900,ー,10.6,ー,280709455000
94,8308,りそなＨＤ,東P,"1,927.0",-11.5,-0.59,5900900,17.4,1.59,1.50,11371034300
95,8750,第一ライフ,東P,"1,423.0",-17.0,-1.18,5876800,12.6,1.26,3.65,8362686400
96,6976,太陽誘電,東P,"6,143",-249,-3.90,5832400,59.1,2.27,1.47,35828433200
97,7269,スズキ,東P,"1,753.0",+4.5,+0.26,5801700,8.67,1.02,2.62,10170380100
98,8601,大和,東P,"1,453.0",-14.5,-0.99,5777300,ー,1.14,ー,8394416900
99,2334,イオレ,東G,502,-2,-0.40,5755000,ー,7.12,ー,2889010000
100,8473,ＳＢＩ,東P,"3,157.0",-2.0,-0.06,5622000,ー,1.14,ー,17748654000
101,9022,ＪＲ東海,東P,"3,611",-133,-3.55,5579600,7.72,0.68,0.89,20147935600
102,8801,三井不,東P,"1,693.0",-11.5,-0.67,5387600,17.0,1.44,2.01,9121206800
103,6770,アルプスアル,東P,"2,012.5",-354.0,-14.96,5384600,13.1,0.88,3.18,10836507500
104,9506,東北電,東P,"1,064.0",-24.5,-2.25,5321900,ー,0.48,3.76,5662501600
105,6315,ＴＯＷＡ,東P,"3,050",+130,+4.45,5305600,46.2,3.39,0.66,16182080000
106,9201,ＪＡＬ,東P,"2,527.0",+73.0,+2.97,5274100,9.87,0.84,3.80,13327650700
107,3382,セブン＆アイ,東P,"1,918.5",+47.5,+2.54,5234400,16.4,1.23,3.13,10042196400
108,3064,モノタロウ,東P,"1,805.5",-52.5,-2.83,5164600,24.7,7.28,2.05,9324685300
109,7272,ヤマハ発,東P,"1,089.5",-16.5,-1.49,5106300,10.6,0.93,4.59,5563313850
110,4062,イビデン,東P,"13,375",-105,-0.78,5100600,101,6.89,0.19,68220525000
111,5074,テスＨＤ,東P,808,+35,+4.53,5091000,47.5,1.21,0.72,4113528000
112,9021,ＪＲ西日本,東P,"2,857.0",+25.5,+0.90,4997800,13.0,1.08,3.41,14278714600
113,9202,ＡＮＡＨＤ,東P,"2,709.5",+108.0,+4.15,4982900,12.8,0.82,2.21,13501167550
114,3402,東レ,東P,"1,106.0",-15.0,-1.34,4965500,19.6,0.91,1.81,5491843000
115,2127,日本Ｍ＆Ａ,東P,626.9,-27.6,-4.22,4926900,14.8,3.96,4.63,3088673610
116,9831,ヤマダＨＤ,東P,531.6,+9.3,+1.78,4919800,25.2,0.55,3.20,2615365680
117,6954,ファナック,東P,"6,820",-55,-0.80,4880600,34.4,3.41,ー,33285692000
118,6301,コマツ,東P,"6,514",-43,-0.66,4820600,18.5,1.67,2.92,31401388400
119,186A,アストロＨＤ,東G,"1,310",+24,+1.87,4738600,ー,17.1,ー,6207566000
120,2181,パーソルＨＤ,東P,232.7,-1.0,-0.43,4735900,12.7,2.50,4.73,1102043930
121,7261,マツダ,東P,"1,008.5",-3.0,-0.30,4729200,31.8,0.35,5.45,4769398200
122,7733,オリンパス,東P,"1,571.0",+24.5,+1.58,4718500,31.7,2.24,1.91,7412763500
123,1605,ＩＮＰＥＸ,東P,"4,118",-32,-0.77,4706100,14.5,1.01,2.62,19379719800
124,4784,ＧＭＯインタ,東P,580,+10,+1.75,4703500,29.9,12.9,3.71,2728030000
125,5019,出光興産,東P,"1,370.0",+21.5,+1.59,4688500,22.3,0.95,2.63,6423245000
126,2413,エムスリー,東P,"1,496.5",-7.5,-0.50,4680400,18.9,2.45,ー,7004218600
127,1356,ＴＰＸベア２,東Ｅ,132.1,-0.3,-0.23,4678360,ー,ー,ー,618011356
128,6525,コクサイエレ,東P,"6,500",+122,+1.91,4560900,54.4,7.13,0.55,29645850000
129,1357,日経Ｄインバ,東Ｅ,"3,783",-25,-0.66,4556214,ー,ー,ー,17236157562
130,7182,ゆうちょ銀,東P,"2,656.0",-33.0,-1.23,4522800,18.9,1.01,2.64,12012556800
131,4188,三菱ケミＧ,東P,898.0,-13.7,-1.50,4518500,26.0,0.66,3.56,4057613000
132,5802,住友電,東P,"9,900",-290,-2.85,4356600,24.1,3.10,1.19,43130340000
133,9843,ニトリＨＤ,東P,"2,282.5",+66.0,+2.98,4225700,13.7,1.32,1.35,9645160250
134,7751,キヤノン,東P,"4,017",+10,+0.25,4142900,10.5,1.02,3.98,16642029300
135,7259,アイシン,東P,"2,377.5",-111.0,-4.46,4116300,11.5,0.78,3.15,9786503250
136,1911,住友林,東P,"1,380.5",-6.0,-0.43,4069700,8.89,0.84,3.62,5618220850
137,5108,ブリヂストン,東P,"3,231.0",-34.0,-1.04,4061100,12.0,1.11,3.87,13121414100
138,4563,アンジェス,東G,54,+2,+3.85,3984900,ー,7.17,ー,215184600
139,8766,東京海上,東P,"7,093",-109,-1.51,3972600,13.4,2.56,2.97,28177651800
140,2802,味の素,東P,"4,882",-208,-4.09,3912900,36.0,6.29,0.98,19102777800
141,8697,日本取引所,東P,"1,862.0",-1.5,-0.08,3859000,24.7,5.55,3.28,7185458000
142,4307,野村総研,東P,"4,183",+41,+0.99,3854800,20.2,5.54,2.01,16124628400
143,5938,ＬＩＸＩＬ,東P,"1,662.0",+43.0,+2.66,3850200,39.8,0.72,5.42,6399032400
144,1366,ｉＦ日経Ｗベ,東Ｅ,95,-1,-1.04,3842288,ー,ー,ー,365017360
145,9107,川崎汽,東P,"2,503.5",-59.0,-2.30,3807200,13.8,0.91,4.79,9531325200
146,3681,ブイキューブ,東P,39,-8,-17.02,3791900,ー,-0.5,ー,147884100
147,314A,ｉＳゴールド,東Ｅ,342.2,-5.5,-1.58,3784740,ー,ー,ー,1295138028
148,1475,ｉＳＴＰＸ,東Ｅ,386.3,+0.8,+0.21,3738050,ー,ー,ー,1444008715
149,485A,ＰｏｗｅｒＸ,東G,"10,480",-210,-1.96,3726000,319,64.0,ー,39048480000
150,9504,中国電,東P,896.4,+2.2,+0.25,3698700,10.4,0.41,3.35,3315514680
151,3664,ＷＩＺＥ,東G,34,0,0.00,3685700,ー,2.17,ー,125313800
152,6178,日本郵政,東P,"1,811.5",-11.5,-0.63,3642000,15.9,0.53,2.76,6597483000
153,4901,富士フイルム,東P,"2,875.5",-14.5,-0.50,3634400,13.1,0.93,2.43,10450717200
154,4902,コニカミノル,東P,504.8,+5.8,+1.16,3626400,9.24,0.48,1.98,1830606720
155,7270,ＳＵＢＡＲＵ,東P,"2,369.5",+20.0,+0.85,3566700,13.6,0.62,4.85,8451295650
156,6753,シャープ,東P,582.4,+22.9,+4.09,3565100,7.13,1.48,ー,2076314240
157,9509,北海電,東P,"1,000.0",-10.5,-1.04,3562200,9.97,0.50,3.30,3562200000
158,6098,リクルート,東P,"7,361",+58,+0.79,3535400,21.3,6.58,0.34,26024079400
159,2801,キッコマン,東P,"1,434.0",+7.5,+0.53,3522600,21.7,2.37,1.74,5051408400
160,1629,野村商社卸売,東Ｅ,280.3,+9.2,+3.39,3472290,ー,ー,ー,973282887
161,6988,日東電,東P,"2,995.0",-2.5,-0.08,3461900,14.3,1.76,2.14,10368390500
162,3407,旭化成,東P,"1,524.5",-10.5,-0.68,3442200,14.3,1.03,2.62,5247633900
163,6268,ナブテスコ,東P,"5,041",-165,-3.17,3431300,31.8,2.16,1.63,17297183300
164,6869,シスメックス,東P,"1,331.5",-46.5,-3.37,3410000,23.6,1.65,2.85,4540415000
165,2345,ホドルワン,東S,186,-80,-30.08,3386700,ー,11.0,ー,629926200
166,4612,日本ペＨＤ,東P,980.3,-9.0,-0.91,3377600,11.5,1.26,1.73,3311061280
167,3823,ＷＨＤＣ,東S,43,0,0.00,3377000,ー,4.16,ー,145211000
168,7868,広済堂ＨＤ,東P,608,+2,+0.33,3334200,19.0,2.13,2.19,2027193600
169,6506,安川電,東P,"5,521",+1,+0.02,3308100,30.5,2.96,1.30,18264020100
170,9412,スカＪＳＡＴ,東P,"3,515",+65,+1.88,3303900,36.9,3.28,1.37,11613208500
171,6141,ＤＭＧ森精機,東P,"3,000.0",+67.0,+2.28,3297600,28.2,1.26,3.50,9892800000
172,9610,ウィルソンＷ,東S,149,+4,+2.76,3287600,ー,2.09,ー,489852400
173,7731,ニコン,東P,"1,800.0",+73.0,+4.23,3271800,ー,1.03,2.22,5889240000
174,3038,神戸物産,東P,"2,804.5",+123.5,+4.61,3258200,21.1,3.96,1.14,9137621900
175,7911,ＴＯＰＰＡＮ,東P,"5,080",+430,+9.25,3254100,20.5,1.09,1.10,16530828000
176,8410,セブン銀,東P,267.0,+2.7,+1.02,3211400,28.3,1.14,4.12,857443800
177,3861,王子ＨＤ,東P,824.7,+2.2,+0.27,3194600,14.5,0.69,4.37,2634586620
178,9104,商船三井,東P,"5,917",-18,-0.30,3181100,12.0,0.71,3.46,18822568700
179,2914,ＪＴ,東P,"5,886",+21,+0.36,3174400,18.3,2.56,4.11,18684518400
180,5332,ＴＯＴＯ,東P,"6,425","+1,000",+18.43,3169300,23.0,2.00,1.87,20362752500
181,8593,三菱ＨＣキャ,東P,"1,405.5",-18.0,-1.26,3110200,12.6,1.05,3.20,4371386100
182,1568,ＴＰＸブル,東Ｅ,845.0,-0.2,-0.02,3068820,ー,ー,ー,2593152900
183,4543,テルモ,東P,"1,989.0",-8.0,-0.40,3050400,21.6,1.93,1.51,6067245600
184,5411,ＪＦＥ,東P,"1,716.5",+1.5,+0.09,3020900,14.6,0.43,4.66,5185374850
185,2146,ＵＴ,東P,182,-2,-1.09,3016300,17.0,4.10,5.96,548966600
186,3315,日本コークス,東P,104,0,0.00,2950600,ー,0.82,ー,306862400
187,6471,日精工,東P,"1,260.5",-7.5,-0.59,2950500,30.8,0.91,2.70,3719105250
188,7453,良品計画,東P,"3,635.0",+18.0,+0.50,2918600,31.1,5.12,0.88,10609111000
189,9502,中部電,東P,"2,652.0",-38.5,-1.43,2841500,ー,0.64,2.64,7535658000
190,4204,積水化,東P,"2,359.5",-9.0,-0.38,2838200,12.5,1.12,3.43,6696732900
191,9602,東宝,東P,"1,433.5",-23.0,-1.58,2801500,29.1,2.31,1.53,4015950250
192,6196,ストライクＧ,東P,"1,187",-127,-9.67,2793900,13.6,3.43,5.48,3316359300
193,9962,ミスミＧ,東P,"3,428.0",-161.0,-4.49,2736400,24.3,2.39,1.55,9380379200
194,9508,九州電,東P,"1,708.5",+19.5,+1.15,2704400,6.50,0.82,2.93,4620467400
195,3231,野村不ＨＤ,東P,998.8,-18.2,-1.79,2704400,9.92,1.06,4.41,2701154720
196,7936,アシックス,東P,"4,341",-91,-2.05,2687900,28.0,11.3,0.88,11668173900
197,9009,京成,東P,"1,122.5",+10.5,+0.94,2680100,12.7,0.97,1.60,3008412250
198,6724,エプソン,東P,"2,095.0",-1.5,-0.07,2655600,11.4,0.79,3.82,5563482000
199,4912,ライオン,東P,"1,520.5",-11.0,-0.72,2648200,16.8,1.30,2.24,4026588100
200,6326,クボタ,東P,"2,588.5",+35.5,+1.39,2643600,14.0,1.12,2.01,6842958600
201,8591,オリックス,東P,"5,209",-66,-1.25,2638400,13.0,1.25,2.30,13743425600
202,4502,武田,東P,"5,239",-31,-0.59,2628900,53.7,1.08,3.82,13772807100
203,8725,ＭＳ＆ＡＤ,東P,"3,996",-38,-0.94,2605900,9.83,1.26,3.88,10413176400
204,6366,千代建,東S,"1,023",+12,+1.19,2600400,3.31,-4.8,ー,2660209200
205,2503,キリンＨＤ,東P,"2,498.0",+18.5,+0.75,2600300,12.9,1.57,3.04,6495549400
206,9425,ＲｅＹｕｕ,東S,273,-54,-16.51,2584100,ー,1.40,ー,705459300
207,4768,大塚商会,東P,"2,854.0",-44.5,-1.54,2574500,17.7,2.76,3.33,7347623000
208,1570,日経レバ,東Ｅ,"58,570",+500,+0.86,2557450,ー,ー,ー,149789846500
209,9505,北陸電,東P,864.9,-7.9,-0.91,2544600,7.23,0.40,2.89,2200824540
210,5801,古河電,東P,"41,190","-1,180",-2.78,2534500,53.7,7.67,0.39,104396055000
211,9005,東急,東P,"1,664.0",-0.5,-0.03,2527200,11.3,1.08,1.80,4205260800
212,8830,住友不,東P,"4,735",-108,-2.23,2512900,20.8,1.81,0.91,11898581500
213,3003,ヒューリック,東P,"1,799.0",+33.0,+1.87,2500000,11.3,1.50,3.72,4497500000
214,4373,シンプレクス,東P,921,+42,+4.78,2461000,16.6,4.00,2.61,2266581000
215,2579,コカＢＪＨ,東P,"3,283.0",-134.0,-3.92,2459000,23.9,1.46,2.19,8072897000
216,1803,清水建,東P,"2,996.0",-42.0,-1.38,2449700,16.1,2.27,2.40,7339301200
217,5301,東海カーボン,東P,"1,145.5",+26.5,+2.37,2443700,23.1,0.77,2.62,2799258350
218,9301,三菱倉,東P,"1,409.0",+11.5,+0.82,2423200,21.1,1.28,3.12,3414288800
219,6754,アンリツ,東P,"3,858",-181,-4.48,2390200,32.9,3.72,1.30,9221391600
220,1571,日経インバ,東Ｅ,340,-2,-0.58,2355822,ー,ー,ー,800979480
221,4507,塩野義,東P,"3,128.0",-42.0,-1.32,2327800,14.2,1.76,2.27,7281358400
222,6594,ニデック,東P,"2,398",+1,+0.04,2312800,ー,1.56,ー,5546094400
223,1878,大東建,東P,"3,515.0",-3.0,-0.09,2310700,10.6,2.29,4.64,8122110500
224,7202,いすゞ,東P,"2,120.5",-25.5,-1.19,2267200,11.2,1.00,4.34,4807597600
225,5406,神戸鋼,東P,"1,941.0",+14.5,+0.75,2241100,7.68,0.63,4.12,4349975100
226,8802,菱地所,東P,"4,383",-51,-1.15,2230800,24.0,2.09,1.05,9777596400
227,8331,千葉銀,東P,"2,154.0",-20.0,-0.92,2209800,16.7,1.21,2.41,4759909200
228,7003,三井Ｅ＆Ｓ,東P,"5,594",-21,-0.37,2188200,18.2,2.76,0.89,12240790800
229,7167,めぶきＦＧ,東P,"1,296.0",-2.5,-0.19,2171400,15.0,1.15,2.16,2814134400
230,3696,セレス,東P,"2,062",+267,+14.87,2154100,15.1,1.83,2.91,4441754200
231,5333,ＮＧＫ,東P,"5,121",+160,+3.23,2150700,18.0,1.82,2.07,11013734700
232,1615,野村東証銀行,東Ｅ,614.5,-4.3,-0.69,2146000,ー,ー,ー,1318717000
233,8616,東海東京,東P,688,-16,-2.27,2138300,ー,0.90,ー,1471150400
234,9041,近鉄ＧＨＤ,東P,"3,453.0",+120.0,+3.60,2093300,13.7,1.12,1.74,7228164900
235,3936,ＧＷ,東G,176,-10,-5.38,2088400,119,8.51,ー,367558400
236,4288,アズジェント,東S,727,+27,+3.86,2080200,18.4,5.68,ー,1512305400
237,268A,リガクＨＤ,東P,"2,667",-31,-1.15,2066600,48.3,6.83,0.71,5511622200
238,6367,ダイキン,東P,"22,855",+890,+4.05,2049200,25.0,2.13,1.44,46834466000
239,5214,日電硝,東P,"7,032","-1,113",-13.66,2036900,22.6,1.05,2.28,14323480800
240,7162,アストマクス,東S,298,+80,+36.70,2036000,2.00,0.77,2.68,606728000
241,8309,三井住友トラ,東P,"5,328",+150,+2.90,2035000,11.7,1.12,3.47,10842480000
242,9008,京王,東P,748.1,+10.8,+1.46,2030600,10.3,0.98,2.94,1519091860
243,9101,郵船,東P,"5,629",-40,-0.71,2028700,10.9,0.79,4.00,11419552300
244,4751,サイバー,東P,"1,243.5",-5.0,-0.40,2023600,22.9,3.45,1.53,2516346600
245,7186,横浜ＦＧ,東P,"1,486.5",+1.5,+0.10,2021000,16.0,1.19,2.56,3004216500
246,6494,ＮＦＫＨＤ,東S,112,-5,-4.27,2020900,45.5,0.93,ー,226340800
247,6966,三井ハイテク,東P,668,+24,+3.73,2002900,17.4,1.08,2.84,1337937200
248,9166,ＧＥＮＤＡ,東G,532,+5,+0.95,1999100,ー,1.50,1.50,1063521200
249,5202,板硝子,東P,480,+1,+0.21,1995000,"1,371",0.89,ー,957600000
250,6965,ホトニクス,東P,"2,006.0",-17.0,-0.84,1991100,40.9,1.84,1.89,3994146600
251,5713,住友鉱,東P,"9,532",+109,+1.16,1976400,18.4,1.36,1.92,18839044800
252,7181,かんぽ生命,東P,"1,531.0",+5.5,+0.36,1966200,10.4,0.40,2.70,3010252200
253,7752,リコー,東P,"1,300.5",-16.0,-1.22,1961500,12.1,0.65,3.08,2550930750
254,3116,トヨタ紡織,東P,"2,207.0",-1.0,-0.05,1958400,8.21,0.81,3.90,4322188800
255,4183,三井化学,東P,"1,899.5",+4.5,+0.24,1950100,16.4,0.78,3.95,3704214950
256,1893,五洋建,東P,"1,760.0",+10.0,+0.57,1933000,15.0,2.59,2.50,3402080000
257,5076,インフロニア,東P,"2,123.5",-8.0,-0.38,1929900,9.35,1.28,4.33,4098142650
258,7777,３ＤＭ,東G,503,-13,-2.52,1920500,63.1,13.7,ー,966011500
259,7735,スクリン,東P,"10,390",+160,+1.56,1902200,22.3,4.43,1.35,19763858000
260,6590,芝浦,東P,"4,690",-90,-1.88,1886700,28.5,5.86,1.24,8848623000
261,3923,ラクス,東P,861.6,+5.3,+0.62,1861900,23.0,11.0,0.81,1604213040
262,3110,日東紡,東P,"28,160",-380,-1.33,1845500,27.0,6.22,0.40,51969280000
263,6383,ダイフク,東P,"6,777",-3,-0.04,1839400,31.2,5.52,1.21,12465613800
264,3777,環境フレンド,東G,57,+1,+1.79,1833500,ー,4.72,ー,104509500
265,3289,東急不ＨＤ,東P,"1,334.5",-3.0,-0.22,1825400,10.6,1.12,3.33,2435996300
266,6361,荏原,東P,"5,242",-85,-1.60,1790600,27.6,4.70,1.26,9386325200
267,5110,住友ゴ,東P,"2,019.5",0,0.00,1778700,9.65,0.74,4.16,3592084650
268,4004,レゾナック,東P,"14,045",-170,-1.20,1771800,33.0,3.64,0.46,24884931000
269,9697,カプコン,東P,"3,351.0",+48.0,+1.45,1767000,25.7,5.61,1.34,5921217000
270,6479,ミネベア,東P,"3,108.0",-16.0,-0.51,1751000,17.6,1.48,1.61,5442108000
271,7220,武蔵精密,東P,"4,250",-45,-1.05,1738700,279,2.35,0.94,7389475000
272,402A,アクセルＨＤ,東G,603,+9,+1.52,1736500,ー,5.34,ー,1047109500
273,1812,鹿島,東P,"6,077",-40,-0.65,1719800,16.7,2.13,2.17,10451224600
274,8524,北洋銀,東P,990,-2,-0.20,1706600,14.5,0.93,2.83,1689534000
275,5832,ちゅうぎんＦ,東P,"2,845.5",-81.5,-2.78,1705200,11.2,0.82,3.58,4852146600
276,3088,マツキヨココ,東P,"2,318.5",+32.5,+1.42,1693700,16.3,1.74,2.07,3926843450
277,5706,三井金属,東P,"41,060","-1,290",-3.05,1669300,30.5,6.47,0.58,68541458000
