No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,9432,ＮＴＴ,東P,150.2,-0.6,-0.40,368213400,12.5,1.26,3.60,55305652679
2,8918,ランド,東S,10,0,0.00,272738500,11.4,1.68,ー,2727385000
3,4564,オンコセラピ,東G,24,+1,+4.35,171706000,ー,4.44,ー,4120944000
4,1360,日経ベア２,東Ｅ,82.6,+0.9,+1.10,126712600,ー,ー,ー,10466460760
5,9984,ＳＢＧ,東P,"6,131",-293,-4.56,80654100,ー,2.23,0.18,494490287100
6,7203,トヨタ,東P,"2,913.0",-65.0,-2.18,75083900,12.7,0.95,3.43,218719400700
7,9434,ＳＢ,東P,220.4,-0.9,-0.41,70519300,19.8,4.35,3.90,15542453720
8,7013,ＩＨＩ,東P,"3,059.0",+14.0,+0.46,69373000,19.7,4.97,0.75,212212007000
9,6758,ソニーＧ,東P,"3,114.0",-16.0,-0.51,64786200,15.9,2.26,1.12,201744226800
10,6740,Ｊディスプレ,東P,82,-7,-7.87,64516200,ー,-10,ー,5290328400
11,4597,ソレイジア,東G,32,0,0.00,59027000,ー,4.98,ー,1888864000
12,8729,ソニーＦＧ,東P,140.2,-0.6,-0.43,56565900,18.8,1.42,2.71,7930539179
13,9501,東電ＨＤ,東P,632.8,+8.8,+1.41,49861100,ー,0.42,ー,31552104079
14,5803,フジクラ,東P,"6,582",+84,+1.29,43386200,72.7,21.5,0.54,285567968400
15,285A,キオクシア,東P,"44,490","+1,080",+2.49,41407500,50.2,24.8,ー,1842219675000
16,3436,ＳＵＭＣＯ,東P,"3,578.0",+545.0,+17.97,40373500,ー,2.16,ー,144456383000
17,8306,三菱ＵＦＪ,東P,"2,806.5",-56.5,-1.97,37166700,15.1,1.48,2.64,104308343550
18,5401,日本製鉄,東P,570.9,-11.8,-2.03,36330900,ー,0.56,4.20,20741310810
19,7201,日産自,東P,345.7,-6.1,-1.73,32087000,ー,0.25,ー,11092475900
20,8136,サンリオ,東P,875.7,+25.0,+2.94,30937100,20.4,7.71,1.51,27091618470
21,4689,ラインヤフー,東P,440.0,+0.3,+0.07,26010100,ー,1.01,2.50,11444444000
22,5016,ＪＸ金属,東P,"5,416",+140,+2.65,25223400,53.9,7.56,0.50,136609934400
23,7011,三菱重,東P,"4,510",-17,-0.38,25209200,58.3,5.71,0.53,113693492000
24,6723,ルネサス,東P,"3,530.0",-93.0,-2.57,21702800,ー,2.52,ー,76610884000
25,6613,ＱＤレーザ,東G,"1,853",+347,+23.04,21634400,ー,15.5,ー,40088543200
26,3350,メタプラ,東S,344,-18,-4.97,20949300,ー,0.96,ー,7206559200
27,8001,伊藤忠,東P,"2,010.0",+1.0,+0.05,19132600,14.8,2.13,2.19,38456526000
28,7267,ホンダ,東P,"1,269.0",+9.5,+0.75,19030100,ー,0.40,5.52,24149196900
29,6501,日立,東P,"4,938",+88,+1.81,16696700,26.1,3.38,ー,82448304600
30,7974,任天堂,東P,"7,667",+263,+3.55,16407000,28.5,2.99,2.11,125792469000
31,6526,ソシオネクス,東P,"2,204.0",+153.5,+7.49,15929300,38.6,2.90,2.27,35108177200
32,6981,村田製,東P,"5,850",+202,+3.58,15418500,36.3,3.92,1.20,90198225000
33,1911,住友林,東P,"1,308.5",-66.5,-4.84,14553000,8.42,0.77,3.82,19042600500
34,6762,ＴＤＫ,東P,"2,923.5",+27.5,+0.95,14299700,24.7,2.54,1.37,41805172950
35,8604,野村,東P,"1,228.5",-22.0,-1.76,13871000,ー,0.96,ー,17040523500
36,6326,クボタ,東P,"2,814.0",+114.0,+4.22,13827900,15.2,1.19,1.85,38911710600
37,7211,三菱自,東P,306.7,-3.3,-1.06,13665600,16.4,0.45,3.26,4191239520
38,4506,住友ファーマ,東P,"1,613.0",-44.0,-2.66,13644800,7.09,2.50,ー,22009062400
39,8058,三菱商,東P,"5,249",-149,-2.76,13304600,17.5,2.04,2.38,69835845400
40,3103,ユニチカ,東S,"2,569",+34,+1.34,12981500,7.41,3.26,ー,33349473500
41,6954,ファナック,東P,"7,515",+420,+5.92,12964500,37.9,3.76,ー,97428217500
42,7012,川重,東P,"3,266.0",+15.0,+0.46,12922300,30.3,3.38,1.02,42204231800
43,1306,野村東証指数,東Ｅ,405.9,-1.3,-0.32,12794980,ー,ー,ー,5193482382
44,8316,三井住友ＦＧ,東P,"5,546",-143,-2.51,12481400,14.1,1.35,2.83,69221844400
45,4568,第一三共,東P,"2,596.0",-4.0,-0.15,12477400,18.2,2.76,3.00,32391330400
46,1579,日経ブル２,東Ｅ,700.5,-7.2,-1.02,12420680,ー,ー,ー,8700686340
47,5411,ＪＦＥ,東P,"1,765.0",+30.5,+1.76,12245600,7.49,0.43,4.53,21613484000
48,6702,富士通,東P,"3,382.0",+142.0,+4.38,11903700,18.9,2.90,1.63,40258313400
49,6752,パナＨＤ,東P,"3,318.0",-31.0,-0.93,11707600,32.3,1.54,1.21,38845816800
50,9433,ＫＤＤＩ,東P,"2,528.5",+3.5,+0.14,11466900,13.8,1.95,3.16,28994056650
51,1459,楽天Ｗベア,東Ｅ,136,+1,+0.74,11409163,ー,ー,ー,1551646168
52,8801,三井不,東P,"1,656.5",-42.5,-2.50,11016900,16.7,1.41,2.05,18249494850
53,8113,ユニチャーム,東P,945.0,+10.0,+1.07,10964600,18.8,2.08,2.33,10361547000
